name,,hispanic weight
MANSBERGER,43805126,6
KLAUSER,43805132,6
RACKLIFFE,43805138,6
SAMPERI,43805144,6
SAFDAR,43805150,6
ARNOLDY,43805156,6
BEMISS,43805162,6
ZEILINGER,43805168,6
AZIZIAN,43805174,6
TWARDY,43805180,6
HEHMAN,43805186,6
BUUS,43805192,6
BRUNEY,43805198,6
CORNELY,43805204,6
FLICKNER,43805210,6
HARIRI,43805216,6
KAMBOJ,43805222,6
KOMENDA,43805228,6
PARIZO,43805234,6
MOUDRY,43805240,6
TEVLIN,43805246,6
BENION,43805252,6
BOYSON,43805258,6
POSTHUMA,43805264,6
LORETTE,43805270,6
LETZ,43805276,6
CAMPANALE,43805282,6
CREATH,43805288,6
GUSTAFSSON,43805294,6
JURS,43805300,6
POET,43805306,6
PETROU,43805312,6
OESTERREICH,43805318,6
TERRIAN,43805324,6
RUMSCHLAG,43805330,6
URCIUOLI,43805336,6
BLESSINGTON,43805342,6
MELLENTHIN,43805348,6
GARTZKE,43805354,6
BICKSLER,43805360,6
VOGLE,43805366,6
WOLSKY,43805372,6
TRUSKOWSKI,43805378,6
VALLIERES,43805384,6
RODGERSON,43805390,6
TARKOWSKI,43805396,6
RAPPORT,43805402,6
RAILING,43805408,6
POPMA,43805414,6
LENEAR,43805420,6
LINCECUM,43805426,6
HASNAIN,43805432,6
GIERE,43805438,6
CARMANY,43805444,6
COULTON,43805450,6
DEFREES,43805456,6
EGUCHI,43805462,6
BERTSCHE,43805468,6
BOPARAI,43805474,6
UEBEL,43805480,6
SHACKELTON,43805486,6
TENNELL,43805492,6
TANNEY,43805498,6
TANDOC,43805504,6
SURBAUGH,43805510,6
MURTAZA,43805516,6
NEWNUM,43805522,6
PATZKE,43805528,6
REHER,43805534,6
KILBURY,43805540,6
KAZDA,43805546,6
KAMPMAN,43805552,6
MAALI,43805558,6
LULLO,43805564,6
FRISONE,43805570,6
GASPERINI,43805576,6
CAHALANE,43805582,6
BRING,43805588,6
COLEE,43805594,6
CLYATT,43805600,6
DEMEESTER,43805606,6
DONEHOO,43805612,6
ANNINO,43805618,6
BLANKMAN,43805624,6
VOCE,43805630,6
TYES,43805636,6
VERGIN,43805642,6
SEKELSKY,43805648,6
TESAURO,43805654,6
OGONOWSKI,43805660,6
PATRIQUIN,43805666,6
PARACHA,43805672,6
PATRIZI,43805678,6
PRIMES,43805684,6
LUMAR,43805690,6
MALLIK,43805696,6
MCTYRE,43805702,6
HOWEN,43805708,6
FILIPOVICH,43805714,6
GRABEL,43805720,6
BRUNJES,43805726,6
DAVIDGE,43805732,6
DYLEWSKI,43805738,6
BORUCH,43805744,6
AUSHERMAN,43805750,6
WEIGMAN,43805756,6
WONDERLING,43805762,6
SCHINDELE,43805768,6
SCHOECK,43805774,6
STROBECK,43805780,6
MONTIERTH,43805786,6
NOORDA,43805792,6
PHERSON,43805798,6
RACHFORD,43805804,6
POWIS,43805810,6
LEMIN,43805816,6
LETH,43805822,6
MATLICK,43805828,6
GROETSCH,43805834,6
FARBMAN,43805840,6
GILLITZER,43805846,6
CASALETTO,43805852,6
CALECA,43805858,6
CONTARINO,43805864,6
DEMASTUS,43805870,6
DUSO,43805876,6
ALBERTELLI,43805882,6
BAHLS,43805888,6
VANDENBROEK,43805894,6
VETTRAINO,43805900,6
OCTAVE,43805906,6
OVEREND,43805912,6
LANGTRY,43805918,6
GARGIS,43805924,6
CHANDLEY,43805930,6
FALASCA,43805936,6
HUML,43805942,6
LEINENBACH,43805948,6
ZIEBER,43805954,6
VOGELE,43805960,6
WOELFLE,43805966,6
VINCZE,43805972,6
VICARY,43805978,6
TRAVASSOS,43805984,6
KUCHAREK,43805990,6
FOUAD,43805996,6
DISS,43806002,6
CANEDY,43806008,6
HANSBERGER,43806014,6
OVENS,43806020,6
CRUSON,43806026,6
DASKAL,43806032,6
DERRINGTON,43806038,6
GLISPIE,43806044,6
FLUG,43806050,6
HELBER,43806056,6
MARKUNAS,43806062,6
KARLOVICH,43806068,6
KOEPNICK,43806074,6
LEBOLD,43806080,6
NELLI,43806086,6
STANCATO,43806092,6
SEMANS,43806098,6
ELZEIN,43806104,6
DAUTRICH,43806110,6
CORKE,43806116,6
ESCHENBACH,43806122,6
HUMKE,43806128,6
LUGTU,43806134,6
LONGENBERGER,43806140,6
KREKE,43806146,6
LAULETTA,43806152,6
STIEVE,43806158,6
SIVERSON,43806164,6
THE,43806170,6
WEIGANDT,43806176,6
DUBIS,43806182,6
DECATO,43806188,6
FROHN,43806194,6
KREIGHBAUM,43806200,6
PASKIEWICZ,43806206,6
NORUM,43806212,6
SLYMAN,43806218,6
RUSHWORTH,43806224,6
VITTITOE,43806230,6
WALAS,43806236,6
BACZEWSKI,43806242,6
VANTREESE,43806248,6
SINTON,43806254,6
PERYEA,43806260,6
POLEGA,43806266,6
KUYKENDOLL,43806272,6
LINGAD,43806278,6
MATERNA,43806284,6
GORDINIER,43806290,6
DUBEL,43806296,6
DIMENNA,43806302,6
FREAD,43806308,6
MARXEN,43806314,6
LEONELLI,43806320,6
KEUP,43806326,6
SCHARPF,43806332,6
ROSTER,43806338,6
WENDELKEN,43806344,6
BLUMENSHINE,43806350,6
ZIENTARA,43806356,6
WHEELAN,43806362,6
PIRKEY,43806368,6
RACITI,43806374,6
LANGENDORF,43806380,6
KRASNY,43806386,6
BYLE,43806392,6
CERVELLI,43806398,6
BROWERS,43806404,6
HINDERMAN,43806410,6
KERMODE,43806416,6
LAUDICK,43806422,6
PITTINGER,43806428,6
MROZOWSKI,43806434,6
SYBESMA,43806440,6
TASBY,43806446,6
RISTINE,43806452,6
ROCKEL,43806458,6
ROUNSVILLE,43806464,6
VARVARO,43806470,6
WALLOCH,43806476,6
ADAMOVICH,43806482,6
BILLOTTE,43806488,6
TAVOLACCI,43806494,6
NUYEN,43806500,6
NAZELROD,43806506,6
POLHILL,43806512,6
LAMBO,43806518,6
LAUDADIO,43806524,6
LAUF,43806530,6
KIRCHHOFER,43806536,6
LEPINSKI,43806542,6
LOFTHUS,43806548,6
LONGHOFER,43806554,6
DUNNUCK,43806560,6
CORNEAU,43806566,6
BURGHART,43806572,6
BUNGAY,43806578,6
BREUNINGER,43806584,6
CARULLO,43806590,6
GAZDIK,43806596,6
HENNIGH,43806602,6
JAVADI,43806608,6
LOEBS,43806614,6
LENGLE,43806620,6
KESTEL,43806626,6
KAETZEL,43806632,6
PUDERBAUGH,43806638,6
NEWARK,43806644,6
ODDY,43806650,6
MORAHAN,43806656,6
NAGANO,43806662,6
SCHWEDER,43806668,6
SCHU,43806674,6
SHISSLER,43806680,6
RICHENDOLLAR,43806686,6
VANFOSSAN,43806692,6
VITALIS,43806698,6
WSZOLEK,43806704,6
DURRER,43806710,6
DALPE,43806716,6
CUNNIFFE,43806722,6
CHESBROUGH,43806728,6
BRUMBACH,43806734,6
FAIZI,43806740,6
FEUSTEL,43806746,6
HARTHUN,43806752,6
HAWSE,43806758,6
HUVER,43806764,6
MANECKE,43806770,6
LOPATIN,43806776,6
LONSKI,43806782,6
LOCUS,43806788,6
KORDISH,43806794,6
KOSNIK,43806800,6
KONOPACKI,43806806,6
REHAGEN,43806812,6
PRESNALL,43806818,6
PETROWSKY,43806824,6
PATAKI,43806830,6
MONNOT,43806836,6
STORES,43806842,6
SADUSKY,43806848,6
TRULY,43806854,6
WEATHERLEY,43806860,6
WOODLOCK,43806866,6
BARTHOL,43806872,6
CONETTA,43806878,6
BRIDEN,43806884,6
BUFFETT,43806890,6
GENSEMER,43806896,6
FRITZEN,43806902,6
FAGLEY,43806908,6
HEWATT,43806914,6
GUZINSKI,43806920,6
LUMBARD,43806926,6
LATSHA,43806932,6
LANDREVILLE,43806938,6
TOGUCHI,43806944,6
THIELMANN,43806950,6
WHYE,43806956,6
WITTMAYER,43806962,6
BALDY,43806968,6
ZECHER,43806974,6
ACHUFF,43806980,6
ZIN,43806986,6
BOTTE,43806992,6
BOUEY,43806998,6
BOGIN,43807004,6
BOELENS,43807010,6
BESTWICK,43807016,6
BERKEN,43807022,6
BENZIE,43807028,6
BATARSEH,43807034,6
WESTENSKOW,43807040,6
VANNELLI,43807046,6
RIEDLE,43807052,6
RIEGSECKER,43807058,6
ROZUM,43807064,6
TERAMOTO,43807070,6
SOSSAMAN,43807076,6
SPESSARD,43807082,6
POEHLS,43807088,6
POSEN,43807094,6
PIZZITOLA,43807100,6
KOZERA,43807106,6
LUDD,43807112,6
MALOTTE,43807118,6
MARZETTE,43807124,6
FRYREAR,43807130,6
GOLEMON,43807136,6
CAPPOLA,43807142,6
DAMANI,43807148,6
BREDAHL,43807154,6
BIZIER,43807160,6
ATCITTY,43807166,6
MULHOLLEN,43807172,6
PHILMON,43807178,6
PERMAUL,43807184,6
PRIVE,43807190,6
LATZKE,43807196,6
KLAES,43807202,6
LONGCORE,43807208,6
MCKINNISS,43807214,6
MELLGREN,43807220,6
HORNBACHER,43807226,6
HOBLIT,43807232,6
HIRTZEL,43807238,6
GEENEN,43807244,6
BRENGLE,43807250,6
COLACINO,43807256,6
BARTOLOMUCCI,43807262,6
SHOTTON,43807268,6
SHINA,43807274,6
TARLOW,43807280,6
PLUIM,43807286,6
RAW,43807292,6
FEDORKA,43807298,6
CRONISTER,43807304,6
CUDAHY,43807310,6
ESAW,43807316,6
EMBERY,43807322,6
EARNST,43807328,6
DRAGHI,43807334,6
CALANDRINO,43807340,6
SWIERCZYNSKI,43807346,6
BLOMSTROM,43807352,6
ZDENEK,43807358,6
ATKESON,43807364,6
TURNHAM,43807370,6
RUBNER,43807376,6
SCHRICKER,43807382,6
PINKERT,43807388,6
PLOSKI,43807394,6
KOETZ,43807400,6
KELLERHALS,43807406,6
GARGER,43807412,6
DOBBE,43807418,6
PAYNES,43807424,6
NEILD,43807430,6
SMOLEY,43807436,6
SWARBRICK,43807442,6
SVEUM,43807448,6
WEIPPERT,43807454,6
ALLTON,43807460,6
ZANT,43807466,6
YEISLEY,43807472,6
ZUKOSKI,43807478,6
BLESER,43807484,6
BRADNEY,43807490,6
BENKOWSKI,43807496,6
BILLHEIMER,43807502,6
YABLON,43807508,6
RITSON,43807514,6
ROSEBUSH,43807520,6
SUTTNER,43807526,6
STITCHER,43807532,6
STANDFIELD,43807538,6
KOVASH,43807544,6
LAUERSDORF,43807550,6
LINGEN,43807556,6
LIESCH,43807562,6
MASOTTI,43807568,6
MCCARTHA,43807574,6
ISH,43807580,6
JAMMER,43807586,6
HUTCHEON,43807592,6
GOEDEKE,43807598,6
GOLDBLUM,43807604,6
CIABATTONI,43807610,6
DEMKE,43807616,6
AGERS,43807622,6
BISKNER,43807628,6
SORRENTO,43807634,6
NIEBLING,43807640,6
NICEWANDER,43807646,6
NEVERSON,43807652,6
NEIMEYER,43807658,6
OBENAUER,43807664,6
PEGLER,43807670,6
KORALEWSKI,43807676,6
KMET,43807682,6
KOUBEK,43807688,6
LAUSE,43807694,6
KLOES,43807700,6
MCENERNEY,43807706,6
HUNSTAD,43807712,6
IACCARINO,43807718,6
HUMPHRESS,43807724,6
FAATZ,43807730,6
FRAAS,43807736,6
CHIK,43807742,6
DICKHAUT,43807748,6
DETEMPLE,43807754,6
DILLABOUGH,43807760,6
GERLICH,43807766,6
GATTONE,43807772,6
GAITOR,43807778,6
FONZI,43807784,6
HELSING,43807790,6
MEHOK,43807796,6
MARAMBA,43807802,6
LENNIE,43807808,6
LOUBIER,43807814,6
KRUPNICK,43807820,6
OUGHTON,43807826,6
MURI,43807832,6
STRASSBURGER,43807838,6
SIMCO,43807844,6
SACHAR,43807850,6
VAKHARIA,43807856,6
ZAMPINI,43807862,6
ENZWEILER,43807868,6
CUPPY,43807874,6
CAPUA,43807880,6
GRAMBO,43807886,6
FRILOUX,43807892,6
JASSAL,43807898,6
JAMGOCHIAN,43807904,6
INVERSO,43807910,6
KALAJIAN,43807916,6
KUMLER,43807922,6
KNOPS,43807928,6
OVERMILLER,43807934,6
MORICONI,43807940,6
STOLLENWERK,43807946,6
STRAZZA,43807952,6
SCHLAHT,43807958,6
SELINSKY,43807964,6
RUEBEL,43807970,6
RUBACK,43807976,6
TRUSH,43807982,6
WASMUTH,43807988,6
BARTHOLF,43807994,6
BITHER,43808000,6
BELOTTI,43808006,6
ZENTGRAF,43808012,6
URSU,43808018,6
SWEEZER,43808024,6
MOZES,43808030,6
RAMZAN,43808036,6
JUVE,43808042,6
COWICK,43808048,6
DALLIS,43808054,6
BUNDERSON,43808060,6
GREENLEES,43808066,6
HEADD,43808072,6
GUNNIN,43808078,6
LESCARBEAU,43808084,6
LONSINGER,43808090,6
PLUGGE,43808096,6
PENNACHIO,43808102,6
ZEOLLA,43808108,6
STUNKEL,43808114,6
OBERMANN,43808120,6
NEISH,43808126,6
RAMAGLIA,43808132,6
KALMES,43808138,6
HUMBERTSON,43808144,6
FANDREY,43808150,6
COSTINE,43808156,6
DIGIACINTO,43808162,6
DRAVIS,43808168,6
CREMINS,43808174,6
CHAVANNE,43808180,6
CHURCHES,43808186,6
CASUGA,43808192,6
BUECKER,43808198,6
BULATAO,43808204,6
GREVING,43808210,6
GENUS,43808216,6
FLEISCH,43808222,6
MEDBERY,43808228,6
MATLAK,43808234,6
LEVENTRY,43808240,6
JULICH,43808246,6
KIZZIRE,43808252,6
KLIPPERT,43808258,6
LANDHERR,43808264,6
LASYONE,43808270,6
RASSEL,43808276,6
PULFER,43808282,6
NORTHCUT,43808288,6
NOSIE,43808294,6
MYOTT,43808300,6
SOEUN,43808306,6
SANOW,43808312,6
WIGMORE,43808318,6
ASWAD,43808324,6
BELSCHNER,43808330,6
YEOH,43808336,6
BHUSHAN,43808342,6
BECHEN,43808348,6
WETTIG,43808354,6
SEANG,43808360,6
SHERRATT,43808366,6
SCHANKE,43808372,6
SZULC,43808378,6
MOONAN,43808384,6
PONTICELLO,43808390,6
HANIS,43808396,6
HARKENRIDER,43808402,6
GLADSTEIN,43808408,6
COPPLER,43808414,6
DIERSEN,43808420,6
DAMMEYER,43808426,6
CZARNOWSKI,43808432,6
CHADBURN,43808438,6
CHIAVERINI,43808444,6
FILECCIA,43808450,6
GRINTER,43808456,6
LINDSTRAND,43808462,6
KENDAL,43808468,6
MONGELLUZZO,43808474,6
SPARBY,43808480,6
BAYSA,43808486,6
ZAVATSKY,43808492,6
ZAHARA,43808498,6
BECKMEYER,43808504,6
WHALON,43808510,6
STUNKARD,43808516,6
NURENBERG,43808522,6
PARM,43808528,6
PAPWORTH,43808534,6
PNIEWSKI,43808540,6
KRAMARZ,43808546,6
MALECEK,43808552,6
IOCCO,43808558,6
HOULT,43808564,6
FERGE,43808570,6
FISHWICK,43808576,6
CRUMITY,43808582,6
DOWNHOUR,43808588,6
DUBICKI,43808594,6
EISLEY,43808600,6
BANTER,43808606,6
RUNDLETT,43808612,6
TANNEN,43808618,6
STIGEN,43808624,6
MORVAN,43808630,6
REDICAN,43808636,6
KANNEH,43808642,6
LUPOLD,43808648,6
GALBRETH,43808654,6
DALBERG,43808660,6
ELLICKSON,43808666,6
EDKINS,43808672,6
CHY,43808678,6
GIASSON,43808684,6
EVERHARDT,43808690,6
LAWREY,43808696,6
SYSLO,43808702,6
SCHWALLIE,43808708,6
SATRIANO,43808714,6
SENERCHIA,43808720,6
BAGHDASARIAN,43808726,6
BOYARSKY,43808732,6
FINLAN,43808738,6
FRACASSI,43808744,6
MAHLBERG,43808750,6
LEFORCE,43808756,6
OLDAKOWSKI,43808762,6
MUHLE,43808768,6
STACHEL,43808774,6
SEDERSTROM,43808780,6
SADBERRY,43808786,6
TRIMBUR,43808792,6
VEHRS,43808798,6
ARNT,43808804,6
BODOR,43808810,6
VANGEL,43808816,6
VANLENTEN,43808822,6
TRONOLONE,43808828,6
SHARRARD,43808834,6
STANZIALE,43808840,6
NICKELBERRY,43808846,6
PASCIAK,43808852,6
PACEK,43808858,6
PAKKALA,43808864,6
RAKOWITZ,43808870,6
KARTER,43808876,6
MARGRAVE,43808882,6
HEERDT,43808888,6
DEBONA,43808894,6
CARNAGEY,43808900,6
GARVIS,43808906,6
FOAT,43808912,6
HROMADKA,43808918,6
MCGILVARY,43808924,6
LOBNER,43808930,6
KLAMER,43808936,6
KESTING,43808942,6
KOFFEL,43808948,6
RAILE,43808954,6
PLINE,43808960,6
MULINIX,43808966,6
VANHOOSIER,43808972,6
VATALARO,43808978,6
BASAR,43808984,6
ARMAO,43808990,6
BLECH,43808996,6
BERTHELSEN,43809002,6
AHLER,43809008,6
ZAISER,43809014,6
ZIEGELBAUER,43809020,6
VALLET,43809026,6
ROZMUS,43809032,6
OTLEY,43809038,6
LARCHE,43809044,6
KLIMKO,43809050,6
LEUBNER,43809056,6
HOLLINSWORTH,43809062,6
GRUDEN,43809068,6
DURM,43809074,6
BEDNER,43809080,6
BERGHORST,43809086,6
BIELANSKI,43809092,6
WINHAM,43809098,6
WIMP,43809104,6
VONDERAU,43809110,6
SCHULMEISTER,43809116,6
TEEPE,43809122,6
SUGAWARA,43809128,6
TOPPEL,43809134,6
STIEN,43809140,6
STEIERT,43809146,6
NERAD,43809152,6
LEDMAN,43809158,6
KAPSALIS,43809164,6
LOFINK,43809170,6
MAYLAND,43809176,6
MANSOR,43809182,6
MEKEEL,43809188,6
HLAVKA,43809194,6
HYMOWITZ,43809200,6
ESMAILI,43809206,6
FLIER,43809212,6
DAMSCHRODER,43809218,6
DRUSCHEL,43809224,6
HAHNER,43809230,6
HOELLE,43809236,6
MCNELLEY,43809242,6
KIELISZEWSKI,43809248,6
TARABOCCHIA,43809254,6
ARIMA,43809260,6
DIETL,43809266,6
GELSTON,43809272,6
GAETH,43809278,6
LITVINOV,43809284,6
LAUWERS,43809290,6
RAVENELLE,43809296,6
SPERR,43809302,6
SWAGGER,43809308,6
SADD,43809314,6
ZELLMANN,43809320,6
BALDACCI,43809326,6
SALONEN,43809332,6
ROSENFELDT,43809338,6
SHURTLIFF,43809344,6
TOKHI,43809350,6
TRAVERSIE,43809356,6
STROUB,43809362,6
MY,43809368,6
LEDINGHAM,43809374,6
FRASCONE,43809380,6
GRANFIELD,43809386,6
GOTTSCHLING,43809392,6
CULLIN,43809398,6
CUBITT,43809404,6
GAMBEL,43809410,6
HEBDEN,43809416,6
MCGOOGAN,43809422,6
LICURSI,43809428,6
KUSKIE,43809434,6
KOHNER,43809440,6
NICKLEBERRY,43809446,6
STRING,43809452,6
TETTER,43809458,6
SCHIEFERSTEIN,43809464,6
RIDENS,43809470,6
RINKUS,43809476,6
BONGO,43809482,6
AHALT,43809488,6
ZDROIK,43809494,6
BARTCZAK,43809500,6
WANE,43809506,6
SCAMMON,43809512,6
JUDIE,43809518,6
KANAS,43809524,6
LIGOCKI,43809530,6
MCCURTY,43809536,6
HEBBE,43809542,6
EXCELLENT,43809548,6
FRITCHEY,43809554,6
FOLKNER,43809560,6
GNADT,43809566,6
BYES,43809572,6
BUTTAR,43809578,6
BELLOLI,43809584,6
BERTSCHY,43809590,6
BORUTA,43809596,6
VOVK,43809602,6
WAWRO,43809608,6
WELBURN,43809614,6
TUEY,43809620,6
SEIDENSTICKER,43809626,6
TEICHMANN,43809632,6
TARASOV,43809638,6
TANKO,43809644,6
QUINTILIANI,43809650,6
KNOPFLER,43809656,6
KUMMERER,43809662,6
LASHURE,43809668,6
KAHMANN,43809674,6
KASMER,43809680,6
KITTNER,43809686,6
LICHTERMAN,43809692,6
MANIO,43809698,6
HARGRODER,43809704,6
FJERSTAD,43809710,6
CHONTOS,43809716,6
DORCEY,43809722,6
DRERUP,43809728,6
EASTLACK,43809734,6
BRUSTAD,43809740,6
FENNING,43809746,6
INZER,43809752,6
MAXA,43809758,6
MELMS,43809764,6
JONAH,43809770,6
LALUZERNE,43809776,6
RANASINGHE,43809782,6
MOITOSO,43809788,6
MOFFORD,43809794,6
SPRINGETT,43809800,6
STATHAKIS,43809806,6
SLEPPY,43809812,6
SKUZA,43809818,6
THUMA,43809824,6
SCHERGER,43809830,6
SELFE,43809836,6
VANDAVEER,43809842,6
VENESS,43809848,6
WOLNER,43809854,6
BADGEROW,43809860,6
BODRICK,43809866,6
BEEBOUT,43809872,6
ZERWAS,43809878,6
BICKELHAUPT,43809884,6
ARNOW,43809890,6
WALLISER,43809896,6
RITTERBUSH,43809902,6
SIVERLY,43809908,6
MUGRAGE,43809914,6
NEESMITH,43809920,6
NOISETTE,43809926,6
OKO,43809932,6
PETKOVIC,43809938,6
PIACENTINO,43809944,6
POTHEN,43809950,6
KULTGEN,43809956,6
JAENICKE,43809962,6
FOIST,43809968,6
CRUMBAKER,43809974,6
DAMPF,43809980,6
DANBY,43809986,6
DEMAGGIO,43809992,6
DUPAY,43809998,6
BRILLA,43810004,6
GRASSIE,43810010,6
ISHIMOTO,43810016,6
LOMELINO,43810022,6
JURRENS,43810028,6
LEBOURGEOIS,43810034,6
LAKOTA,43810040,6
PETRESCU,43810046,6
NGIN,43810052,6
SPANTON,43810058,6
THWAITS,43810064,6
TRUSSEL,43810070,6
WAHLMAN,43810076,6
BALDASSARE,43810082,6
WERNSING,43810088,6
SCHIEDEL,43810094,6
THORMAHLEN,43810100,6
KNOWLAND,43810106,6
LEMEROND,43810112,6
LAVERS,43810118,6
KALININ,43810124,6
HAASCH,43810130,6
DORSON,43810136,6
DREESEN,43810142,6
DOMONKOS,43810148,6
GEMMEL,43810154,6
KACH,43810160,6
POCCIA,43810166,6
PEDICINI,43810172,6
MOMPLAISIR,43810178,6
TENNIES,43810184,6
SCHLOTE,43810190,6
SCARANGELLA,43810196,6
ROULO,43810202,6
UNGERMAN,43810208,6
ANSAY,43810214,6
ALCIUS,43810220,6
WELLARD,43810226,6
TRUDELLE,43810232,6
TEMPLAR,43810238,6
SORGENFREI,43810244,6
STIERLE,43810250,6
STONUM,43810256,6
PANARESE,43810262,6
POPAT,43810268,6
KUDELKA,43810274,6
LAUTT,43810280,6
LOGEMAN,43810286,6
FEHLER,43810292,6
CAPPONI,43810298,6
BUMBREY,43810304,6
DEWATER,43810310,6
DEYETTE,43810316,6
DESSO,43810322,6
DRINAN,43810328,6
DUETT,43810334,6
DIMOFF,43810340,6
EISENZIMMER,43810346,6
DIBLEY,43810352,6
CYPRIEN,43810358,6
CUBBISON,43810364,6
CARSLEY,43810370,6
GILLISS,43810376,6
GUENTER,43810382,6
ILLE,43810388,6
MARSACK,43810394,6
MCCLEVE,43810400,6
KAWADA,43810406,6
PUMMELL,43810412,6
PLACKO,43810418,6
RAUSA,43810424,6
RAMMELL,43810430,6
RAFFETTO,43810436,6
OHMART,43810442,6
NOELLE,43810448,6
SULLENDER,43810454,6
TESKEY,43810460,6
SCAMARDO,43810466,6
SEPT,43810472,6
RICHEL,43810478,6
SAMANI,43810484,6
WEINMEISTER,43810490,6
BALSBAUGH,43810496,6
BARBARIA,43810502,6
BASEMAN,43810508,6
ALGHAZALI,43810514,6
ADGATE,43810520,6
BJERK,43810526,6
BANASZEK,43810532,6
YARMAN,43810538,6
LAMPP,43810544,6
LOESEL,43810550,6
MARAIS,43810556,6
ZAIGER,43810562,6
ANGHEL,43810568,6
WOHLETZ,43810574,6
TRISDALE,43810580,6
SCHAFFHAUSER,43810586,6
SYVERTSON,43810592,6
SKAWINSKI,43810598,6
JOAS,43810604,6
JOMAA,43810610,6
JOZEFOWICZ,43810616,6
HUTER,43810622,6
GIRMAY,43810628,6
CENTORE,43810634,6
CELENZA,43810640,6
GERLT,43810646,6
FENRICH,43810652,6
ISSLER,43810658,6
MCGOUGAN,43810664,6
LIGHTHART,43810670,6
LUBIC,43810676,6
KUENNING,43810682,6
KOKOSKA,43810688,6
KOEL,43810694,6
REAPE,43810700,6
RANSBURG,43810706,6
PETRUZZIELLO,43810712,6
PENNOYER,43810718,6
SCHNICK,43810724,6
WEADON,43810730,6
WEYDERT,43810736,6
BOLIVER,43810742,6
BRECH,43810748,6
SCHATTNER,43810754,6
TITE,43810760,6
SOMMERER,43810766,6
SORDEN,43810772,6
KOBBE,43810778,6
KACZANOWSKI,43810784,6
HONDROS,43810790,6
HOOPMAN,43810796,6
HAERR,43810802,6
GENTSCH,43810808,6
CULMONE,43810814,6
DIEBOLT,43810820,6
DULAL,43810826,6
FACEN,43810832,6
HIJAZ,43810838,6
MELLMAN,43810844,6
OLLIGES,43810850,6
SCICLUNA,43810856,6
SASSEEN,43810862,6
WELBOURNE,43810868,6
BILZ,43810874,6
BEARB,43810880,6
BOTTLES,43810886,6
BAZZY,43810892,6
WICKEL,43810898,6
WARM,43810904,6
ROSENSWEIG,43810910,6
SHOLLER,43810916,6
SANSOUCI,43810922,6
SCHOCKE,43810928,6
SCHIAVONI,43810934,6
TAMASI,43810940,6
SMIRL,43810946,6
SPORS,43810952,6
MULCH,43810958,6
MERRIS,43810964,6
MILLHOLLIN,43810970,6
MININNI,43810976,6
NEED,43810982,6
NUCHOLS,43810988,6
PHONGSAVATH,43810994,6
RAYNARD,43811000,6
KLEINFELDER,43811006,6
MADAUS,43811012,6
MCCAMMACK,43811018,6
MCALEAR,43811024,6
MERANTE,43811030,6
EVAVOLD,43811036,6
GEBERS,43811042,6
BROOMES,43811048,6
CORFIELD,43811054,6
DERCK,43811060,6
DUREL,43811066,6
DUPUIE,43811072,6
DUMBUYA,43811078,6
DEGALA,43811084,6
BUYNAK,43811090,6
CARINCI,43811096,6
GERBERICH,43811102,6
HENNECKE,43811108,6
HEINTSCHEL,43811114,6
HUFFNAGLE,43811120,6
HONICK,43811126,6
HOWORTH,43811132,6
LOANE,43811138,6
MAMAN,43811144,6
POLISENO,43811150,6
MODEL,43811156,6
SOLLAZZO,43811162,6
TESSENDORF,43811168,6
WAIR,43811174,6
YAREMA,43811180,6
WORLOW,43811186,6
BANZ,43811192,6
BOGUSH,43811198,6
BRAYSHAW,43811204,6
ZARBOCK,43811210,6
WEIDENFELLER,43811216,6
VELKY,43811222,6
SHAGENA,43811228,6
SHOFFSTALL,43811234,6
MISKIMEN,43811240,6
KAVE,43811246,6
KAHLA,43811252,6
MALVIN,43811258,6
MEGGITT,43811264,6
INFIELD,43811270,6
DOUGET,43811276,6
DIMUCCIO,43811282,6
ECKDAHL,43811288,6
DUBERRY,43811294,6
CANTARELLA,43811300,6
HILBRANDS,43811306,6
KOYFMAN,43811312,6
REBURN,43811318,6
NYREN,43811324,6
OOSTERHOUSE,43811330,6
MICKS,43811336,6
MICHALK,43811342,6
MULAC,43811348,6
SAHS,43811354,6
WELLHAUSEN,43811360,6
WASSMUTH,43811366,6
BASKA,43811372,6
BLOEDOW,43811378,6
BEHEN,43811384,6
AMANUEL,43811390,6
ABRESCH,43811396,6
BESTOR,43811402,6
BODENMILLER,43811408,6
WARMBIER,43811414,6
VANDERLEE,43811420,6
SURABIAN,43811426,6
STERNFELD,43811432,6
STADICK,43811438,6
NEGAARD,43811444,6
NIEUWSMA,43811450,6
OVERMEYER,43811456,6
KURASZ,43811462,6
LARDY,43811468,6
LANSDEN,43811474,6
LEFEBURE,43811480,6
LIETO,43811486,6
HELSPER,43811492,6
FUKS,43811498,6
GARDER,43811504,6
CAROSI,43811510,6
CLOPP,43811516,6
DUBNER,43811522,6
DROZE,43811528,6
EACKER,43811534,6
DERBES,43811540,6
DERMOTT,43811546,6
CHAPLA,43811552,6
BRIDGWATER,43811558,6
CANNADA,43811564,6
CAPANNA,43811570,6
CAMPELLONE,43811576,6
GREENSHIELDS,43811582,6
GILILLAND,43811588,6
GIDDEN,43811594,6
FASSE,43811600,6
FLODEN,43811606,6
FINGERMAN,43811612,6
FRANKFORT,43811618,6
GAFNER,43811624,6
HIBBELER,43811630,6
HARTILL,43811636,6
HELQUIST,43811642,6
HAEFS,43811648,6
MARROTTE,43811654,6
MEHRENS,43811660,6
LUBBE,43811666,6
KALAMARAS,43811672,6
REIVES,43811678,6
