name,,hispanic weight
PORTEN,43811684,6
POPPLER,43811690,6
PIZZOLA,43811696,6
OBERLIES,43811702,6
METAXAS,43811708,6
TOVMASYAN,43811714,6
SYMPSON,43811720,6
REUER,43811726,6
UNAL,43811732,6
WEBEL,43811738,6
BLITSTEIN,43811744,6
BELEY,43811750,6
BIDDICK,43811756,6
BEAUPARLANT,43811762,6
ASEL,43811768,6
YANOFSKY,43811774,6
RITZLER,43811780,6
RONNINGEN,43811786,6
SCHUPPE,43811792,6
SUNN,43811798,6
STRUTTON,43811804,6
NEISIUS,43811810,6
NEMO,43811816,6
NICKOLES,43811822,6
NIKODEM,43811828,6
OZANNE,43811834,6
PROFT,43811840,6
LACOVARA,43811846,6
KLINGSPORN,43811852,6
LITSTER,43811858,6
LISSY,43811864,6
LETHCOE,43811870,6
MECCIA,43811876,6
IMBODY,43811882,6
HEIDTKE,43811888,6
FREILING,43811894,6
FELGAR,43811900,6
GALOVICH,43811906,6
GLASIER,43811912,6
DAURIO,43811918,6
DINEHART,43811924,6
DUSOLD,43811930,6
GORYL,43811936,6
IGBOKWE,43811942,6
MANKUS,43811948,6
KAS,43811954,6
LANGELL,43811960,6
KOLTUN,43811966,6
VASAS,43811972,6
ZAHARIAS,43811978,6
BLESSMAN,43811984,6
ARNSDORFF,43811990,6
WEADOCK,43811996,6
WEATHER,43812002,6
TRITTEN,43812008,6
UBELHOR,43812014,6
SCHURTZ,43812020,6
SANSALONE,43812026,6
SLONEKER,43812032,6
ORIGER,43812038,6
LUDWIGSEN,43812044,6
HARTLOVE,43812050,6
FRUSTACI,43812056,6
FELLAND,43812062,6
BUFALINI,43812068,6
CRAYCROFT,43812074,6
DELOACHE,43812080,6
COLLICOTT,43812086,6
BROOKSBANK,43812092,6
GLICKSMAN,43812098,6
GOSEYUN,43812104,6
KIRVIN,43812110,6
KURA,43812116,6
STEIBER,43812122,6
STROWBRIDGE,43812128,6
SAMBOL,43812134,6
SCHLEDER,43812140,6
SHUB,43812146,6
VANGERPEN,43812152,6
BARRALL,43812158,6
ZAHARIA,43812164,6
ZAWORSKI,43812170,6
BHUTANI,43812176,6
BOMMERSBACH,43812182,6
VORPAGEL,43812188,6
SCHADLE,43812194,6
SUHAIL,43812200,6
SUGARS,43812206,6
SLEBODA,43812212,6
STARTUP,43812218,6
MUZZILLO,43812224,6
NAGUIT,43812230,6
MYREE,43812236,6
NOLLETTE,43812242,6
RAMSELL,43812248,6
LACHOWSKI,43812254,6
LASSONDE,43812260,6
KEARNY,43812266,6
MACBAIN,43812272,6
MANTOR,43812278,6
HANEK,43812284,6
FERRARINI,43812290,6
DELPERCIO,43812296,6
DIFFEY,43812302,6
DOERRER,43812308,6
DOKTER,43812314,6
DEBACCO,43812320,6
DAHLBY,43812326,6
COSLEY,43812332,6
COLLIFLOWER,43812338,6
BUCKHANON,43812344,6
CARTOLANO,43812350,6
FEREDAY,43812356,6
HELLWEG,43812362,6
JAECKS,43812368,6
MARKUSSEN,43812374,6
MCDONEL,43812380,6
MCCROCKLIN,43812386,6
MAHERAS,43812392,6
KALTENBAUGH,43812398,6
KAHNG,43812404,6
LEITMAN,43812410,6
RAMSEIER,43812416,6
RECOB,43812422,6
PIETRUSZEWSKI,43812428,6
THEAKER,43812434,6
TORRETTA,43812440,6
TIRCUIT,43812446,6
SCHRAY,43812452,6
SARAZEN,43812458,6
SHERO,43812464,6
RESMONDO,43812470,6
RIIS,43812476,6
UHRICK,43812482,6
TRISCH,43812488,6
WOLLENWEBER,43812494,6
WACHOWICZ,43812500,6
ASAM,43812506,6
BADALUCCO,43812512,6
BOHANNA,43812518,6
BOBAL,43812524,6
BONACCORSI,43812530,6
YONGE,43812536,6
BOLLI,43812542,6
WHITEIS,43812548,6
YEAST,43812554,6
WINZENRIED,43812560,6
RUSAW,43812566,6
SANTANELLO,43812572,6
MUSK,43812578,6
PUNDSACK,43812584,6
KUCHENMEISTER,43812590,6
LAUSER,43812596,6
KIRSCHKE,43812602,6
JUEN,43812608,6
MEHDIZADEH,43812614,6
MCKERLEY,43812620,6
GROTTS,43812626,6
FORER,43812632,6
GERHARTZ,43812638,6
DRAGT,43812644,6
DOYLEY,43812650,6
DAPKUS,43812656,6
HAL,43812662,6
HOLLAMON,43812668,6
MACHAC,43812674,6
LANSAW,43812680,6
PLEXICO,43812686,6
PANDORF,43812692,6
NEAGU,43812698,6
NANNIE,43812704,6
MESHESHA,43812710,6
RINDERER,43812716,6
APOSTOLOS,43812722,6
BETSON,43812728,6
WALSINGHAM,43812734,6
WILGER,43812740,6
TRUMPER,43812746,6
ROMRIELL,43812752,6
SANK,43812758,6
PEZZUTI,43812764,6
QUANDER,43812770,6
RAEF,43812776,6
MAMER,43812782,6
JACARUSO,43812788,6
HOLIEN,43812794,6
DEUTER,43812800,6
DUMORNAY,43812806,6
DULCIO,43812812,6
CURYLO,43812818,6
CHANTHALANGSY,43812824,6
CHMELA,43812830,6
CACY,43812836,6
GLASPEY,43812842,6
FERLAZZO,43812848,6
HEPTINSTALL,43812854,6
HERWICK,43812860,6
MEAL,43812866,6
KATIGBAK,43812872,6
KAZAR,43812878,6
KRZAK,43812884,6
PENNEKAMP,43812890,6
SICKAFOOSE,43812896,6
TEMAN,43812902,6
TACKMAN,43812908,6
BALKA,43812914,6
BASSON,43812920,6
BOSETTI,43812926,6
BIENER,43812932,6
ZERILLO,43812938,6
AMBROZ,43812944,6
ABERMAN,43812950,6
BOUDER,43812956,6
UHLICH,43812962,6
TUNGOL,43812968,6
ROSENLOF,43812974,6
RACHOW,43812980,6
KLAVON,43812986,6
MARKOU,43812992,6
IZOR,43812998,6
HERIOT,43813004,6
EVERIST,43813010,6
GOLEBIOWSKI,43813016,6
BRENNEIS,43813022,6
ELIASSON,43813028,6
ERDOGAN,43813034,6
CHAPNICK,43813040,6
BRITNER,43813046,6
BUT,43813052,6
CAMARDO,43813058,6
GITTEMEIER,43813064,6
GRAFFAGNINO,43813070,6
ETHEN,43813076,6
FEEZELL,43813082,6
FIGARD,43813088,6
HERDRICH,43813094,6
GUNLOCK,43813100,6
HAGUEWOOD,43813106,6
HONIGMAN,43813112,6
MATTU,43813118,6
MARUSCHAK,43813124,6
LOERCH,43813130,6
KANSKI,43813136,6
LAHA,43813142,6
LECKENBY,43813148,6
KRAMBECK,43813154,6
KOSTMAN,43813160,6
PEURIFOY,43813166,6
NEUER,43813172,6
SOREN,43813178,6
STATOM,43813184,6
TAWATER,43813190,6
SEKULICH,43813196,6
RICHEAL,43813202,6
RIEB,43813208,6
VETRONE,43813214,6
WIGET,43813220,6
BEIRIGER,43813226,6
BEKE,43813232,6
ALSUM,43813238,6
BJURSTROM,43813244,6
BEACHER,43813250,6
BARTIK,43813256,6
BAKKO,43813262,6
WATTENBERG,43813268,6
VANDERWARKER,43813274,6
VESCERA,43813280,6
SAILE,43813286,6
TODOR,43813292,6
STAVA,43813298,6
MUNSEN,43813304,6
NENTWIG,43813310,6
LAMALFA,43813316,6
KAPUSTIN,43813322,6
MALKASIAN,43813328,6
MCCREDIE,43813334,6
MARRESE,43813340,6
MARWITZ,43813346,6
GUTSCH,43813352,6
HAVEMANN,43813358,6
GILLIM,43813364,6
GARISON,43813370,6
GLOS,43813376,6
BURKHAMER,43813382,6
CHEATAM,43813388,6
CRITTEN,43813394,6
DEIN,43813400,6
BRONN,43813406,6
BUDDINGTON,43813412,6
BUONAIUTO,43813418,6
GOLMON,43813424,6
GANGWISH,43813430,6
HOLAND,43813436,6
MCCULLOM,43813442,6
MALPHURS,43813448,6
LULLA,43813454,6
KANAKIS,43813460,6
KAEHR,43813466,6
KIPPS,43813472,6
KUKURA,43813478,6
NEWBOULD,43813484,6
ONDRUS,43813490,6
SCURA,43813496,6
VANGALDER,43813502,6
TUBAUGH,43813508,6
BASER,43813514,6
BOCKHOLT,43813520,6
BIRDINE,43813526,6
BEILMAN,43813532,6
AAMIR,43813538,6
ANONUEVO,43813544,6
AALTO,43813550,6
BERGHOLZ,43813556,6
BALKISSOON,43813562,6
ARDELL,43813568,6
WEDGEWOOD,43813574,6
SHIMASAKI,43813580,6
TENHAGEN,43813586,6
STEG,43813592,6
MUSER,43813598,6
NOURIE,43813604,6
OSSI,43813610,6
PURUCKER,43813616,6
REMBISZ,43813622,6
KOWALCZUK,43813628,6
KRANING,43813634,6
KARSKY,43813640,6
MABRAY,43813646,6
MCLEESE,43813652,6
MARCHLEWSKI,43813658,6
FITZROY,43813664,6
GEOGHAGAN,43813670,6
GEORGETTI,43813676,6
BUNCHE,43813682,6
BRIGHTLY,43813688,6
BUDDS,43813694,6
BUCHLI,43813700,6
DANNAR,43813706,6
DANSKIN,43813712,6
DERUSSO,43813718,6
DITORE,43813724,6
ELANDER,43813730,6
BRIERS,43813736,6
FABRIZIUS,43813742,6
SAMANTA,43813748,6
ZAPPE,43813754,6
ASSMANN,43813760,6
SCULTHORPE,43813766,6
SCHATTE,43813772,6
SCHARPING,43813778,6
SANTOSTEFANO,43813784,6
STEERMAN,43813790,6
MISKEL,43813796,6
PHILMORE,43813802,6
PIONKE,43813808,6
MALIG,43813814,6
MCNICOLL,43813820,6
HUFFHINES,43813826,6
HEDDERMAN,43813832,6
GHANTOUS,43813838,6
BRENNON,43813844,6
ENER,43813850,6
RUNKE,43813856,6
SCOPEL,43813862,6
MORISHIGE,43813868,6
NORBUT,43813874,6
PANICK,43813880,6
PAETOW,43813886,6
POLLI,43813892,6
POLICKY,43813898,6
KUPFERBERG,43813904,6
KRIBBS,43813910,6
LASTIMOSA,43813916,6
JAKEMAN,43813922,6
FLAMINIO,43813928,6
FERRING,43813934,6
COUGLE,43813940,6
DEVICO,43813946,6
CRIBLEY,43813952,6
GISE,43813958,6
GERMUNDSON,43813964,6
GERMANA,43813970,6
FRAGOMENI,43813976,6
HEIGLE,43813982,6
HERVIEUX,43813988,6
HERSCHER,43813994,6
GRUETT,43814000,6
HARBERSON,43814006,6
HOEING,43814012,6
HUNSPERGER,43814018,6
HUPPE,43814024,6
MANZKE,43814030,6
LUSANE,43814036,6
LUCKNER,43814042,6
KEIGHLEY,43814048,6
RANCHER,43814054,6
PIRRUNG,43814060,6
MICHIENZI,43814066,6
SIMONCELLI,43814072,6
SARNOSKI,43814078,6
ROLEK,43814084,6
RYNN,43814090,6
VIERCK,43814096,6
WENDLE,43814102,6
BOCCARDI,43814108,6
ZYGADLO,43814114,6
BELENKY,43814120,6
BLAIRE,43814126,6
WASSIL,43814132,6
YEGGE,43814138,6
TRONNES,43814144,6
VALENTIC,43814150,6
RUSINEK,43814156,6
RIENZI,43814162,6
SEGREE,43814168,6
SCHAVER,43814174,6
TASCHLER,43814180,6
SUNDWALL,43814186,6
SYLVER,43814192,6
SINGEL,43814198,6
PINKEY,43814204,6
PARETTI,43814210,6
PATTIN,43814216,6
OSTERHAGE,43814222,6
RAPPOPORT,43814228,6
KOUTZ,43814234,6
LARSCHEID,43814240,6
KERIVAN,43814246,6
MACDANIEL,43814252,6
LETTEER,43814258,6
JAWAID,43814264,6
HOGWOOD,43814270,6
HEIMBERG,43814276,6
FODERARO,43814282,6
FITZHERBERT,43814288,6
FROOM,43814294,6
EUL,43814300,6
BUCZKO,43814306,6
DELOOF,43814312,6
DORISCA,43814318,6
DIPASQUA,43814324,6
EMMET,43814330,6
DERRER,43814336,6
BURDESS,43814342,6
BROCKHOUSE,43814348,6
FRANCESCON,43814354,6
FROEHLING,43814360,6
FRADIN,43814366,6
HEMANS,43814372,6
GULLOTTI,43814378,6
MCDOWNEY,43814384,6
LAMARSH,43814390,6
KUPSTAS,43814396,6
KUNZMANN,43814402,6
KNESEK,43814408,6
QUAMINA,43814414,6
PISKE,43814420,6
PETGRAVE,43814426,6
NARED,43814432,6
NOLFF,43814438,6
OPFERMAN,43814444,6
MURPHREY,43814450,6
TOURTELLOTTE,43814456,6
REVER,43814462,6
WOLEK,43814468,6
BLUNDEN,43814474,6
BENWARD,43814480,6
BEIDEMAN,43814486,6
BOAT,43814492,6
BAWCUM,43814498,6
WEDLOW,43814504,6
SEINER,43814510,6
SANDBURG,43814516,6
TRAUTZ,43814522,6
STRACUZZI,43814528,6
KNOCKE,43814534,6
KLOSEK,43814540,6
MAUTER,43814546,6
HUSKE,43814552,6
IANNAZZO,43814558,6
EVRIDGE,43814564,6
GEORGEN,43814570,6
DAUCH,43814576,6
ELMY,43814582,6
MANTAS,43814588,6
MAGOFFIN,43814594,6
MACURA,43814600,6
LUEHMANN,43814606,6
KRAIG,43814612,6
PLANTER,43814618,6
OBERSKI,43814624,6
MOLLEN,43814630,6
MILDREN,43814636,6
SLOSSON,43814642,6
SIMUNEK,43814648,6
STEFFEE,43814654,6
SCHRIDER,43814660,6
SCHAUBHUT,43814666,6
TYMAN,43814672,6
WILLSIE,43814678,6
BIGG,43814684,6
BENCHOFF,43814690,6
AHLE,43814696,6
ZARECKI,43814702,6
ABFALTER,43814708,6
BANIQUED,43814714,6
WEINZETL,43814720,6
WARDRUP,43814726,6
TRUBIANO,43814732,6
TAG,43814738,6
STAELENS,43814744,6
SIMAK,43814750,6
PANYANOUVONG,43814756,6
PAHULU,43814762,6
JOLMA,43814768,6
LOKHANDWALA,43814774,6
MCALINDEN,43814780,6
JANOCHA,43814786,6
HAULCY,43814792,6
DUNWOODIE,43814798,6
DONAVON,43814804,6
DIGGLE,43814810,6
EGGEMAN,43814816,6
CLAWGES,43814822,6
BROTON,43814828,6
CALWELL,43814834,6
CAULTON,43814840,6
GLODEN,43814846,6
GONCHAR,43814852,6
GLASOW,43814858,6
FOSNOT,43814864,6
HOHNE,43814870,6
MARUMOTO,43814876,6
MEILLER,43814882,6
MCVETY,43814888,6
LEYSATH,43814894,6
KADHIM,43814900,6
KASUBA,43814906,6
KISTING,43814912,6
POLLICE,43814918,6
NASSIR,43814924,6
MIAL,43814930,6
MOUND,43814936,6
SKARUPA,43814942,6
STRUGGS,43814948,6
SCHWEISTHAL,43814954,6
SCHMEIDLER,43814960,6
TREFF,43814966,6
TRENTACOSTE,43814972,6
WAELTZ,43814978,6
BABINE,43814984,6
BRATVOLD,43814990,6
BERHORST,43814996,6
ABEN,43815002,6
AMSPAUGH,43815008,6
ZEHLER,43815014,6
BEREN,43815020,6
BENFANTE,43815026,6
BECKTON,43815032,6
BRAYE,43815038,6
BARTHELME,43815044,6
BALKAN,43815050,6
TROUDT,43815056,6
SAGHIR,43815062,6
SCHUBERTH,43815068,6
STOE,43815074,6
SIMILA,43815080,6
MONHEIT,43815086,6
OEHM,43815092,6
OLSZAK,43815098,6
NEDELCU,43815104,6
RADMACHER,43815110,6
KASLOW,43815116,6
LINDBORG,43815122,6
LEVOY,43815128,6
LIEBICH,43815134,6
MAZZURCO,43815140,6
MANEELY,43815146,6
JANWAY,43815152,6
HYLANDER,43815158,6
HOTI,43815164,6
HARDENBERGH,43815170,6
GUALANO,43815176,6
HEIGH,43815182,6
GOUNARIS,43815188,6
GOUDREAULT,43815194,6
BROGREN,43815200,6
CERVENAK,43815206,6
CIRCOSTA,43815212,6
DISCHNER,43815218,6
EHL,43815224,6
COTANT,43815230,6
CHRYST,43815236,6
BUDIG,43815242,6
BRIEGER,43815248,6
CANANT,43815254,6
GRAMA,43815260,6
FAHMI,43815266,6
FULLUM,43815272,6
FUND,43815278,6
HEPPARD,43815284,6
HOVEL,43815290,6
HULCHER,43815296,6
LIFSHITZ,43815302,6
LUPHER,43815308,6
LUTOMSKI,43815314,6
LOWNES,43815320,6
KAFEL,43815326,6
LAGESON,43815332,6
LAZZERI,43815338,6
KUSSMAUL,43815344,6
MULLAHY,43815350,6
SNOWBARGER,43815356,6
STAVIS,43815362,6
SPIROPOULOS,43815368,6
TESI,43815374,6
TENCZAR,43815380,6
SCHWARZENBACH,43815386,6
SEQUIN,43815392,6
WOLBERS,43815398,6
WILSHER,43815404,6
BAGE,43815410,6
AKMAL,43815416,6
ALDAG,43815422,6
AMATANGELO,43815428,6
BELONGA,43815434,6
AYTON,43815440,6
WOLBACH,43815446,6
VANFOSSON,43815452,6
SAAS,43815458,6
ROTHMEIER,43815464,6
SCIVALLY,43815470,6
THORNQUIST,43815476,6
STOJAK,43815482,6
MORGON,43815488,6
MICHLITSCH,43815494,6
MINZER,43815500,6
MALSCH,43815506,6
MATLOSZ,43815512,6
JEGEDE,43815518,6
HAASL,43815524,6
HARNICK,43815530,6
HECKATHORNE,43815536,6
CHINI,43815542,6
COLIC,43815548,6
BELLUSCIO,43815554,6
AURILIO,43815560,6
SEILHAMER,43815566,6
THIERS,43815572,6
TERAOKA,43815578,6
SOUVENIR,43815584,6
NEIGEL,43815590,6
PAEPKE,43815596,6
POMPILUS,43815602,6
PUTNAL,43815608,6
KURTIN,43815614,6
LONGMUIR,43815620,6
MAYTUM,43815626,6
MCCALOP,43815632,6
HARKAVY,43815638,6
DESHETLER,43815644,6
DORI,43815650,6
CHLOPEK,43815656,6
FENCHEL,43815662,6
FORLINES,43815668,6
MAVRAKIS,43815674,6
MAHMOODI,43815680,6
KATHREIN,43815686,6
RADERSTORF,43815692,6
QUANCE,43815698,6
NIZZA,43815704,6
NIRSCHL,43815710,6
SUMERALL,43815716,6
TECKLENBURG,43815722,6
SCHARMER,43815728,6
ROSEDALE,43815734,6
RONIS,43815740,6
YASAY,43815746,6
WAGH,43815752,6
ZIMNEY,43815758,6
ALBECK,43815764,6
BOBBIE,43815770,6
RUHTER,43815776,6
PIROS,43815782,6
PHIM,43815788,6
PANNKUK,43815794,6
PRESKITT,43815800,6
RASTATTER,43815806,6
KOSHINSKI,43815812,6
KRAJESKI,43815818,6
HILDNER,43815824,6
GHASEMI,43815830,6
COSKEY,43815836,6
DELLING,43815842,6
DISARRO,43815848,6
CHARBENEAU,43815854,6
FILBURN,43815860,6
EVERTT,43815866,6
HAGHIGHAT,43815872,6
HOUNSELL,43815878,6
HUPKE,43815884,6
INCORVIA,43815890,6
MENCK,43815896,6
LUZZO,43815902,6
JURRIES,43815908,6
KRAJCI,43815914,6
KVETON,43815920,6
KUSICK,43815926,6
KNUCKEY,43815932,6
QUATE,43815938,6
MERHAR,43815944,6
MERGENTHAL,43815950,6
MOSSBERGER,43815956,6
MUGO,43815962,6
SIDLO,43815968,6
TEPLITSKY,43815974,6
SENTENEY,43815980,6
RUSSICK,43815986,6
ROEDELL,43815992,6
TYHURST,43815998,6
VESCE,43816004,6
WESTEMEIER,43816010,6
AUDY,43816016,6
BOROUGH,43816022,6
AHRENDSEN,43816028,6
ALFF,43816034,6
ZITELLI,43816040,6
WENSINK,43816046,6
WALDSMITH,43816052,6
WALCUTT,43816058,6
VIET,43816064,6
TRICKLER,43816070,6
RHOE,43816076,6
SZEP,43816082,6
LAFORTEZA,43816088,6
KITLEY,43816094,6
KHATCHADOURIAN,43816100,6
FIRENZE,43816106,6
CAROON,43816112,6
CARDINELL,43816118,6
CHREENE,43816124,6
CROUTCH,43816130,6
ECKERMANN,43816136,6
EBADI,43816142,6
EINFELDT,43816148,6
EBBITT,43816154,6
DADSON,43816160,6
CIRILLI,43816166,6
BURCAR,43816172,6
CABBLE,43816178,6
GOWEY,43816184,6
GIANSANTI,43816190,6
GIACINTO,43816196,6
GIDRON,43816202,6
FARADAY,43816208,6
ESCHWEILER,43816214,6
ESCHENBACHER,43816220,6
FOSSA,43816226,6
HELLRUNG,43816232,6
HEATLY,43816238,6
GRUNIG,43816244,6
LODOLCE,43816250,6
LUTZEN,43816256,6
LEEKE,43816262,6
KRUISE,43816268,6
QUATMAN,43816274,6
QUINNAN,43816280,6
RENAKER,43816286,6
OTHMER,43816292,6
NEEMANN,43816298,6
NICOSON,43816304,6
MONETA,43816310,6
SILLOWAY,43816316,6
STAKEM,43816322,6
SZURA,43816328,6
ROSBURY,43816334,6
VANNEWKIRK,43816340,6
VERMILYE,43816346,6
WIESMANN,43816352,6
WADDICK,43816358,6
ATTISHA,43816364,6
BAURES,43816370,6
ZICKERT,43816376,6
ZAIDEL,43816382,6
BOCTOR,43816388,6
WLOCH,43816394,6
WISHNER,43816400,6
VANDUSSELDORP,43816406,6
UHLHORN,43816412,6
UNTERBERGER,43816418,6
VALANDRA,43816424,6
SHEMA,43816430,6
TAPPA,43816436,6
SVRCEK,43816442,6
THYFAULT,43816448,6
SPROSTY,43816454,6
MILE,43816460,6
PFITZNER,43816466,6
KARLSTAD,43816472,6
JURCAK,43816478,6
JOHNDRO,43816484,6
LISCO,43816490,6
IMHOLT,43816496,6
HORSBURGH,43816502,6
HORRIDGE,43816508,6
HARJES,43816514,6
HILSENBECK,43816520,6
FOLLOWILL,43816526,6
EVERSOLL,43816532,6
GATTIE,43816538,6
GRETO,43816544,6
BUSTEED,43816550,6
DAMP,43816556,6
DAGE,43816562,6
DELLENBACH,43816568,6
DEMOOR,43816574,6
EISENBEISZ,43816580,6
ELEFTHERIOU,43816586,6
YOREK,43816592,6
ABBINANTI,43816598,6
BLANSCET,43816604,6
BASIN,43816610,6
WATTSON,43816616,6
VENANZI,43816622,6
ROSLUND,43816628,6
SEMENIUK,43816634,6
TOSTEN,43816640,6
TOLLETTE,43816646,6
SMOTHERMON,43816652,6
SLOTKIN,43816658,6
PARETI,43816664,6
KOPET,43816670,6
LAUPER,43816676,6
KIRSCHT,43816682,6
LILJESTRAND,43816688,6
HUBAND,43816694,6
FLIPSE,43816700,6
FRENS,43816706,6
GARBUS,43816712,6
DAPRA,43816718,6
ELEAM,43816724,6
EGLINTON,43816730,6
EBENSTEIN,43816736,6
CRAIK,43816742,6
GIACOBBI,43816748,6
FREEDBERG,43816754,6
HATZENBUEHLER,43816760,6
MECHLIN,43816766,6
LAFFAN,43816772,6
LENDA,43816778,6
KOETHE,43816784,6
RANNO,43816790,6
RASIC,43816796,6
OWLE,43816802,6
SOCCIO,43816808,6
STRASHEIM,43816814,6
TEVAULT,43816820,6
SCHILPEROORT,43816826,6
TRINER,43816832,6
VORWALLER,43816838,6
WAKELIN,43816844,6
ARENTSEN,43816850,6
DIMOLA,43816856,6
DESLOOVER,43816862,6
DIERLAM,43816868,6
CUSSINS,43816874,6
CATOIRE,43816880,6
CAVALUZZI,43816886,6
CARDOT,43816892,6
CARACCIO,43816898,6
GRABOWSKY,43816904,6
GRABB,43816910,6
GEGA,43816916,6
HESTERMAN,43816922,6
GUIDE,43816928,6
JIHAD,43816934,6
MEHER,43816940,6
MCELMURY,43816946,6
LANYI,43816952,6
LANZAFAME,43816958,6
RAUGHTON,43816964,6
POCKRUS,43816970,6
PAVELSKI,43816976,6
NEISWANDER,43816982,6
NOOK,43816988,6
MONOHAN,43816994,6
SIEB,43817000,6
STIVASON,43817006,6
STANCHINA,43817012,6
SHUSS,43817018,6
RONGSTAD,43817024,6
TRUELSON,43817030,6
VANGESSEL,43817036,6
YANNEY,43817042,6
BASILIERE,43817048,6
ZAHARIS,43817054,6
BISSINGER,43817060,6
BIENEMANN,43817066,6
BOEHLERT,43817072,6
APELIAN,43817078,6
SALENTINE,43817084,6
ROUP,43817090,6
SKELDING,43817096,6
MORIGEAU,43817102,6
NAJMI,43817108,6
PETTETT,43817114,6
PROKOPCHUK,43817120,6
RECHEL,43817126,6
KOMOSA,43817132,6
KROUGH,43817138,6
LATOSKI,43817144,6
KLINSKI,43817150,6
HORRAS,43817156,6
GRODECKI,43817162,6
FIRCHAU,43817168,6
FADALE,43817174,6
BUONI,43817180,6
DORFLINGER,43817186,6
WYBENGA,43817192,6
VENCKUS,43817198,6
RIDDLEBARGER,43817204,6
RZEZNIK,43817210,6
STARITA,43817216,6
STRACNER,43817222,6
MOSCRIP,43817228,6
QUINTUS,43817234,6
KREMEN,43817240,6
KAKUK,43817246,6
MCMENOMY,43817252,6
MARKOVITCH,43817258,6
HONOUR,43817264,6
HAUZE,43817270,6
HIRCHERT,43817276,6
BUDDLE,43817282,6
CHRISTL,43817288,6
CHAMPAIGNE,43817294,6
ELDRIGE,43817300,6
AHRENHOLTZ,43817306,6
BISHOPP,43817312,6
BECKES,43817318,6
BEDEAU,43817324,6
BAGGOT,43817330,6
VONHAGEL,43817336,6
VERSCHUEREN,43817342,6
RUTOWSKI,43817348,6
SHENEFELT,43817354,6
SCARLET,43817360,6
TAUANUU,43817366,6
STAYROOK,43817372,6
SPEEDLING,43817378,6
SIENKOWSKI,43817384,6
MOTLAGH,43817390,6
OPPENLANDER,43817396,6
OROPALLO,43817402,6
PINIZZOTTO,43817408,6
PRZEKOP,43817414,6
KREUSCH,43817420,6
LAROUSSE,43817426,6
KINSFATHER,43817432,6
MALMAY,43817438,6
LENTH,43817444,6
MENIUS,43817450,6
MANFREDINI,43817456,6
MAYMON,43817462,6
HUEMPFNER,43817468,6
HARGE,43817474,6
GRITTNER,43817480,6
HARRI,43817486,6
HARRAR,43817492,6
HILTERBRAND,43817498,6
FACKLAM,43817504,6
GOOSEY,43817510,6
CUFFARO,43817516,6
ELLE,43817522,6
DIVENERE,43817528,6
DOONE,43817534,6
DANEN,43817540,6
GALEWSKI,43817546,6
GELBMAN,43817552,6
GDOVIN,43817558,6
HABERT,43817564,6
HOSOKAWA,43817570,6
INGOLIA,43817576,6
KLOBUCAR,43817582,6
KALLENBERG,43817588,6
LALKA,43817594,6
PLOOG,43817600,6
PALMOUR,43817606,6
MORTHLAND,43817612,6
MULLEE,43817618,6
TARARA,43817624,6
SERVANCE,43817630,6
RIVETTI,43817636,6
BARRICKS,43817642,6
BETSWORTH,43817648,6
AGNESS,43817654,6
YEMM,43817660,6
ZOLFAGHARI,43817666,6
BEVELL,43817672,6
BEFUS,43817678,6
BENTEL,43817684,6
BONOW,43817690,6
VONACHEN,43817696,6
TERMEER,43817702,6
MUSCOTT,43817708,6
ONORATI,43817714,6
PACKINGHAM,43817720,6
PARRET,43817726,6
PUCHER,43817732,6
RABITO,43817738,6
KAGEN,43817744,6
KAWACHI,43817750,6
LINCICUM,43817756,6
LONGHORN,43817762,6
MARPLES,43817768,6
HANDRICK,43817774,6
FABROS,43817780,6
GOUGLER,43817786,6
CAMARDELLA,43817792,6
BROGLE,43817798,6
ELEZI,43817804,6
EDELBLUTE,43817810,6
DOBNEY,43817816,6
BLACKS,43817822,6
WALESKI,43817828,6
VOJTKO,43817834,6
YANNA,43817840,6
TRUSLEY,43817846,6
VALIMONT,43817852,6
RITZMANN,43817858,6
RIPPS,43817864,6
SHINGLE,43817870,6
SCHAIN,43817876,6
SCHIFFERDECKER,43817882,6
TOVI,43817888,6
POLENZ,43817894,6
POLUMBO,43817900,6
PULIZZI,43817906,6
REHFUSS,43817912,6
REISLER,43817918,6
KOMINSKY,43817924,6
LARVIE,43817930,6
MAYOCK,43817936,6
JANEZIC,43817942,6
JASZEWSKI,43817948,6
HOOE,43817954,6
HYING,43817960,6
HASEL,43817966,6
HIDDEN,43817972,6
HINN,43817978,6
FAHLER,43817984,6
FASSBINDER,43817990,6
GHANBARI,43817996,6
GATI,43818002,6
BUTTIGIEG,43818008,6
DIPAULA,43818014,6
DOUGHARTY,43818020,6
ZIVIC,43818026,6
BINEY,43818032,6
BOUGARD,43818038,6
APRUZZESE,43818044,6
VANDERLOO,43818050,6
ROP,43818056,6
TANER,43818062,6
STAYMAN,43818068,6
STEFANESCU,43818074,6
MOSCHEL,43818080,6
MOSCOWITZ,43818086,6
PRAST,43818092,6
LACKOVIC,43818098,6
MELLACE,43818104,6
FORGUSON,43818110,6
FRANCIOSE,43818116,6
GEICK,43818122,6
DOCKTOR,43818128,6
EKHOFF,43818134,6
DALLESANDRO,43818140,6
CHATIGNY,43818146,6
BYKERK,43818152,6
GAVENDA,43818158,6
GERENCSER,43818164,6
HINDT,43818170,6
INAGAKI,43818176,6
MATSCHE,43818182,6
MALICDEM,43818188,6
LYMBURNER,43818194,6
KARACA,43818200,6
