name,,aian weight
DEMPSEY,1087692,236
HARLAN,1087928,236
CORN,1088164,236
CLEMENTS,1088399,235
HASTINGS,1088634,235
GIVENS,1088869,235
DEWEY,1089104,235
TSINNIE,1089339,235
CRANE,1089573,234
RAINWATER,1089807,234
FITZGERALD,1090040,233
IRWIN,1090273,233
GAY,1090506,233
ALFORD,1090739,233
LEDFORD,1090972,233
DURANT,1091205,233
LEMIEUX,1091438,233
METOXEN,1091671,233
WADSWORTH,1091903,232
LIGHTFOOT,1092135,232
CLAIRMONT,1092367,232
FRAGUA,1092599,232
MOONEY,1092830,231
JULIAN,1093061,231
REDBEAR,1093292,231
MALDONADO,1093522,230
HATCHER,1093752,230
MCKINLEY,1093982,230
MILLIGAN,1094212,230
BLACKHORSE,1094442,230
NAVARRO,1094671,229
BERG,1094900,229
AYERS,1095129,229
WILDER,1095358,229
BRITTON,1095587,229
HEAD,1095816,229
TRAVERSIE,1096045,229
WHITEROCK,1096274,229
WALKINGEAGLE,1096503,229
ABRAHAM,1096731,228
TROTTIER,1096959,228
SKEET,1097187,228
MCFARLAND,1097414,227
HEBERT,1097641,227
HANNA,1097868,227
BEST,1098095,227
JUSTICE,1098322,227
MCLEOD,1098549,227
VICENTE,1098776,227
LOVEJOY,1099003,227
BITSILLY,1099230,227
MAYS,1099456,226
WORKMAN,1099682,226
SHERWOOD,1099908,226
LAMONT,1100133,225
GARFIELD,1100358,225
LITTLEMAN,1100583,225
ETHELBAH,1100808,225
CALHOUN,1101032,224
BRANT,1101256,224
DALLAS,1101480,224
SAYERS,1101704,224
LAROCQUE,1101928,224
CHIEF,1102152,224
AVILA,1102375,223
MCCARTHY,1102598,223
FRANCO,1102821,223
SINGLETON,1103044,223
GALLOWAY,1103267,223
DOWNS,1103490,223
DOTSON,1103713,223
TEAGUE,1103936,223
SWIFT,1104159,223
PEASE,1104382,223
TINKER,1104605,223
BAIRD,1104827,222
POSEY,1105049,222
STREET,1105271,222
LECLAIR,1105493,222
MARTINE,1105715,222
GODFREY,1105936,221
DOWNEY,1106157,221
CRABTREE,1106378,221
FLOOD,1106599,221
BURR,1106820,221
SORRELL,1107041,221
PAQUIN,1107262,221
LORETTO,1107483,221
MCPHERSON,1107703,220
BOGGS,1107923,220
ELDRIDGE,1108143,220
BUCKNER,1108363,220
LAFFERTY,1108583,220
LASLEY,1108803,220
REDFOX,1109023,220
WASSILLIE,1109243,220
YAHOLA,1109462,219
YELLOW,1109681,219
ALTAHA,1109900,219
FAULKNER,1110118,218
BRANCH,1110336,218
WOOTEN,1110554,218
LOCKE,1110772,218
GUIDRY,1110990,218
CONDON,1111208,218
LOCUST,1111426,218
GACHUPIN,1111644,218
BENALLIE,1111862,218
DICKERSON,1112079,217
PENNINGTON,1112295,216
HOLCOMB,1112511,216
GOODE,1112727,216
WOFFORD,1112943,216
SNIDER,1113158,215
STOVER,1113373,215
CUMMINS,1113588,215
BRANHAM,1113803,215
GUARDIPEE,1114018,215
HORNE,1114232,214
BILLINGS,1114446,214
STACY,1114660,214
WILBER,1114874,214
CREE,1115088,214
GREYEYES,1115302,214
RIVAS,1115515,213
MEADOWS,1115728,213
MULLEN,1115941,213
CHEEK,1116154,213
ANTOINE,1116367,213
GOODLUCK,1116580,213
REDEAGLE,1116793,213
SMALLCANYON,1117006,213
STANTON,1117218,212
SHERIDAN,1117430,212
PETTIT,1117642,212
BOLIN,1117854,212
ARMIJO,1118066,212
RACINE,1118278,212
TORIVIO,1118490,212
STUART,1118701,211
PEARCE,1118912,211
CAGLE,1119123,211
BENEDICT,1119334,211
MATUS,1119545,211
DRAPEAU,1119756,211
POURIER,1119967,211
TAPIA,1120177,210
LANCASTER,1120387,210
SAMUEL,1120597,210
THOMASON,1120807,210
LUKE,1121017,210
PINE,1121227,210
BLAINE,1121437,210
PRIMEAUX,1121647,210
DEERE,1121857,210
STEVE,1122067,210
DECORAH,1122277,210
REDCLOUD,1122487,210
CHEROMIAH,1122697,210
GALLAGHER,1122906,209
DORSEY,1123115,209
CORONADO,1123324,209
KEYS,1123533,209
GENE,1123742,209
MORSETTE,1123951,209
HAYS,1124159,208
NIX,1124367,208
ROAN,1124575,208
TARBELL,1124783,208
PIPER,1124990,207
ADDISON,1125197,207
THAYER,1125404,207
LAUGHLIN,1125611,207
FREDERICKS,1125818,207
LAPLANTE,1126025,207
DEGROAT,1126232,207
BELIN,1126439,207
WHITEFEATHER,1126646,207
LITTLEDOG,1126853,207
MCCULLOUGH,1127059,206
JEFFRIES,1127265,206
REEDER,1127471,206
SEALS,1127677,206
ALLERY,1127883,206
EAGLEMAN,1128089,206
CLITSO,1128295,206
CONKLIN,1128500,205
HARE,1128705,205
LAROCHE,1128910,205
SILK,1129115,205
DUPRIS,1129320,205
GALVAN,1129524,204
SWEENEY,1129728,204
GILLESPIE,1129932,204
CHENEY,1130136,204
BARRON,1130339,203
PACE,1130542,203
POLLARD,1130745,203
ODOM,1130948,203
HAINES,1131151,203
WOMACK,1131354,203
SWAIN,1131557,203
GRIGGS,1131760,203
PAYTON,1131963,203
CLINTON,1132166,203
PARISH,1132369,203
HOPSON,1132572,203
NOAH,1132775,203
DANFORTH,1132978,203
SALAS,1133180,202
DODD,1133382,202
JAMISON,1133584,202
HARDEN,1133786,202
GIPSON,1133988,202
MCLEMORE,1134190,202
SMOKE,1134392,202
STCLAIRE,1134594,202
STIFFARM,1134796,202
SPOTTEDBEAR,1134998,202
CAMPOS,1135199,201
VALENTINE,1135400,201
ELKINS,1135601,201
WING,1135802,201
SWIMMER,1136003,201
SIXKILLER,1136204,201
COSAY,1136405,201
MACDONALD,1136605,200
PECK,1136805,200
SMALLWOOD,1137005,200
CHOATE,1137205,200
JAY,1137405,200
HAIR,1137605,200
CHIQUITO,1137805,200
OLDMAN,1138005,200
DUKE,1138204,199
MERCER,1138403,199
BRIGHT,1138602,199
GATEWOOD,1138801,199
PETTIGREW,1139000,199
SHAH,1139198,198
SPENCE,1139396,198
GOSS,1139594,198
QUALLS,1139792,198
MENARD,1139990,198
LEVI,1140188,198
LUDLOW,1140386,198
LAFROMBOISE,1140584,198
SECODY,1140782,198
CASH,1140979,197
PINA,1141176,197
GROVES,1141373,197
ALONZO,1141570,197
HAMMONS,1141767,197
SHAY,1141964,197
APPLE,1142161,197
VICENTI,1142358,197
REDELK,1142555,197
RITTER,1142751,196
RUTLEDGE,1142947,196
BEATTY,1143143,196
LAUGHTER,1143339,196
GARDIPEE,1143535,196
STANDS,1143731,196
AMERICANHORSE,1143927,196
MIDDLETON,1144122,195
WELSH,1144317,195
HELTON,1144512,195
TYNER,1144707,195
VERRET,1144902,195
BISSONETTE,1145097,195
WALKINGSTICK,1145292,195
STANDINGBEAR,1145487,195
BLUEBIRD,1145682,195
GILES,1145876,194
JARVIS,1146070,194
LEAVITT,1146264,194
ALLARD,1146458,194
VANDEVER,1146652,194
HORSE,1146846,194
BYERS,1147039,193
TYSON,1147232,193
SINCLAIR,1147425,193
POE,1147618,193
VIVIER,1147811,193
KINGFISHER,1148004,193
MCNEIL,1148196,192
HYDE,1148388,192
HANLEY,1148580,192
SNEED,1148772,192
GAUTHIER,1148964,192
HARWOOD,1149156,192
BOB,1149348,192
BRUNO,1149539,191
TATUM,1149730,191
ERWIN,1149921,191
EUBANKS,1150112,191
KEENE,1150303,191
MCGESHICK,1150494,191
TESSAY,1150685,191
BIGCROW,1150876,191
TABAHA,1151067,191
DUFFY,1151257,190
MESSER,1151447,190
OAKES,1151637,190
DIVER,1151827,190
BATTISE,1152017,190
APACHE,1152207,190
SCHWARTZ,1152396,189
DILLARD,1152585,189
MCCORD,1152774,189
BUZZARD,1152963,189
MCINTYRE,1153151,188
DYE,1153339,188
COUCH,1153527,188
GOMES,1153715,188
PEMBERTON,1153903,188
DION,1154091,188
WHITEBIRD,1154279,188
LITTLEBEAR,1154467,188
ANTELOPE,1154655,188
KLEIN,1154842,187
ROCHA,1155029,187
COURTNEY,1155216,187
TOLBERT,1155403,187
TILLEY,1155590,187
STILL,1155777,187
PITKA,1155964,187
CHASINGHAWK,1156151,187
THURMAN,1156337,186
SUMNER,1156523,186
LAY,1156709,186
PARNELL,1156895,186
DOCTOR,1157081,186
YOUNGMAN,1157267,186
DAW,1157453,186
FUNMAKER,1157639,186
OLANNA,1157825,186
TRAVIS,1158010,185
YARBROUGH,1158195,185
TACKETT,1158380,185
CHANCE,1158565,185
COUNTS,1158750,185
LAROSE,1158935,185
SPOONHUNTER,1159120,185
AYALA,1159304,184
SHANNON,1159488,184
BENTLEY,1159672,184
CARVER,1159856,184
PAINTER,1160040,184
GILLIS,1160224,184
BRINK,1160408,184
BIGHORSE,1160592,184
DELEON,1160775,183
KNAPP,1160958,183
BRANDON,1161141,183
MASTERS,1161324,183
CHRISTIANSEN,1161507,183
LOFTON,1161690,183
CHAMPAGNE,1161873,183
STPIERRE,1162056,183
MARCHAND,1162239,183
EDISON,1162422,183
JIRON,1162605,183
BIGEAGLE,1162788,183
KANUHO,1162971,183
SIERRA,1163153,182
COWAN,1163335,182
MONTANO,1163517,182
GORE,1163699,182
TIDWELL,1163881,182
WESTBROOK,1164063,182
DILL,1164245,182
HUDDLESTON,1164427,182
WHITING,1164609,182
WHITEHOUSE,1164791,182
LAROQUE,1164973,182
BLACKGOAT,1165155,182
MAYFIELD,1165336,181
CATES,1165517,181
GADDY,1165698,181
SPANG,1165879,181
STGERMAINE,1166060,181
MOUSE,1166241,181
PRYOR,1166421,180
CLIFTON,1166601,180
WINN,1166781,180
HOLLIDAY,1166961,180
BARTLEY,1167141,180
KELSEY,1167321,180
KEENER,1167501,180
BLALOCK,1167681,180
TWOCROW,1167861,180
GISHIE,1168041,180
GRACE,1168220,179
COFFMAN,1168399,179
DIONNE,1168578,179
DEER,1168757,179
CADMAN,1168936,179
LAZORE,1169115,179
BLUEEYES,1169294,179
HESTER,1169472,178
HEWITT,1169650,178
COVINGTON,1169828,178
HAYWARD,1170006,178
SWEAT,1170184,178
BURNSIDE,1170362,178
ESQUIBEL,1170540,178
LENTE,1170718,178
IRONCLOUD,1170896,178
COWBOY,1171074,178
RATLIFF,1171251,177
EDDY,1171428,177
BAIN,1171605,177
GRAYSON,1171782,177
EASLEY,1171959,177
MACE,1172136,177
TRUAX,1172313,177
WALLER,1172489,176
LINDSAY,1172665,176
EDMONDS,1172841,176
SPRAGUE,1173017,176
CROMWELL,1173193,176
HUNTINGTON,1173369,176
DRY,1173545,176
NIELSEN,1173720,175
LACKEY,1173895,175
LIND,1174070,175
IGNACIO,1174245,175
LEFLORE,1174420,175
PIGEON,1174595,175
BARRY,1174769,174
VAUGHAN,1174943,174
HERRING,1175117,174
RICHMOND,1175291,174
PETTY,1175465,174
MOBLEY,1175639,174
RITCHIE,1175813,174
GARLAND,1175987,174
PRESLEY,1176161,174
CRAIN,1176335,174
VANWINKLE,1176509,174
FOLSOM,1176683,174
AHMED,1176856,173
ENRIQUEZ,1177029,173
BINGHAM,1177202,173
DOBBS,1177375,173
LUNSFORD,1177548,173
LAFONTAINE,1177721,173
PAPPAN,1177894,173
SOAP,1178067,173
DENTON,1178239,172
CLEMONS,1178411,172
WHITEHAT,1178583,172
ERIACHO,1178755,172
SANTIAGO,1178926,171
GOODRICH,1179097,171
PACK,1179268,171
DELONG,1179439,171
LORENZO,1179610,171
SCHAEFFER,1179781,171
PICARD,1179952,171
YANKTON,1180123,171
LITTLELIGHT,1180294,171
PARK,1180464,170
PUGH,1180634,170
MADDOX,1180804,170
BOLTON,1180974,170
LOTT,1181144,170
SIZEMORE,1181314,170
THORNE,1181484,170
RIDLEY,1181654,170
MOUNTAIN,1181824,170
LAVERDURE,1181994,170
SOCKEY,1182164,170
QUIVER,1182334,170
SHIJE,1182504,170
ANDRADE,1182673,169
ROTH,1182842,169
KIDD,1183011,169
OTT,1183180,169
MAYES,1183349,169
HORNER,1183518,169
LILLY,1183687,169
PEACOCK,1183856,169
TOWNE,1184025,169
SHOEMAKE,1184194,169
GOINGS,1184363,169
NINHAM,1184532,169
BAUTISTA,1184700,168
ROLLINS,1184868,168
HATFIELD,1185036,168
KENDALL,1185204,168
SIMMS,1185372,168
CROWDER,1185540,168
HOBSON,1185708,168
MAIN,1185876,168
SHORTMAN,1186044,168
DEMARRIAS,1186212,168
LITTLETHUNDER,1186380,168
HILTON,1186547,167
KNOWLES,1186714,167
ACKERMAN,1186881,167
FORREST,1187048,167
RODRIQUEZ,1187215,167
MONTANA,1187382,167
EBARB,1187549,167
AKERS,1187715,166
LACY,1187881,166
CARLOS,1188047,166
SEATON,1188213,166
NAIL,1188379,166
JUNE,1188545,166
CHICO,1188711,166
LECLAIRE,1188877,166
FLETT,1189043,166
BRAVE,1189209,166
CLAYMORE,1189375,166
RUNNINGCRANE,1189541,166
NOEL,1189706,165
SKIDMORE,1189871,165
BLOSSOM,1190036,165
TWISS,1190201,165
BLACKHAWK,1190366,165
MCCOVEY,1190531,165
BLACKWOLF,1190696,165
LAUGHING,1190861,165
HAYDEN,1191025,164
WORLEY,1191189,164
POST,1191353,164
ISAACS,1191517,164
VELARDE,1191681,164
SUNDAY,1191845,164
POYER,1192009,164
SKEETS,1192173,164
BRUGUIER,1192337,164
SPOTTEDELK,1192501,164
JUAREZ,1192664,163
VILLA,1192827,163
MATA,1192990,163
MADDEN,1193153,163
MCGOWAN,1193316,163
MCGILL,1193479,163
MICHEL,1193642,163
CARTWRIGHT,1193805,163
SHELL,1193968,163
KIPP,1194131,163
DUBOISE,1194294,163
CHOSA,1194457,163
PUCKETT,1194619,162
CARLISLE,1194781,162
GRIGSBY,1194943,162
LEROY,1195105,162
GOBERT,1195267,162
EDMO,1195429,162
FITZPATRICK,1195590,161
GILLIAM,1195751,161
HUTCHISON,1195912,161
HYATT,1196073,161
RHOADES,1196234,161
CAPPS,1196395,161
GROVER,1196556,161
PARRIS,1196717,161
PROVOST,1196878,161
DUMARCE,1197039,161
VILLANUEVA,1197199,160
ZAMORA,1197359,160
MCKNIGHT,1197519,160
NANCE,1197679,160
DAVISON,1197839,160
HEALY,1197999,160
STILES,1198159,160
SHIPLEY,1198319,160
ABEL,1198479,160
CALVERT,1198639,160
LINTON,1198799,160
JAMESON,1198959,160
GOAD,1199119,160
KEPLIN,1199279,160
WHITEBULL,1199439,160
AGUIRRE,1199598,159
KRAMER,1199757,159
MCALLISTER,1199916,159
MEAD,1200075,159
HURT,1200234,159
TRIPP,1200393,159
ALDRICH,1200552,159
KINSEY,1200711,159
OGLE,1200870,159
CYPRESS,1201029,159
LARVIE,1201188,159
REYNA,1201346,158
CONNOR,1201504,158
DEWITT,1201662,158
RAINEY,1201820,158
HOYT,1201978,158
EPPERSON,1202136,158
ALEX,1202294,158
VANDUNK,1202452,158
HERNE,1202610,158
WAUPOOSE,1202768,158
CHINANA,1202926,158
ROSALES,1203083,157
KIRKLAND,1203240,157
HOLLEY,1203397,157
KILGORE,1203554,157
BASSETT,1203711,157
MCCLOSKEY,1203868,157
LABARGE,1204025,157
RAVE,1204182,157
REANO,1204339,157
WHITEPLUME,1204496,157
STEIN,1204652,156
DREW,1204808,156
SYLVESTER,1204964,156
COPE,1205120,156
BURROWS,1205276,156
RAGSDALE,1205432,156
TIBBETTS,1205588,156
HAZARD,1205744,156
GOUGE,1205900,156
PANTHER,1206056,156
TERRANCE,1206212,156
FOURKILLER,1206368,156
MERCULIEF,1206524,156
BEDONI,1206680,156
KAMEROFF,1206836,156
CARDENAS,1206991,155
FOLEY,1207146,155
FORBES,1207301,155
WEBBER,1207456,155
WOODRUFF,1207611,155
KUMAR,1207766,155
MANLEY,1207921,155
INMAN,1208076,155
QUEEN,1208231,155
DICKENS,1208386,155
LACROIX,1208541,155
WHITFORD,1208696,155
STATELY,1208851,155
GOODAY,1209006,155
SPOTTEDHORSE,1209161,155
SALINAS,1209315,154
MUELLER,1209469,154
SALGADO,1209623,154
KLINE,1209777,154
HUTCHINS,1209931,154
HAND,1210085,154
THORPE,1210239,154
ROOT,1210393,154
AMBROSE,1210547,154
BEEBE,1210701,154
RUDD,1210855,154
ELLSWORTH,1211009,154
MATSON,1211163,154
JEROME,1211317,154
MANSON,1211471,154
FRED,1211625,154
DEDMAN,1211779,154
LONEBEAR,1211933,154
DAYZIE,1212087,154
STANDINGROCK,1212241,154
FUENTES,1212394,153
LANDRY,1212547,153
HAAS,1212700,153
FRASER,1212853,153
BIGGS,1213006,153
NEEDHAM,1213159,153
JEWETT,1213312,153
MARACLE,1213465,153
FREEMONT,1213618,153
GANADONEGRO,1213771,153
MCCANN,1213923,152
MADRID,1214075,152
STROUD,1214227,152
DOOLEY,1214379,152
RAINES,1214531,152
GAGNON,1214683,152
ROPER,1214835,152
HONEYCUTT,1214987,152
DENNEY,1215139,152
SISK,1215291,152
SANGSTER,1215443,152
FALLIS,1215595,152
GOURD,1215747,152
VALANDRA,1215899,152
REDHORSE,1216051,152
SUINA,1216203,152
DEMIENTIEFF,1216355,152
ARCOREN,1216507,152
SPOTTEDEAGLE,1216659,152
GOFF,1216810,151
PICKETT,1216961,151
HERRON,1217112,151
HURD,1217263,151
SHEFFIELD,1217414,151
PRATER,1217565,151
MEEK,1217716,151
LOONEY,1217867,151
CARMAN,1218018,151
FREE,1218169,151
LITTLEFIELD,1218320,151
AMMONS,1218471,151
TROMBLEY,1218622,151
BLANKS,1218773,151
STALKER,1218924,151
NEPHEW,1219075,151
KINSEL,1219226,151
KAISER,1219376,150
FINCH,1219526,150
HELMS,1219676,150
DUVALL,1219826,150
ROLAND,1219976,150
TRIMBLE,1220126,150
WATT,1220276,150
OSBURN,1220426,150
MOOSE,1220576,150
CHARBONEAU,1220726,150
COTTIER,1220876,150
IRON,1221026,150
MORA,1221175,149
BERGER,1221324,149
COSTA,1221473,149
DOBSON,1221622,149
HERNDON,1221771,149
CONN,1221920,149
MIX,1222069,149
SILVAS,1222218,149
CLYDE,1222367,149
PICOTTE,1222516,149
GLADUE,1222665,149
JUMBO,1222814,149
WESAW,1222963,149
LONEWOLF,1223112,149
GRADY,1223260,148
KAY,1223408,148
OTERO,1223556,148
COATS,1223704,148
GODDARD,1223852,148
MATLOCK,1224000,148
ROSETTA,1224148,148
PEACHES,1224296,148
HEAVYRUNNER,1224444,148
POORBEAR,1224592,148
FIGUEROA,1224739,147
CERVANTES,1224886,147
SOLIS,1225033,147
ONEIL,1225180,147
BELCHER,1225327,147
PENDLETON,1225474,147
CRUTCHER,1225621,147
BUCKLES,1225768,147
OWLE,1225915,147
KISTO,1226062,147
TALAYUMPTEWA,1226209,147
DONALDSON,1226355,146
ROE,1226501,146
KOENIG,1226647,146
BREWSTER,1226793,146
HEDRICK,1226939,146
RAINS,1227085,146
WALLIS,1227231,146
KEEL,1227377,146
BIBLE,1227523,146
KESSAY,1227669,146
DOSELA,1227815,146
MEJIA,1227960,145
ROMAN,1228105,145
GOOD,1228250,145
CHRISTOPHER,1228395,145
ABRAMS,1228540,145
ALDRIDGE,1228685,145
NORWOOD,1228830,145
DUNHAM,1228975,145
STEWARD,1229120,145
PRATHER,1229265,145
VANDIVER,1229410,145
LORING,1229555,145
CONCHA,1229700,145
BELCOURT,1229845,145
WHITEHAWK,1229990,145
NOMEE,1230135,145
WHITEEYES,1230280,145
AYZE,1230425,145
WHITEFACE,1230570,145
BIRDINGROUND,1230715,145
MONTES,1230859,144
ANDERSEN,1231003,144
MAGEE,1231147,144
BLAND,1231291,144
GUNTER,1231435,144
CORNELL,1231579,144
WAITERS,1231723,144
PRESCOTT,1231867,144
WOODALL,1232011,144
WILLOUGHBY,1232155,144
ROUSSEAU,1232299,144
ROLIN,1232443,144
KALAMA,1232587,144
DUGI,1232731,144
WHITEBEAR,1232875,144
CONCHO,1233019,144
ZUNI,1233163,144
MOQUINO,1233307,144
OSIFE,1233451,144
CHIAGO,1233595,144
LITTLEBIRD,1233739,144
KOCH,1233882,143
SCHAEFER,1234025,143
CHERRY,1234168,143
EWING,1234311,143
ERVIN,1234454,143
COLVIN,1234597,143
BEAL,1234740,143
GERMAN,1234883,143
SHIPMAN,1235026,143
MARION,1235169,143
CARNES,1235312,143
SUAZO,1235455,143
CISCO,1235598,143
CORBINE,1235741,143
TRANCOSA,1235884,143
TSETHLIKAI,1236027,143
KEYONNIE,1236170,143
CASTANEDA,1236312,142
MAYER,1236454,142
SHOEMAKER,1236596,142
KENDRICK,1236738,142
PADGETT,1236880,142
SEWELL,1237022,142
DAHL,1237164,142
KEYES,1237306,142
MCLAIN,1237448,142
BEAVERS,1237590,142
WATERMAN,1237732,142
GROOMS,1237874,142
BRACKETT,1238016,142
CRESPIN,1238158,142
ROUILLARD,1238300,142
PRINTUP,1238442,142
BALLOT,1238584,142
POSTOAK,1238726,142
DRYWATER,1238868,142
GUERUE,1239010,142
MADPLUME,1239152,142
BITSUIE,1239294,142
BITSIE,1239436,142
TODACHEENE,1239578,142
RANKIN,1239719,141
HAMM,1239860,141
VINSON,1240001,141
GUNDERSON,1240142,141
DANA,1240283,141
YEPA,1240424,141
NOTAFRAID,1240565,141
ARELLANO,1240705,140
GIBBONS,1240845,140
HOLLIS,1240985,140
LANGSTON,1241125,140
SKAGGS,1241265,140
BARGER,1241405,140
BRISCOE,1241545,140
HARP,1241685,140
WILLIAM,1241825,140
MARIA,1241965,140
FORET,1242105,140
EDDIE,1242245,140
DECORA,1242385,140
TODACHEENIE,1242525,140
COLELAY,1242665,140
DELANEY,1242804,139
WHITLEY,1242943,139
SIMONS,1243082,139
TOMLINSON,1243221,139
LAND,1243360,139
OGDEN,1243499,139
HATTON,1243638,139
LANKFORD,1243777,139
APODACA,1243916,139
BELT,1244055,139
OSUNA,1244194,139
LEAF,1244333,139
BOIVIN,1244472,139
CUNY,1244611,139
ELK,1244750,139
YOUNGBIRD,1244889,139
NOFIRE,1245028,139
REDOWL,1245167,139
AHASTEEN,1245306,139
KALLESTEWA,1245445,139
YEAGER,1245583,138
AMES,1245721,138
LAYTON,1245859,138
ACUNA,1245997,138
BULL,1246135,138
BLAYLOCK,1246273,138
COUTURE,1246411,138
TURNEY,1246549,138
GREGOIRE,1246687,138
NICOLAI,1246825,138
WILDCAT,1246963,138
DELACRUZ,1247100,137
RUBIO,1247237,137
WHITFIELD,1247374,137
RICO,1247511,137
TOMPKINS,1247648,137
CHRISTY,1247785,137
LAVENDER,1247922,137
VANPELT,1248059,137
BUCKMAN,1248196,137
MINGO,1248333,137
IVINS,1248470,137
GOPHER,1248607,137
CUCH,1248744,137
DAZEN,1248881,137
BULLBEAR,1249018,137
LASILOO,1249155,137
LITTLEWHITEMAN,1249292,137
BOOKER,1249428,136
PHIPPS,1249564,136
HAMLIN,1249700,136
COLEY,1249836,136
GARROW,1249972,136
LAFORGE,1250108,136
BEANS,1250244,136
COHO,1250380,136
ONEILL,1250515,135
BRANDT,1250650,135
CONNELLY,1250785,135
POLLOCK,1250920,135
OTTO,1251055,135
COYLE,1251190,135
MALLORY,1251325,135
ARMENTA,1251460,135
PEDERSON,1251595,135
SALVADOR,1251730,135
FERNANDO,1251865,135
TYNDALL,1252000,135
ENCINAS,1252135,135
MANEY,1252270,135
TALL,1252405,135
KENTON,1252540,135
RATTLER,1252675,135
SALWAY,1252810,135
IVANOFF,1252945,135
WHITEWATER,1253080,135
BLACKELK,1253215,135
HONANIE,1253350,135
BOBELU,1253485,135
WINTER,1253619,134
PIERSON,1253753,134
MCGINNIS,1253887,134
CHILDRESS,1254021,134
FIELD,1254155,134
GUNN,1254289,134
GEE,1254423,134
BRANTLEY,1254557,134
BARNARD,1254691,134
GIFFORD,1254825,134
DUPREE,1254959,134
LIGHT,1255093,134
KERNS,1255227,134
BALES,1255361,134
DENSON,1255495,134
LENOIR,1255629,134
SIX,1255763,134
HEDGEPETH,1255897,134
MOSE,1256031,134
GUNVILLE,1256165,134
FERRELL,1256298,133
LORD,1256431,133
RAMEY,1256564,133
YBARRA,1256697,133
IRVIN,1256830,133
JERNIGAN,1256963,133
BOX,1257096,133
MERCIER,1257229,133
CAMBRIDGE,1257362,133
ARCHAMBEAU,1257495,133
BARBONE,1257628,133
MCCURTAIN,1257761,133
CHUCULATE,1257894,133
BAGOLA,1258027,133
MURILLO,1258159,132
HAHN,1258291,132
KRUEGER,1258423,132
MINOR,1258555,132
LYON,1258687,132
HOSKINS,1258819,132
BURRELL,1258951,132
JEWELL,1259083,132
JEFFERS,1259215,132
GRUBBS,1259347,132
SEBASTIAN,1259479,132
EDGE,1259611,132
SWALLOW,1259743,132
LARNEY,1259875,132
RHODD,1260007,132
MALATERRE,1260139,132
FRYBERG,1260271,132
NGUYEN,1260402,131
HARTLEY,1260533,131
CARLTON,1260664,131
SAMS,1260795,131
COTA,1260926,131
SHANE,1261057,131
QUINTON,1261188,131
OLNEY,1261319,131
JOURDAIN,1261450,131
PROCELL,1261581,131
BADONI,1261712,131
BRAVEHEART,1261843,131
ROJAS,1261973,130
MACIAS,1262103,130
ALBRIGHT,1262233,130
HIGHTOWER,1262363,130
AIKEN,1262493,130
DEVORE,1262623,130
ARCHIE,1262753,130
CHAISSON,1262883,130
FRANKSON,1263013,130
BESTON,1263143,130
TOBACCO,1263273,130
NUMKENA,1263403,130
DESCHEENIE,1263533,130
ZUNIGA,1263662,129
SCHMITT,1263791,129
WILLS,1263920,129
GUSTAFSON,1264049,129
STANFORD,1264178,129
NUNN,1264307,129
GAGE,1264436,129
GOODSON,1264565,129
DOMINGO,1264694,129
BENGE,1264823,129
VICTORINO,1264952,129
REDEYE,1265081,129
WAUKAU,1265210,129
LITTLEWIND,1265339,129
PARRA,1265467,128
RASMUSSEN,1265595,128
CHACON,1265723,128
FERREIRA,1265851,128
ELMORE,1265979,128
DEVINE,1266107,128
BOWLES,1266235,128
STALEY,1266363,128
MORELAND,1266491,128
FRIEND,1266619,128
BLISS,1266747,128
STAMPER,1266875,128
MCARTHUR,1267003,128
WILBUR,1267131,128
FAIRCLOTH,1267259,128
LOUIE,1267387,128
TRACEY,1267515,128
ROLLER,1267643,128
CORIA,1267771,128
WARRINGTON,1267899,128
MESHELL,1268027,128
BUSHYHEAD,1268155,128
GOGGLEYE,1268283,128
ESPINOSA,1268410,127
DICKINSON,1268537,127
MCWILLIAMS,1268664,127
MANSFIELD,1268791,127
LADD,1268918,127
CROOK,1269045,127
SWANN,1269172,127
BALLEW,1269299,127
SHADE,1269426,127
BOBB,1269553,127
LOONSFOOT,1269680,127
VILLEBRUN,1269807,127
GOODSHIELD,1269934,127
KELLYWOOD,1270061,127
RANGEL,1270187,126
STERLING,1270313,126
ZIEGLER,1270439,126
TIMMONS,1270565,126
CROCKER,1270691,126
NORTH,1270817,126
OLIVAS,1270943,126
MCQUEEN,1271069,126
HOPE,1271195,126
TROUT,1271321,126
TULLY,1271447,126
PARTON,1271573,126
BOWKER,1271699,126
FEATHERS,1271825,126
COLEGROVE,1271951,126
BERT,1272077,126
MANHEIMER,1272203,126
YELLOWBOY,1272329,126
MOYER,1272454,125
MCGRATH,1272579,125
LAW,1272704,125
CROCKETT,1272829,125
ARRINGTON,1272954,125
LYTLE,1273079,125
BRUNELLE,1273204,125
WILLOW,1273329,125
TOURTILLOTT,1273454,125
KAULAITY,1273579,125
ADAKAI,1273704,125
BILAGODY,1273829,125
DUARTE,1273953,124
HINKLE,1274077,124
LEDBETTER,1274201,124
DARLING,1274325,124
HASKINS,1274449,124
BRANNON,1274573,124
BOUDREAUX,1274697,124
BOSTON,1274821,124
BARK,1274945,124
REDDAY,1275069,124
HALWOOD,1275193,124
KILLSNIGHT,1275317,124
WINDYBOY,1275441,124
CALDERON,1275564,123
MELENDEZ,1275687,123
BERNAL,1275810,123
LANGE,1275933,123
FLANAGAN,1276056,123
BOWLING,1276179,123
REICH,1276302,123
GOODEN,1276425,123
