name,,api weight
HARTNESS,11873542,8
GARTLAND,11873550,8
STEINBERGER,11873558,8
SCHOENING,11873566,8
PARAMORE,11873574,8
HEGWOOD,11873582,8
STEIL,11873590,8
STONEBURNER,11873598,8
DEVEAU,11873606,8
SCHIEBER,11873614,8
FAIRWEATHER,11873622,8
FERRON,11873630,8
CAPOTE,11873638,8
BRUTUS,11873646,8
GAHAGAN,11873654,8
DICKISON,11873662,8
HARTZLER,11873670,8
EYER,11873678,8
STORCK,11873686,8
SOPKO,11873694,8
VALENTA,11873702,8
THIEDE,11873710,8
BOHR,11873718,8
EULER,11873726,8
INSKEEP,11873734,8
DAKIN,11873742,8
KROGER,11873750,8
SPIVA,11873758,8
GASSAWAY,11873766,8
FRANSEN,11873774,8
GOHEEN,11873782,8
GIPE,11873790,8
BOWLBY,11873798,8
WIEDEMAN,11873806,8
DUNSMORE,11873814,8
BARDSLEY,11873822,8
SOMMERFELD,11873830,8
KAMPS,11873838,8
BUCY,11873846,8
HENSCHEL,11873854,8
MIMMS,11873862,8
BRUNEAU,11873870,8
EMMERICH,11873878,8
FRAILEY,11873886,8
CORNETTE,11873894,8
PINARD,11873902,8
HODGIN,11873910,8
GIBBY,11873918,8
STEERE,11873926,8
SWIM,11873934,8
KACZOR,11873942,8
GREENO,11873950,8
SICKELS,11873958,8
SCHWINDT,11873966,8
TIPPS,11873974,8
PHILBIN,11873982,8
ULERY,11873990,8
SOWINSKI,11873998,8
ARMBRUST,11874006,8
THRALL,11874014,8
VIDRIO,11874022,8
MICHALIK,11874030,8
STALDER,11874038,8
VANVLEET,11874046,8
NICHOLES,11874054,8
DUCHENE,11874062,8
SHELEY,11874070,8
KINCHELOE,11874078,8
BURDGE,11874086,8
CULOTTA,11874094,8
HOHMANN,11874102,8
KENDIG,11874110,8
SMOLEN,11874118,8
LITTEN,11874126,8
JERKINS,11874134,8
GARFINKEL,11874142,8
ENTREKIN,11874150,8
SCHMUCK,11874158,8
WIEDER,11874166,8
WIERZBICKI,11874174,8
STEFFY,11874182,8
HORNYAK,11874190,8
SAMSEL,11874198,8
EVINS,11874206,8
KEISLER,11874214,8
PORCELLI,11874222,8
SLANE,11874230,8
BAGINSKI,11874238,8
OLAUGHLIN,11874246,8
RANSDELL,11874254,8
CHRZANOWSKI,11874262,8
BRACCO,11874270,8
BOTTOM,11874278,8
UNGAR,11874286,8
CRATER,11874294,8
RIERA,11874302,8
RIBBLE,11874310,8
HEISEY,11874318,8
BLANKINSHIP,11874326,8
BONGIOVANNI,11874334,8
SISTO,11874342,8
FAGG,11874350,8
BERTHOLD,11874358,8
CHERNEY,11874366,8
LABOUNTY,11874374,8
LEICHT,11874382,8
CASSELMAN,11874390,8
WILLNER,11874398,8
GREGGS,11874406,8
PILAND,11874414,8
MATTIE,11874422,8
WINGLER,11874430,8
MANGIONE,11874438,8
CLOTHIER,11874446,8
FEELY,11874454,8
WASIELEWSKI,11874462,8
TIPPIT,11874470,8
CHATELAIN,11874478,8
LARABEE,11874486,8
PILARSKI,11874494,8
CORNING,11874502,8
DUBIEL,11874510,8
BLASSINGAME,11874518,8
RHOTEN,11874526,8
BREUNIG,11874534,8
CORNMAN,11874542,8
COVIELLO,11874550,8
SINDELAR,11874558,8
LINNEMAN,11874566,8
CHIVERS,11874574,8
GOSHORN,11874582,8
HEIDELBERG,11874590,8
HUNTOON,11874598,8
REYEZ,11874606,8
COCCO,11874614,8
NIBLETT,11874622,8
MARMON,11874630,8
HARLIN,11874638,8
MARTON,11874646,8
SENNETT,11874654,8
MELNYK,11874662,8
MUSCARELLA,11874670,8
CRUMRINE,11874678,8
FEAR,11874686,8
GOUCHER,11874694,8
BUFFA,11874702,8
BRACKINS,11874710,8
BOERGER,11874718,8
WHITELY,11874726,8
KEEBLER,11874734,8
JUNGE,11874742,8
ENTWISTLE,11874750,8
NUZUM,11874758,8
ALBERSON,11874766,8
CONDRON,11874774,8
POOLEY,11874782,8
HUSK,11874790,8
HARPOLE,11874798,8
SARRO,11874806,8
LARREA,11874814,8
TADESSE,11874822,8
HENRIKSON,11874830,8
DOCHERTY,11874838,8
CHASON,11874846,8
BRENNEN,11874854,8
WENDORF,11874862,8
AYLOR,11874870,8
FLEISHMAN,11874878,8
SPAGNOLA,11874886,8
LASKA,11874894,8
LABERGE,11874902,8
COENEN,11874910,8
LOCICERO,11874918,8
BRUMM,11874926,8
GOODROW,11874934,8
OTTLEY,11874942,8
DIMARIA,11874950,8
CORL,11874958,8
EXLINE,11874966,8
MCEACHIN,11874974,8
LEINBACH,11874982,8
DIMEO,11874990,8
MACKIEWICZ,11874998,8
SCHEUERMAN,11875006,8
VACEK,11875014,8
SOLTYS,11875022,8
WICHMAN,11875030,8
STUHR,11875038,8
SCHLATTER,11875046,8
CINCOTTA,11875054,8
SPIEKER,11875062,8
KNAPIK,11875070,8
SLADEK,11875078,8
BLIVEN,11875086,8
SEAMSTER,11875094,8
DAMMANN,11875102,8
COLDWELL,11875110,8
HARTL,11875118,8
GERSTEIN,11875126,8
DUBUQUE,11875134,8
TUBB,11875142,8
AVALLONE,11875150,8
OREA,11875158,8
ROLING,11875166,8
NEMITZ,11875174,8
FRATES,11875182,8
LAZZARA,11875190,8
LECUYER,11875198,8
REINBOLD,11875206,8
HORSTMANN,11875214,8
ISAKSON,11875222,8
BURESH,11875230,8
MCKEITHAN,11875238,8
MARKWELL,11875246,8
ARREAGA,11875254,8
GEBERT,11875262,8
GONSER,11875270,8
DIMEGLIO,11875278,8
SIPOS,11875286,8
CURFMAN,11875294,8
MCCLINTIC,11875302,8
LUEDERS,11875310,8
KARRAS,11875318,8
POPESCU,11875326,8
LINNELL,11875334,8
MIEDEMA,11875342,8
COUILLARD,11875350,8
UHRIG,11875358,8
DOBYNS,11875366,8
CULLY,11875374,8
ZOLL,11875382,8
POPEJOY,11875390,8
BOHLER,11875398,8
ROUSSELL,11875406,8
AVERSA,11875414,8
VIGGIANO,11875422,8
KELEHER,11875430,8
KHALAF,11875438,8
PILLING,11875446,8
LEAVENS,11875454,8
BALDERSON,11875462,8
BIRDSELL,11875470,8
DUDASH,11875478,8
DORRANCE,11875486,8
LESZCZYNSKI,11875494,8
PETZ,11875502,8
NYGARD,11875510,8
CONKLING,11875518,8
AUGUSTYN,11875526,8
KROEKER,11875534,8
SIEMS,11875542,8
COVERDALE,11875550,8
TURAY,11875558,8
HANNAFORD,11875566,8
LICHTER,11875574,8
STILLINGS,11875582,8
ENGMAN,11875590,8
FRANKEN,11875598,8
BROCKWELL,11875606,8
WARSAME,11875614,8
FRANKENFIELD,11875622,8
BEQUETTE,11875630,8
WILKENING,11875638,8
SEABERG,11875646,8
RATTRAY,11875654,8
DESLAURIERS,11875662,8
WARNECKE,11875670,8
WETTSTEIN,11875678,8
WILGUS,11875686,8
GANDOLFO,11875694,8
PIEHL,11875702,8
COLVILLE,11875710,8
ELSEA,11875718,8
BONSALL,11875726,8
KILBRIDE,11875734,8
WHITMARSH,11875742,8
MELOY,11875750,8
CARRANO,11875758,8
MCGEARY,11875766,8
LAWRY,11875774,8
ARVIZO,11875782,8
ENGBERG,11875790,8
BLOMGREN,11875798,8
HANOVER,11875806,8
MATHISEN,11875814,8
TORMEY,11875822,8
NEVERS,11875830,8
ELLINGSWORTH,11875838,8
BICKLE,11875846,8
HARRING,11875854,8
KONZ,11875862,8
SAILORS,11875870,8
PARTYKA,11875878,8
WILHELMI,11875886,8
MCMONAGLE,11875894,8
DESPRES,11875902,8
WILLSEY,11875910,8
SEIB,11875918,8
STUCKI,11875926,8
GRECH,11875934,8
FIGEROA,11875942,8
SABEL,11875950,8
CESENA,11875958,8
NEPHEW,11875966,8
PLYMALE,11875974,8
BOECKMAN,11875982,8
SHREFFLER,11875990,8
PRESLAR,11875998,8
CROUCHER,11876006,8
HERDER,11876014,8
PROPHETE,11876022,8
AMBURN,11876030,8
FRIBERG,11876038,8
SIDOTI,11876046,8
STOFFER,11876054,8
GEMMELL,11876062,8
PARCELL,11876070,8
LUSHER,11876078,8
LEFFEW,11876086,8
WEIER,11876094,8
STAMANT,11876102,8
LLANO,11876110,8
BRINKS,11876118,8
JERMAN,11876126,8
MALKOWSKI,11876134,8
LUELLEN,11876142,8
KIMMELL,11876150,8
MEERS,11876158,8
HEEREN,11876166,8
BRUEGGEMANN,11876174,8
HOLLOMON,11876182,8
WENNING,11876190,8
HAFFORD,11876198,8
LUZZI,11876206,8
MARGULIES,11876214,8
LIES,11876222,8
MULLARKEY,11876230,8
HAZELTINE,11876238,8
ROBBS,11876246,8
DAMELIO,11876254,8
GARBE,11876262,8
KULESZA,11876270,8
TINGEY,11876278,8
EICHENLAUB,11876286,8
HAILU,11876294,8
GRUNER,11876302,8
CAMPEAU,11876310,8
HAJJAR,11876318,8
SEVERN,11876326,8
MCILROY,11876334,8
LINDBLAD,11876342,8
HAYNE,11876350,8
TANCREDI,11876358,8
COLARUSSO,11876366,8
KREINER,11876374,8
KINGHORN,11876382,8
STRAHL,11876390,8
MCKENDRICK,11876398,8
LEONHARD,11876406,8
METZNER,11876414,8
REINDL,11876422,8
ECKSTROM,11876430,8
REIGHARD,11876438,8
SNEDDEN,11876446,8
GALLEY,11876454,8
DENZER,11876462,8
MARTORANO,11876470,8
COTTAM,11876478,8
SHAULIS,11876486,8
MARESH,11876494,8
KULIG,11876502,8
KOCHIS,11876510,8
JANUSZ,11876518,8
ROUILLARD,11876526,8
WETZLER,11876534,8
WIEDERHOLD,11876542,8
CAULK,11876550,8
HAUENSTEIN,11876558,8
SPAINHOUR,11876566,8
LONON,11876574,8
MAUSER,11876582,8
HEIKKINEN,11876590,8
KONKOL,11876598,8
DUER,11876606,8
FARAJ,11876614,8
OVERLAND,11876622,8
AMSLER,11876630,8
GLOSS,11876638,8
PRESTI,11876646,8
PAPROCKI,11876654,8
LINDENBERG,11876662,8
BRANSFORD,11876670,8
JUNCO,11876678,8
SINATRA,11876686,8
MERCADANTE,11876694,8
DIERCKS,11876702,8
MORONTA,11876710,8
EWER,11876718,8
GREGER,11876726,8
PIERI,11876734,8
DECOSTER,11876742,8
VOELKEL,11876750,8
MCCARVILLE,11876758,8
SCHEIN,11876766,8
WAKELAND,11876774,8
SKIRVIN,11876782,8
ZUERCHER,11876790,8
SCHNURR,11876798,8
GRECCO,11876806,8
WAGMAN,11876814,8
LORAH,11876822,8
CURNOW,11876830,8
ALTOMARE,11876838,8
ZUNDEL,11876846,8
TRUSCOTT,11876854,8
SEIPEL,11876862,8
BINETTE,11876870,8
FISHBEIN,11876878,8
KREIN,11876886,8
TIPPETTS,11876894,8
TRETTER,11876902,8
GRAEFF,11876910,8
LUTTERMAN,11876918,8
ARCHAMBEAU,11876926,8
HANRATTY,11876934,8
RYBERG,11876942,8
ZIPP,11876950,8
HENGST,11876958,8
JETTER,11876966,8
AASEN,11876974,8
FRAGALE,11876982,8
PHENIX,11876990,8
SATER,11876998,8
AREBALO,11877006,8
HUNTSINGER,11877014,8
YINGER,11877022,8
FEDAK,11877030,8
BOLZ,11877038,8
MERSON,11877046,8
LUTH,11877054,8
ECKARDT,11877062,8
GIESEKE,11877070,8
BELZER,11877078,8
GAUSS,11877086,8
AUMILLER,11877094,8
SCHEFFEL,11877102,8
LINCH,11877110,8
LETIZIA,11877118,8
BURNINGHAM,11877126,8
ZELENKA,11877134,8
TUEL,11877142,8
CLEAVELAND,11877150,8
BAUMERT,11877158,8
SIEBEN,11877166,8
DEADY,11877174,8
MOFFET,11877182,8
SCHOOLFIELD,11877190,8
SCIMECA,11877198,8
BETTERS,11877206,8
MINASIAN,11877214,8
CAPPER,11877222,8
DEMO,11877230,8
RYDEN,11877238,8
TENBRINK,11877246,8
TOMASELLI,11877254,8
FARNAN,11877262,8
SLINGERLAND,11877270,8
DANZIGER,11877278,8
URE,11877286,8
WEIBLE,11877294,8
HOLDEMAN,11877302,8
HONEYMAN,11877310,8
BEHRMANN,11877318,8
PUTERBAUGH,11877326,8
PASEK,11877334,8
VERBURG,11877342,8
SYDOW,11877350,8
GASSNER,11877358,8
GROSSKOPF,11877366,8
LASSO,11877374,8
KAZEE,11877382,8
SIDOR,11877390,8
PORTEOUS,11877398,8
UPDYKE,11877406,8
VERSTEEG,11877414,8
MUNLEY,11877422,8
DEMARIS,11877430,8
PINSKY,11877438,8
MAGBY,11877446,8
WYKOFF,11877454,8
BARNDT,11877462,8
JOFFE,11877470,8
BONESTEEL,11877478,8
LUDLUM,11877486,8
GARATE,11877494,8
JODOIN,11877502,8
PERKO,11877510,8
BROCIOUS,11877518,8
HOHENSEE,11877526,8
TIENDA,11877534,8
DIEGEL,11877542,8
HETH,11877550,8
KEAST,11877558,8
GATCHELL,11877566,8
LIPPE,11877574,8
OIEN,11877582,8
BOXER,11877590,8
HOLBEN,11877598,8
SCHNEE,11877606,8
PLAUTZ,11877614,8
NIENABER,11877622,8
PUHL,11877630,8
MCGROARTY,11877638,8
LARNER,11877646,8
KROH,11877654,8
HOLDAWAY,11877662,8
GOELZ,11877670,8
WALLMAN,11877678,8
ORMSBEE,11877686,8
WARTH,11877694,8
KOOS,11877702,8
BABAYAN,11877710,8
WIESEN,11877718,8
RADICE,11877726,8
FREEBERG,11877734,8
COLBERG,11877742,8
BLAHNIK,11877750,8
MEIERS,11877758,8
KATZER,11877766,8
LEMM,11877774,8
FERA,11877782,8
COCCIA,11877790,8
HONN,11877798,8
BALTHAZAR,11877806,8
BONSER,11877814,8
STOECKER,11877822,8
KOHNEN,11877830,8
KRAM,11877838,8
EBLEN,11877846,8
GOOLD,11877854,8
BEACHLER,11877862,8
OVITT,11877870,8
ALDOUS,11877878,8
KOOISTRA,11877886,8
LOSCHIAVO,11877894,8
STREB,11877902,8
BANGHART,11877910,8
STOCKHAM,11877918,8
DIEUDONNE,11877926,8
AMERMAN,11877934,8
BURKHARD,11877942,8
CLOCK,11877950,8
PRETTY,11877958,8
LIEBOWITZ,11877966,8
DAGENAIS,11877974,8
HEVERLY,11877982,8
BELLAS,11877990,8
MALMQUIST,11877998,8
PERZ,11878006,8
SPIERING,11878014,8
NEVEU,11878022,8
CITRO,11878030,8
FOULKES,11878038,8
HERGERT,11878046,8
CICHY,11878054,8
GALT,11878062,8
WAKELEY,11878070,8
BENGSTON,11878078,8
NASCA,11878086,8
HANEL,11878094,8
BADOLATO,11878102,8
MCGIBBON,11878110,8
DERBYSHIRE,11878118,8
TOMASETTI,11878126,8
CORBELL,11878134,8
MARENTES,11878142,8
YOUNGREN,11878150,8
BELKIN,11878158,8
ROSENGREN,11878166,8
SCHIEFER,11878174,8
MORETA,11878182,8
SCHROEPFER,11878190,8
GOELLER,11878198,8
BEHYMER,11878206,8
KRISTIANSEN,11878214,8
HEISTAND,11878222,8
MELENDY,11878230,8
BRASIL,11878238,8
BARASH,11878246,8
BONNEMA,11878254,8
BUBAR,11878262,8
WORLAND,11878270,8
KINNETT,11878278,8
KREITZ,11878286,8
VALK,11878294,8
KARBOWSKI,11878302,8
SLAGEL,11878310,8
SLAWINSKI,11878318,8
STAY,11878326,8
MCCALLION,11878334,8
DAWDY,11878342,8
MICHELETTI,11878350,8
MAAHS,11878358,8
GIGNAC,11878366,8
MABEE,11878374,8
LYELL,11878382,8
BATMAN,11878390,8
DIFABIO,11878398,8
DETERMAN,11878406,8
VANORDER,11878414,8
LUBECK,11878422,8
CAPPELLETTI,11878430,8
SOCIA,11878438,8
MACCALLUM,11878446,8
DENSLOW,11878454,8
DOOM,11878462,8
BUESING,11878470,8
MACMASTER,11878478,8
WACH,11878486,8
LECOUNT,11878494,8
VANDERWERFF,11878502,8
PIROZZI,11878510,8
SELKE,11878518,8
BIDDINGER,11878526,8
MOTHERSHED,11878534,8
SECHREST,11878542,8
MILHOLLAND,11878550,8
AMYX,11878558,8
WILLOW,11878566,8
MANIGO,11878574,8
CARELLI,11878582,8
LIEBEL,11878590,8
ZOLLO,11878598,8
ESTERLY,11878606,8
THOENNES,11878614,8
KAHRS,11878622,8
DRECHSLER,11878630,8
PAOLILLO,11878638,8
STURKIE,11878646,8
MCCUTCHAN,11878654,8
PULSE,11878662,8
HERMANS,11878670,8
EBERLEIN,11878678,8
KREEGER,11878686,8
ABELSON,11878694,8
MANGONE,11878702,8
CURCI,11878710,8
MULQUEEN,11878718,8
STREGE,11878726,8
SESMA,11878734,8
PITSCH,11878742,8
HEMSTREET,11878750,8
SANGUINETTI,11878758,8
QUINBY,11878766,8
VANDENBURG,11878774,8
VOSSEN,11878782,8
BELLAVIA,11878790,8
BIRKY,11878798,8
OVERSON,11878806,8
TAITT,11878814,8
ARRAZOLA,11878822,8
RAAD,11878830,8
ELLERY,11878838,8
FALZARANO,11878846,8
TAX,11878854,8
ZOCH,11878862,8
SCHOR,11878870,8
CORDY,11878878,8
CIPOLLONE,11878886,8
SAINTJEAN,11878894,8
MACINNIS,11878902,8
OJALA,11878910,8
POLAN,11878918,8
MAHNKEN,11878926,8
CURATOLO,11878934,8
MASSMAN,11878942,8
SAFAR,11878950,8
SCHEIBLE,11878958,8
FALLA,11878966,8
OHAVER,11878974,8
MATHE,11878982,8
ROZMAN,11878990,8
KUSEK,11878998,8
BERTON,11879006,8
REPKA,11879014,8
RAMBERG,11879022,8
HAID,11879030,8
ARNESEN,11879038,8
SOFFER,11879046,8
AGLER,11879054,8
ALBUS,11879062,8
ERRINGTON,11879070,8
DERKSEN,11879078,8
QUALE,11879086,8
RAPSON,11879094,8
FOULDS,11879102,8
SAMMARTINO,11879110,8
BATTISTI,11879118,8
DEGRAZIA,11879126,8
GENZ,11879134,8
NASO,11879142,8
PLOEGER,11879150,8
DESROSIER,11879158,8
ROSSANO,11879166,8
BERN,11879174,8
DILLEHAY,11879182,8
DEVOL,11879190,8
KUSCHEL,11879198,8
VENCILL,11879206,8
POPELKA,11879214,8
GENNA,11879222,8
CZAPLICKI,11879230,8
DOERNER,11879238,8
DEUTSCHER,11879246,8
GRAD,11879254,8
STENSTROM,11879262,8
GERSTENBERGER,11879270,8
UPP,11879278,8
BERRES,11879286,8
SHEER,11879294,8
CHAMPEAU,11879302,8
KENEALY,11879310,8
LIPHAM,11879318,8
STANICH,11879326,8
SANDINO,11879334,8
ABSHIER,11879342,8
DEBO,11879350,8
GILDNER,11879358,8
GIARDINO,11879366,8
JOHNSRUD,11879374,8
KEERAN,11879382,8
LINHARES,11879390,8
GOODFRIEND,11879398,8
ROUTON,11879406,8
BOTELER,11879414,8
NESHEIM,11879422,8
CONNIFF,11879430,8
FRANKLYN,11879438,8
LEWTON,11879446,8
MANK,11879454,8
GUISINGER,11879462,8
HUSSONG,11879470,8
CARLOW,11879478,8
ROZA,11879486,8
FORGUE,11879494,8
SAMPEDRO,11879502,8
GREENBERGER,11879510,8
INCH,11879518,8
HEINSOHN,11879526,8
TIMPE,11879534,8
STRENG,11879542,8
STRIKE,11879550,8
PERNICE,11879558,8
OLEN,11879566,8
HENRICHSEN,11879574,8
SEUFERT,11879582,8
MONGAN,11879590,8
COPPENS,11879598,8
BAIO,11879606,8
REAP,11879614,8
FAWVER,11879622,8
ZAUN,11879630,8
CRUCES,11879638,8
KOLASINSKI,11879646,8
ENGLEHARDT,11879654,8
KULLA,11879662,8
MULGREW,11879670,8
WACHOWSKI,11879678,8
ROSENSTEEL,11879686,8
GIRVIN,11879694,8
WICKE,11879702,8
GRANO,11879710,8
FAULDS,11879718,8
JONKER,11879726,8
HENDEE,11879734,8
ORIORDAN,11879742,8
BLECK,11879750,8
KEADY,11879758,8
CORSINI,11879766,8
GOEPFERT,11879774,8
JANELLE,11879782,8
REINSTEIN,11879790,8
HERDT,11879798,8
HAVLICEK,11879806,8
VERONICA,11879814,8
MOUNTFORD,11879822,8
KAUTH,11879830,8
CHILCOTT,11879838,8
STENE,11879846,8
BASHOR,11879854,8
KACKLEY,11879862,8
LITVIN,11879870,8
BASSFORD,11879878,8
RUEGG,11879886,8
SHENEMAN,11879894,8
SUNDELL,11879902,8
KHAIMOV,11879910,8
DOMIN,11879918,8
FULL,11879926,8
SPLINTER,11879934,8
SNEATH,11879942,8
BENCIVENGA,11879950,8
BLESS,11879958,8
SATRE,11879966,8
PENNELLA,11879974,8
MCCONATHY,11879982,8
HEVENER,11879990,8
CASSADAY,11879998,8
BUCARO,11880006,8
COHICK,11880014,8
GERTSCH,11880022,8
PILLADO,11880030,8
SALMOND,11880038,8
WARDRIP,11880046,8
GOMBOS,11880054,8
BRADLY,11880062,8
GRUNOW,11880070,8
GRAFFAM,11880078,8
LORGE,11880086,8
SHANAFELT,11880094,8
AHMANN,11880102,8
BLAZIER,11880110,8
SUCHAN,11880118,8
GALANIS,11880126,8
KOFF,11880134,8
SEEBERGER,11880142,8
AVANS,11880150,8
BARTLEBAUGH,11880158,8
TWOREK,11880166,8
TARALLO,11880174,8
MANIFOLD,11880182,8
CAILLOUET,11880190,8
CACCAVALE,11880198,8
VONDRAK,11880206,8
SENTENO,11880214,8
MOSCHETTI,11880222,8
TUTTON,11880230,8
HEAVEN,11880238,8
ZAYA,11880246,8
DELAURA,11880254,8
FAUGHN,11880262,8
JEZIERSKI,11880270,8
AXFORD,11880278,8
BARLAGE,11880286,8
BELGER,11880294,8
NAUS,11880302,8
KOSKY,11880310,8
FUDALA,11880318,8
KEESEY,11880326,8
TRAVELSTEAD,11880334,8
CANNIFF,11880342,8
GUMINA,11880350,8
KEMPLE,11880358,8
TEHAN,11880366,8
FIGUERO,11880374,8
GHANNAM,11880382,8
MCARTOR,11880390,8
SPEARING,11880398,8
BASSE,11880406,8
FANA,11880414,8
PUERTAS,11880422,8
UNION,11880430,8
CASTENEDA,11880438,8
CORKUM,11880446,8
REDLICH,11880454,8
PETO,11880462,8
SHOEN,11880470,8
RECUPERO,11880478,8
LANGSETH,11880486,8
FRANZONE,11880494,8
NOLET,11880502,8
DUIGNAN,11880510,8
BURGESON,11880518,8
BONELLO,11880526,8
POCIUS,11880534,8
PELPHREY,11880542,8
GEERTS,11880550,8
OZBUN,11880558,8
DIMPERIO,11880566,8
CALER,11880574,8
VENTURELLA,11880582,8
SAMPAYO,11880590,8
KOBY,11880598,8
BENA,11880606,8
ROJANO,11880614,8
GUNDRY,11880622,8
BURKLUND,11880630,8
KOEPPE,11880638,8
PERAL,11880646,8
PHILEMON,11880654,8
FESS,11880662,8
STIFTER,11880670,8
AYLLON,11880678,8
CASSETTA,11880686,8
STURROCK,11880694,8
NOVELLA,11880702,8
LAPRISE,11880710,8
SHIEL,11880718,8
BIRES,11880726,8
RAMALHO,11880734,8
PEZZULLO,11880742,8
ZERVAS,11880750,8
LISKEY,11880758,8
MISKE,11880766,8
CARRE,11880774,8
PLUDE,11880782,8
SOMES,11880790,8
STROHMAN,11880798,8
RALLIS,11880806,8
SHINNERS,11880814,8
BONNIN,11880822,8
BADOUR,11880830,8
CREWE,11880838,8
ESTHER,11880846,8
INNOCENTI,11880854,8
LANDAUER,11880862,8
ANGELINE,11880870,8
GODINO,11880878,8
BUCKNOR,11880886,8
HILLIN,11880894,8
STAVE,11880902,8
WESTENBERGER,11880910,8
EDERER,11880918,8
HIERHOLZER,11880926,8
BUSK,11880934,8
GORNIAK,11880942,8
UNGERER,11880950,8
CHARBONNET,11880958,8
LUSIGNAN,11880966,8
HEPPE,11880974,8
BRUUN,11880982,8
COLLA,11880990,8
YANDA,11880998,8
HUSSON,11881006,8
WOODLE,11881014,8
SCHULENBURG,11881022,8
SELA,11881030,8
GOGA,11881038,8
BEHNEY,11881046,8
HATLESTAD,11881054,8
MEDARIS,11881062,8
ABITZ,11881070,8
WENZLER,11881078,8
OREE,11881086,8
GREG,11881094,8
MONTECINO,11881102,8
BETHARD,11881110,8
CLEPPER,11881118,8
METZER,11881126,8
VANOSTRAND,11881134,8
KIRKEBY,11881142,8
KOSSMAN,11881150,8
FILSINGER,11881158,8
WILINSKI,11881166,8
REHLING,11881174,8
HEEB,11881182,8
MARGRAF,11881190,8
KALLEN,11881198,8
HUET,11881206,8
BERGHUIS,11881214,8
SZWED,11881222,8
EVERLING,11881230,8
SPRICK,11881238,8
CICHOWSKI,11881246,8
RELPH,11881254,8
ZUPKO,11881262,8
ALIYEV,11881270,8
PARDY,11881278,8
KOOY,11881286,8
LODWICK,11881294,8
MILLSTEIN,11881302,8
PERNICIARO,11881310,8
MEHRTENS,11881318,8
CRANCE,11881326,8
FATHI,11881334,8
MACMULLEN,11881342,8
TOURIGNY,11881350,8
KANZ,11881358,8
PLUME,11881366,8
MURZYN,11881374,8
TUMAN,11881382,8
SWAILES,11881390,8
POEHLMAN,11881398,8
WANK,11881406,8
CUMBA,11881414,8
MCILHENNY,11881422,8
MENDOLIA,11881430,8
TAVES,11881438,8
SALZ,11881446,8
HANNES,11881454,8
WILLWERTH,11881462,8
RUMNEY,11881470,8
GUERREO,11881478,8
FRYLING,11881486,8
ADELSTEIN,11881494,8
GALVES,11881502,8
BUSSER,11881510,8
ROSEVEAR,11881518,8
MASSAR,11881526,8
WAIDELICH,11881534,8
STROMQUIST,11881542,8
DENISTON,11881550,8
ESKELSON,11881558,8
ROWBERRY,11881566,8
BOHNET,11881574,8
BOUWKAMP,11881582,8
WAGENAAR,11881590,8
URQUIA,11881598,8
LORY,11881606,8
ECKERSLEY,11881614,8
WICKENHEISER,11881622,8
DANEY,11881630,8
KLEY,11881638,8
RADEN,11881646,8
SEMEL,11881654,8
OHMS,11881662,8
ROMOS,11881670,8
CANARIO,11881678,8
FULWILER,11881686,8
KUHRT,11881694,8
SCHROADER,11881702,8
WRATCHFORD,11881710,8
WASIL,11881718,8
LESSA,11881726,8
BRINES,11881734,8
CAVALCANTE,11881742,8
NICOLAUS,11881750,8
MANSI,11881758,8
OLSHEFSKI,11881766,8
ANDREANO,11881774,8
SALKIN,11881782,8
SPERBECK,11881790,8
TARTE,11881798,8
SEHER,11881806,8
TATTON,11881814,8
LESTRANGE,11881822,8
RIGALI,11881830,8
PATRICIA,11881838,8
KHALIF,11881846,8
HURM,11881854,8
ALSAADI,11881862,8
WATLING,11881870,8
EATHERLY,11881878,8
SAMUELSEN,11881886,8
TOCK,11881894,8
MORASH,11881902,8
TETLEY,11881910,8
QUILLING,11881918,8
MORELES,11881926,8
SINEATH,11881934,8
SMESTAD,11881942,8
ANTILLA,11881950,8
ANEMA,11881958,8
TUNKARA,11881966,8
PANNO,11881974,8
BRIAR,11881982,8
RAITHEL,11881990,8
TRUDE,11881998,8
REVILLE,11882006,8
SHAWLER,11882014,8
JICHA,11882022,8
GOSLINE,11882030,8
VOWLES,11882038,8
ABBY,11882046,8
DELIS,11882054,8
BROOKFIELD,11882062,8
BAYAT,11882070,8
HACKBART,11882078,8
GRIVAS,11882086,8
MANNOR,11882094,8
LAMIA,11882102,8
MORLES,11882110,8
ALCE,11882118,8
MITRO,11882126,8
AKHMEDOV,11882134,8
KNOLLENBERG,11882142,8
PREFONTAINE,11882150,8
RAVAN,11882158,8
SHURE,11882166,8
CHAMI,11882174,8
NABARRO,11882182,8
RITZEL,11882190,8
LECKER,11882198,8
SICKEL,11882206,8
BUTKA,11882214,8
KOPPE,11882222,8
RAWLE,11882230,8
BOURRET,11882238,8
HEINLY,11882246,8
BEHNAM,11882254,8
HENSELER,11882262,8
HELENA,11882270,8
KILEN,11882278,8
ASELTINE,11882286,8
ALBALADEJO,11882294,8
YAKO,11882302,8
HORTEN,11882310,8
DOSKOCIL,11882318,8
KELKER,11882326,8
BULAT,11882334,8
GRANDI,11882342,8
SHARICK,11882350,8
ZAKY,11882358,8
MAZAR,11882366,8
SAMIMI,11882374,8
BINI,11882382,8
GRATHWOHL,11882390,8
PATERNITI,11882398,8
ELS,11882406,8
ALIU,11882414,8
NOYER,11882422,8
VANKEMPEN,11882430,8
ALICIA,11882438,8
