name,,api weight
FALLER,11046747,105
MASI,11046852,105
SHAIN,11046957,105
ENRIQUE,11047062,105
REGINO,11047167,105
MORANTE,11047272,105
SUSA,11047377,105
BELARDO,11047482,105
ASKARI,11047587,105
MANAGO,11047692,105
ROUT,11047797,105
VALA,11047902,105
TALIB,11048007,105
ORIAS,11048112,105
CELINO,11048217,105
BUZON,11048322,105
ALINO,11048427,105
RAMRUP,11048532,105
KOSHI,11048637,105
MOVA,11048742,105
SAMOA,11048847,105
KWEI,11048952,105
KRY,11049057,105
RABINA,11049162,105
PADAYAO,11049267,105
SEVAK,11049372,105
MALONG,11049477,105
PILLI,11049582,105
SAGARIO,11049687,105
HASHIGUCHI,11049792,105
FAROL,11049897,105
KAZAMA,11050002,105
YOZA,11050107,105
KUWATA,11050212,105
MATSUNAMI,11050317,105
ELLAZAR,11050422,105
BASCONCILLO,11050527,105
SALUDO,11050632,105
SHIMAZAKI,11050737,105
TAMAYOSE,11050842,105
JOSAFAT,11050947,105
SHAHRIAR,11051052,105
FUJISAKI,11051157,105
VILLAVER,11051262,105
DROZARIO,11051367,105
SERAFICA,11051472,105
SABILLO,11051577,105
KAJANI,11051682,105
ISHIYAMA,11051787,105
FUJISAWA,11051892,105
SHEHZAD,11051997,105
BIAG,11052102,105
SAYAVONGSA,11052207,105
THAP,11052312,105
KIOA,11052417,105
SENANAYAKE,11052522,105
AGBUYA,11052627,105
ASILO,11052732,105
GRAJO,11052837,105
CHANTHABOURY,11052942,105
TALUSAN,11053047,105
MLO,11053152,105
LADAK,11053257,105
CHOUP,11053362,105
MAJITHIA,11053467,105
AGRAVANTE,11053572,105
BADYAL,11053677,105
SABAPATHY,11053782,105
TJAHJADI,11053887,105
KATTI,11053992,105
BADLANI,11054097,105
VUYYURU,11054202,105
SADASIVAM,11054307,105
SASIKUMAR,11054412,105
GEHANI,11054517,105
GORTI,11054622,105
YERNENI,11054727,105
MYAT,11054832,105
PATWARI,11054937,105
MADIRAJU,11055042,105
JAGADISH,11055147,105
KONGARA,11055252,105
KANDIMALLA,11055357,105
NEELAM,11055462,105
NAMGUNG,11055567,105
NEELAKANTAN,11055672,105
GAMEZ,11055776,104
WILLARD,11055880,104
LATHAM,11055984,104
HOUSER,11056088,104
PAIGE,11056192,104
FITCH,11056296,104
KRAUS,11056400,104
SPANGLER,11056504,104
ZIMMER,11056608,104
STJOHN,11056712,104
GODDARD,11056816,104
ROWLEY,11056920,104
MORRISSEY,11057024,104
SHELL,11057128,104
JEFFREY,11057232,104
SELL,11057336,104
GRACIA,11057440,104
WOOLSEY,11057544,104
SLATON,11057648,104
PARE,11057752,104
BARO,11057856,104
CAVA,11057960,104
JALALI,11058064,104
DANISH,11058168,104
FIDEL,11058272,104
SHAMI,11058376,104
LABAN,11058480,104
SHEIN,11058584,104
LEAO,11058688,104
PANI,11058792,104
PALIK,11058896,104
MERZA,11059000,104
VIRA,11059104,104
CAMELLO,11059208,104
RABENA,11059312,104
BIE,11059416,104
VER,11059520,104
BARIN,11059624,104
TAKI,11059728,104
LADINES,11059832,104
HEMRAJ,11059936,104
DAL,11060040,104
SOT,11060144,104
SUKA,11060248,104
PARDILLA,11060352,104
SEECHARRAN,11060456,104
TERLAJE,11060560,104
FATU,11060664,104
BALOY,11060768,104
ANSAR,11060872,104
TALARO,11060976,104
GUMATAOTAO,11061080,104
GUALBERTO,11061184,104
CAMPOMANES,11061288,104
KAUVAKA,11061392,104
FONTECHA,11061496,104
ROCES,11061600,104
CATOLICO,11061704,104
NACARIO,11061808,104
PAGARIGAN,11061912,104
TJAN,11062016,104
AGAG,11062120,104
BALDEMOR,11062224,104
PICARDAL,11062328,104
MAGISTRADO,11062432,104
KATEL,11062536,104
SAYOC,11062640,104
MIYAJIMA,11062744,104
JARDELEZA,11062848,104
ROMBAOA,11062952,104
KANAMORI,11063056,104
PASALA,11063160,104
CAPITULO,11063264,104
CALAUNAN,11063368,104
LUTUI,11063472,104
OSATO,11063576,104
ARQUIZA,11063680,104
REJI,11063784,104
CABARDO,11063888,104
CHUEH,11063992,104
RAYCHAUDHURI,11064096,104
BHUTIA,11064200,104
SINH,11064304,104
JAGARLAMUDI,11064408,104
HEMRAJANI,11064512,104
KATIYAR,11064616,104
SPHABMIXAY,11064720,104
ADAPA,11064824,104
BHAMRA,11064928,104
NGUIEN,11065032,104
KARUPPIAH,11065136,104
BANZUELA,11065240,104
ALLADI,11065344,104
SYHAVONG,11065448,104
CHERNG,11065552,104
EDUPUGANTI,11065656,104
SOUVANNA,11065760,104
TAMHANE,11065864,104
BAGSIC,11065968,104
BIRADAR,11066072,104
DEVABHAKTUNI,11066176,104
MOUANOUTOUA,11066280,104
BHUPATHIRAJU,11066384,104
BOOKER,11066487,103
COLBERT,11066590,103
RODRIQUEZ,11066693,103
MILLIGAN,11066796,103
MESSER,11066899,103
TROTTER,11067002,103
VARNER,11067105,103
CONROY,11067208,103
ARNETT,11067311,103
HILLMAN,11067414,103
STEARNS,11067517,103
ELLSWORTH,11067620,103
REES,11067723,103
ECHEVARRIA,11067826,103
BOSCH,11067929,103
MILLAR,11068032,103
KARAS,11068135,103
KILLION,11068238,103
OMARA,11068341,103
MATUTE,11068444,103
FORTUNA,11068547,103
ASTUDILLO,11068650,103
MORELOS,11068753,103
CONCHA,11068856,103
CASTILLON,11068959,103
OSIAS,11069062,103
RAIS,11069165,103
ATA,11069268,103
TAMBE,11069371,103
ABAS,11069474,103
MULAY,11069577,103
YUSI,11069680,103
CARBULLIDO,11069783,103
SEON,11069886,103
SUKHNANDAN,11069989,103
DUBAL,11070092,103
NGOR,11070195,103
SABERON,11070298,103
TSUKAYAMA,11070401,103
LARANANG,11070504,103
WATABE,11070607,103
LAVEA,11070710,103
DAFTARY,11070813,103
YAMANO,11070916,103
MEMBRERE,11071019,103
BABUL,11071122,103
BISARRA,11071225,103
SAVELLANO,11071328,103
PALILEO,11071431,103
YUI,11071534,103
CRUZADA,11071637,103
PASAG,11071740,103
KIRIHARA,11071843,103
MILITAR,11071946,103
JAFRY,11072049,103
KHEMLANI,11072152,103
OBIAS,11072255,103
YOSHIMI,11072358,103
FUJISHIGE,11072461,103
MALATE,11072564,103
BHUIYA,11072667,103
AFAGA,11072770,103
SIADOR,11072873,103
KHAT,11072976,103
DHANJI,11073079,103
MENDAROS,11073182,103
TOTANES,11073285,103
BANTIGUE,11073388,103
SAGGU,11073491,103
PALEPU,11073594,103
MANLULU,11073697,103
GOLLAPALLI,11073800,103
EUNG,11073903,103
JHANG,11074006,103
PADMANABAN,11074109,103
SENAPATI,11074212,103
WIJERATNE,11074315,103
BHURA,11074418,103
SAMDANI,11074521,103
GARAPATI,11074624,103
THOEUN,11074727,103
MARIAPPAN,11074830,103
MAGSOMBOL,11074933,103
MIRYALA,11075036,103
IVEY,11075138,102
HYATT,11075240,102
BATEMAN,11075342,102
KEENE,11075444,102
HIRSCH,11075546,102
SORENSON,11075648,102
BURK,11075750,102
CALL,11075852,102
URBINA,11075954,102
BEEBE,11076056,102
CLANCY,11076158,102
MONK,11076260,102
CARLIN,11076362,102
FRANCE,11076464,102
GALVIN,11076566,102
WORRELL,11076668,102
RHEA,11076770,102
GONCALVES,11076872,102
MARQUES,11076974,102
LAING,11077076,102
LAZAR,11077178,102
DIEZ,11077280,102
GOVAN,11077382,102
MASSON,11077484,102
RAHIMI,11077586,102
SANTANDER,11077688,102
TONY,11077790,102
MACHA,11077892,102
AMARA,11077994,102
RASHED,11078096,102
BAS,11078198,102
ASA,11078300,102
KATA,11078402,102
BOODOO,11078504,102
CHOL,11078606,102
ARK,11078708,102
AMA,11078810,102
SEECHARAN,11078912,102
RULL,11079014,102
ALAPAI,11079116,102
PURAN,11079218,102
FELIZARDO,11079320,102
GIAN,11079422,102
GANGARAM,11079524,102
