name,,black weight
SHOATS,30661233,256
PROSPERE,30661489,256
ADSIDE,30661745,256
LE,30662000,255
LAPOINTE,30662255,255
LEMA,30662510,255
CHUBB,30662765,255
HARLAND,30663020,255
WANAMAKER,30663275,255
RASCO,30663530,255
ALLIE,30663785,255
MCCOOK,30664040,255
FURTICK,30664295,255
LEVETT,30664550,255
TANKARD,30664805,255
DECIUS,30665060,255
ESTWICK,30665315,255
BADU,30665570,255
REGISTRE,30665825,255
VIXAMAR,30666080,255
JAITEH,30666335,255
FRANCILLON,30666590,255
CENATUS,30666845,255
YIMER,30667100,255
NNADI,30667355,255
KWAKYE,30667610,255
TARPEH,30667865,255
LORENZO,30668119,254
ELROD,30668373,254
PITCHER,30668627,254
STURGES,30668881,254
MAUNEY,30669135,254
HEBB,30669389,254
WINBURN,30669643,254
DEERE,30669897,254
BURROUGH,30670151,254
DACE,30670405,254
LINGARD,30670659,254
ROCHELL,30670913,254
BRYE,30671167,254
SKEETER,30671421,254
LOCUS,30671675,254
SUPERVILLE,30671929,254
KIRLEW,30672183,254
BOARDS,30672437,254
MIGNOTT,30672691,254
POINTDUJOUR,30672945,254
ADUSEI,30673199,254
BAUER,30673452,253
SOUSA,30673705,253
BOLAND,30673958,253
LAPLANTE,30674211,253
WOOLLEY,30674464,253
LOCKARD,30674717,253
LORE,30674970,253
BATTY,30675223,253
FLY,30675476,253
AMAR,30675729,253
LUTON,30675982,253
DRAUGHON,30676235,253
CAUGHMAN,30676488,253
PREVO,30676741,253
LIDE,30676994,253
LOCUST,30677247,253
BONNY,30677500,253
BLACKETT,30677753,253
SEABORNE,30678006,253
SIDBURY,30678259,253
WILLIMAS,30678512,253
DUALE,30678765,253
ZEPHIRIN,30679018,253
TORREGANO,30679271,253
BLANGO,30679524,253
DESSALINES,30679777,253
FAY,30680029,252
KEELEY,30680281,252
SETZER,30680533,252
ALTON,30680785,252
PURSLEY,30681037,252
TAPLEY,30681289,252
BONDURANT,30681541,252
WHITTENBURG,30681793,252
SHARPLESS,30682045,252
RAMROOP,30682297,252
ROSETTE,30682549,252
EDGECOMBE,30682801,252
HULLUM,30683053,252
TORY,30683305,252
NELLUMS,30683557,252
CYPRIEN,30683809,252
READO,30684061,252
DESINOR,30684313,252
TAWIAH,30684565,252
PAULDO,30684817,252
CUNDIFF,30685068,251
KILLION,30685319,251
NIGHTINGALE,30685570,251
CISCO,30685821,251
KIER,30686072,251
CURLEE,30686323,251
SEGARS,30686574,251
GROSVENOR,30686825,251
RAHAMAN,30687076,251
TRICHE,30687327,251
HEGGIE,30687578,251
CLIPPER,30687829,251
WAKER,30688080,251
HOBLEY,30688331,251
FLADGER,30688582,251
LEDGISTER,30688833,251
SAILS,30689084,251
ETUK,30689335,251
BAIDOO,30689586,251
KABIA,30689837,251
WILBUR,30690087,250
SHUMAKER,30690337,250
HYLAND,30690587,250
DELIA,30690837,250
HUMBLE,30691087,250
BLACKFORD,30691337,250
AMAN,30691587,250
MANEY,30691837,250
HOPWOOD,30692087,250
MCEWAN,30692337,250
MCKINSEY,30692587,250
MACAULEY,30692837,250
FAGIN,30693087,250
STOCKARD,30693337,250
DORA,30693587,250
GERALDS,30693837,250
MANAGO,30694087,250
OUTERBRIDGE,30694337,250
CLEARE,30694587,250
RUGGS,30694837,250
MAXIME,30695087,250
STEPHNEY,30695337,250
MCCURTY,30695587,250
SAMUDA,30695837,250
TWYMON,30696087,250
ESTIVERNE,30696337,250
MBENGUE,30696587,250
KOLAWOLE,30696837,250
DUKULY,30697087,250
RODRIGUE,30697336,249
MAINE,30697585,249
BACKMAN,30697834,249
LINGO,30698083,249
BREEZE,30698332,249
AMY,30698581,249
ALIX,30698830,249
ROUTT,30699079,249
BURRISS,30699328,249
ARDIS,30699577,249
HARIS,30699826,249
HUDNELL,30700075,249
PHILEMON,30700324,249
YOUMAN,30700573,249
CABBELL,30700822,249
TEALER,30701071,249
KENEBREW,30701320,249
MUWWAKKIL,30701569,249
JERIDO,30701818,249
DUMORNAY,30702067,249
MBERWA,30702316,249
SALAS,30702564,248
BAIR,30702812,248
BERARD,30703060,248
POCHE,30703308,248
GOODNER,30703556,248
GHENT,30703804,248
DEKLE,30704052,248
KITCHINGS,30704300,248
BURKINS,30704548,248
WALKINS,30704796,248
LETTSOME,30705044,248
OMEALLY,30705292,248
FRELIX,30705540,248
WOODFOLK,30705788,248
CASSAMAJOR,30706036,248
NNAJI,30706284,248
MYREE,30706532,248
DOHERTY,30706779,247
FABIAN,30707026,247
OREILLY,30707273,247
DOMINGO,30707520,247
SCRIBNER,30707767,247
VANDERPOOL,30708014,247
LEFEVRE,30708261,247
RALEIGH,30708508,247
GEDDES,30708755,247
HASLAM,30709002,247
LAMKIN,30709249,247
CRESWELL,30709496,247
BOTHWELL,30709743,247
KERSH,30709990,247
BIBBY,30710237,247
BULLOCH,30710484,247
LOFLAND,30710731,247
ROYALS,30710978,247
RAMPERSAUD,30711225,247
WHICHARD,30711472,247
HANSBROUGH,30711719,247
RIEVES,30711966,247
LANGHORN,30712213,247
GILLEYLEN,30712460,247
GALLISHAW,30712707,247
KARRIEM,30712954,247
GOODLY,30713201,247
WHEATFALL,30713448,247
HULLABY,30713695,247
DOUCOURE,30713942,247
ROMEUS,30714189,247
NWAFOR,30714436,247
FLEEKS,30714683,247
ALADE,30714930,247
MESADIEU,30715177,247
CLAWSON,30715423,246
DERR,30715669,246
DACUS,30715915,246
CROSLEY,30716161,246
HOSCH,30716407,246
WALDRUP,30716653,246
LESUEUR,30716899,246
TOOTLE,30717145,246
BECKWORTH,30717391,246
DUNCOMBE,30717637,246
SWINGER,30717883,246
DELANE,30718129,246
LOUISON,30718375,246
STURKEY,30718621,246
JUNIUS,30718867,246
HUSSEN,30719113,246
MOLIERE,30719359,246
HOSTEN,30719605,246
AMILCAR,30719851,246
PRIMOUS,30720097,246
WATKIS,30720343,246
BAKARI,30720589,246
SIMEUS,30720835,246
FOSU,30721081,246
MCKENNA,30721326,245
MASSE,30721571,245
PENTON,30721816,245
DYESS,30722061,245
WIGLEY,30722306,245
MODICA,30722551,245
FLESHMAN,30722796,245
BAGGS,30723041,245
COPLIN,30723286,245
DOLLY,30723531,245
LADOUCEUR,30723776,245
COLTRANE,30724021,245
BASTON,30724266,245
CORNICK,30724511,245
CHRISS,30724756,245
DUCASSE,30725001,245
RINGOLD,30725246,245
POTIER,30725491,245
JULY,30725736,245
ROUTE,30725981,245
CHASTANG,30726226,245
SAFFO,30726471,245
PEAN,30726716,245
BRISKER,30726961,245
HAMLETTE,30727206,245
CHEATEM,30727451,245
VEILLARD,30727696,245
ADIGUN,30727941,245
ARISTILDE,30728186,245
OFOSU,30728431,245
FLUGENCE,30728676,245
LEHMAN,30728920,244
KUMAR,30729164,244
PYLE,30729408,244
JENSON,30729652,244
LOWDER,30729896,244
SPILLERS,30730140,244
ORGAN,30730384,244
BRERETON,30730628,244
PERRO,30730872,244
MOMAN,30731116,244
BRODEN,30731360,244
CONYER,30731604,244
CAYSON,30731848,244
FRECKLETON,30732092,244
ADONIS,30732336,244
TOYER,30732580,244
CHARACTER,30732824,244
ALTENOR,30733068,244
REIVES,30733312,244
PENNYMAN,30733556,244
JAMMEH,30733800,244
MESHESHA,30734044,244
DULCIO,30734288,244
DIAW,30734532,244
LARMOND,30734776,244
COVER,30735019,243
STUTTS,30735262,243
HOLLEMAN,30735505,243
GRINSTEAD,30735748,243
RENARD,30735991,243
RUMLEY,30736234,243
GILDERSLEEVE,30736477,243
PHILYAW,30736720,243
ELLISTON,30736963,243
CAMPS,30737206,243
STANISLAUS,30737449,243
MCGLOTHEN,30737692,243
GABOUREL,30737935,243
FEARRINGTON,30738178,243
ECHOLES,30738421,243
EMILIEN,30738664,243
WHISBY,30738907,243
SUMMAGE,30739150,243
WIAFE,30739393,243
KNAPP,30739635,242
HARDESTY,30739877,242
HOWLAND,30740119,242
SEAGRAVES,30740361,242
PATTY,30740603,242
MAXON,30740845,242
HIRES,30741087,242
BALAN,30741329,242
ABDELRAHMAN,30741571,242
LONGMORE,30741813,242
SUMMERHILL,30742055,242
FREENY,30742297,242
SYLVAN,30742539,242
MUCKLE,30742781,242
OSLEY,30743023,242
DARIS,30743265,242
RAMBUS,30743507,242
AJALA,30743749,242
PARGO,30743991,242
CRITTLE,30744233,242
MCCADNEY,30744475,242
MUHUMED,30744717,242
CINEAS,30744959,242
KYEI,30745201,242
LOUIDOR,30745443,242
KARIKARI,30745685,242
HALLETT,30745926,241
DANKO,30746167,241
DEY,30746408,241
CHATHAM,30746649,241
GARRARD,30746890,241
BURGAN,30747131,241
LEVER,30747372,241
ABDULLA,30747613,241
NIBLETT,30747854,241
BUCKLE,30748095,241
BENNEFIELD,30748336,241
MABEN,30748577,241
BLAIZE,30748818,241
LARTIGUE,30749059,241
COOTE,30749300,241
GIVANS,30749541,241
MILON,30749782,241
TUNER,30750023,241
BLIGE,30750264,241
STIMAGE,30750505,241
KORANTENG,30750746,241
OLADAPO,30750987,241
MCGRATH,30751227,240
MCINTIRE,30751467,240
HEDGES,30751707,240
ANGELO,30751947,240
MARQUES,30752187,240
GLISSON,30752427,240
MAYNE,30752667,240
DEVAULT,30752907,240
HORD,30753147,240
TUFTS,30753387,240
SEIGLER,30753627,240
MEAUX,30753867,240
BUNTIN,30754107,240
MCCAULLEY,30754347,240
DAHN,30754587,240
MAYHUE,30754827,240
WATKIN,30755067,240
GOYNES,30755307,240
ALEEM,30755547,240
FLYE,30755787,240
DISHMON,30756027,240
BLENMAN,30756267,240
LOTTIE,30756507,240
PRIMES,30756747,240
RENTIE,30756987,240
LESHORE,30757227,240
DARBOE,30757467,240
STROWDER,30757707,240
ALUKO,30757947,240
SOUMARE,30758187,240
WONGUS,30758427,240
ESCARMENT,30758667,240
HOLLISTER,30758906,239
SHEDD,30759145,239
BOUGHTON,30759384,239
KINZER,30759623,239
WIMBERLEY,30759862,239
BANES,30760101,239
SARVIS,30760340,239
SERGEANT,30760579,239
ROOSEVELT,30760818,239
FINKS,30761057,239
CRONEY,30761296,239
CLIETT,30761535,239
VILLARD,30761774,239
HAKEEM,30762013,239
SMACK,30762252,239
MAITRE,30762491,239
MCCLENNEY,30762730,239
LEGALL,30762969,239
PERTEET,30763208,239
REEVEY,30763447,239
PRAYLOW,30763686,239
ABDURAHMAN,30763925,239
YARRELL,30764164,239
MONDELUS,30764403,239
ABSHIR,30764642,239
LAPIERRE,30764880,238
STAMP,30765118,238
CLOVER,30765356,238
BANK,30765594,238
STINES,30765832,238
STAR,30766070,238
STROBLE,30766308,238
GILLIE,30766546,238
YOKLEY,30766784,238
SULAIMAN,30767022,238
RATTIGAN,30767260,238
SUITT,30767498,238
RAMOUTAR,30767736,238
ALLWOOD,30767974,238
MABIN,30768212,238
VEASY,30768450,238
MAXI,30768688,238
MCMICKENS,30768926,238
ODEMS,30769164,238
LAVANT,30769402,238
OKPARA,30769640,238
NSIAH,30769878,238
STPREUX,30770116,238
ROARK,30770353,237
MCNAMEE,30770590,237
LOBO,30770827,237
HORGAN,30771064,237
MASSENGILL,30771301,237
BASH,30771538,237
ROWLES,30771775,237
OKELLEY,30772012,237
HAYTER,30772249,237
MOHAMAD,30772486,237
TRIBBETT,30772723,237
MONSANTO,30772960,237
RANDAL,30773197,237
SHEILDS,30773434,237
MORRE,30773671,237
GOODIE,30773908,237
HAGGER,30774145,237
CLIATT,30774382,237
HAILES,30774619,237
MCKINZY,30774856,237
DARDY,30775093,237
ABDURRAHIM,30775330,237
EPHRIAM,30775567,237
CESAIRE,30775804,237
STHUBERT,30776041,237
MASSILLON,30776278,237
GUEVARA,30776514,236
HAGEN,30776750,236
GRUBB,30776986,236
FORESTER,30777222,236
DAGGETT,30777458,236
STULTZ,30777694,236
WATTERSON,30777930,236
READER,30778166,236
MCCULLY,30778402,236
HUIE,30778638,236
SIDERS,30778874,236
PERMENTER,30779110,236
SHEPERD,30779346,236
WAHEED,30779582,236
SIMES,30779818,236
PORE,30780054,236
LIVSEY,30780290,236
VASSOR,30780526,236
DOYLEY,30780762,236
BODISON,30780998,236
JATTA,30781234,236
DORISCA,30781470,236
NKANSAH,30781706,236
AKINDELE,30781942,236
COYLE,30782177,235
CORN,30782412,235
TUDOR,30782647,235
CURTISS,30782882,235
ARBUCKLE,30783117,235
POYNTER,30783352,235
DENSMORE,30783587,235
MANNA,30783822,235
HIERS,30784057,235
KEES,30784292,235
DRYSDALE,30784527,235
BLANFORD,30784762,235
BRANSFORD,30784997,235
TREASURE,30785232,235
HUGHLETT,30785467,235
SOOKDEO,30785702,235
NIBLACK,30785937,235
LAIDLER,30786172,235
OMARI,30786407,235
PATMAN,30786642,235
MCMOORE,30786877,235
CHAIRS,30787112,235
MCQUILLER,30787347,235
MWAMBA,30787582,235
OTCHERE,30787817,235
OKOJIE,30788052,235
ESTIMABLE,30788287,235
ADEPOJU,30788522,235
ONYIA,30788757,235
BRAUN,30788991,234
MATSON,30789225,234
FABER,30789459,234
WASSON,30789693,234
MELCHOR,30789927,234
GILSON,30790161,234
MCDOUGALL,30790395,234
TYNDALL,30790629,234
DEOLIVEIRA,30790863,234
MUNDELL,30791097,234
MCCAW,30791331,234
SEAMON,30791565,234
TARKINGTON,30791799,234
ROLLISON,30792033,234
FATE,30792267,234
MCLUCAS,30792501,234
DUNGEY,30792735,234
MOURNING,30792969,234
PEEVY,30793203,234
MCGEACHY,30793437,234
SAMMY,30793671,234
WELLMAKER,30793905,234
SKANES,30794139,234
OFFICE,30794373,234
BIRDINE,30794607,234
FINE,30794840,233
PARSLEY,30795073,233
SAVOIE,30795306,233
HAMNER,30795539,233
SPURLIN,30795772,233
STERRETT,30796005,233
BOREL,30796238,233
WELCHER,30796471,233
RUMBLE,30796704,233
THWEATT,30796937,233
NEVERS,30797170,233
MEGGS,30797403,233
BOYE,30797636,233
BETTERS,30797869,233
EGERTON,30798102,233
CUTHRELL,30798335,233
ALPHONSO,30798568,233
BIGBEE,30798801,233
TRANSOU,30799034,233
ARCHANGEL,30799267,233
WAYMER,30799500,233
MILIEN,30799733,233
HORDGE,30799966,233
JIMOH,30800199,233
AGGREY,30800432,233
MARFO,30800665,233
NEFF,30800897,232
ABREU,30801129,232
JANES,30801361,232
CAWLEY,30801593,232
RUSHTON,30801825,232
BERKE,30802057,232
MANUS,30802289,232
CADLE,30802521,232
RANDEL,30802753,232
STEVE,30802985,232
ADOLPH,30803217,232
FOLMAR,30803449,232
MYRES,30803681,232
ARMFIELD,30803913,232
BRODNAX,30804145,232
BREELAND,30804377,232
CODE,30804609,232
MUKHTAR,30804841,232
THURMON,30805073,232
AVINGER,30805305,232
MCGILVERY,30805537,232
TOUSSANT,30805769,232
FEATHERSON,30806001,232
WOODARDS,30806233,232
ALBERTIE,30806465,232
COWINS,30806697,232
CEASOR,30806929,232
SEIBLES,30807161,232
BILBREW,30807393,232
NORTEY,30807625,232
DIRIYE,30807857,232
VALLE,30808088,231
HOUGHTON,30808319,231
SKIDMORE,30808550,231
GILPIN,30808781,231
WOODHAM,30809012,231
SEDGWICK,30809243,231
DEMPSTER,30809474,231
SWINDLER,30809705,231
PURDUE,30809936,231
ARY,30810167,231
TELFER,30810398,231
SARRATT,30810629,231
ASHWOOD,30810860,231
STUDSTILL,30811091,231
CRUMBY,30811322,231
RICKENBACKER,30811553,231
CENTEIO,30811784,231
SEMPER,30812015,231
GRADDICK,30812246,231
ROC,30812477,231
WARMSLEY,30812708,231
JIBRIL,30812939,231
SAILES,30813170,231
HURNS,30813401,231
AUBOURG,30813632,231
ROCKINGHAM,30813863,231
ASRAT,30814094,231
ASEFA,30814325,231
WOLDEGIORGIS,30814556,231
BARGER,30814786,230
MCMILLEN,30815016,230
MEADOR,30815246,230
MCCOOL,30815476,230
TOBAR,30815706,230
OXFORD,30815936,230
PIGG,30816166,230
CANADAY,30816396,230
VICTORY,30816626,230
ARTHURS,30816856,230
VIRDEN,30817086,230
LABAT,30817316,230
MARSON,30817546,230
ADELSON,30817776,230
MCCASKEY,30818006,230
BOISSEAU,30818236,230
SKILLERN,30818466,230
BECKUM,30818696,230
RHUE,30818926,230
MAINER,30819156,230
EASTMOND,30819386,230
DRUMWRIGHT,30819616,230
LEVERSON,30819846,230
ELLERSON,30820076,230
DOXIE,30820306,230
MODEST,30820536,230
MCKENNIE,30820766,230
OJI,30820996,230
BROOMES,30821226,230
HILLIE,30821456,230
JOSAPHAT,30821686,230
HOLLINSHED,30821916,230
PLAISIR,30822146,230
TEMESGEN,30822376,230
ARIAS,30822605,229
OLEARY,30822834,229
DEWEY,30823063,229
PELTIER,30823292,229
CLICK,30823521,229
ETTER,30823750,229
CARLEY,30823979,229
SUNDAY,30824208,229
CREEKMORE,30824437,229
TOMES,30824666,229
VINE,30824895,229
HASHIM,30825124,229
MCLEISH,30825353,229
MATTHIS,30825582,229
CULTON,30825811,229
BHOLA,30826040,229
THAGGARD,30826269,229
SCOBY,30826498,229
PRINTUP,30826727,229
BURGMAN,30826956,229
MERCY,30827185,229
DYCE,30827414,229
RYCE,30827643,229
HOUSEN,30827872,229
VENERABLE,30828101,229
DURAL,30828330,229
HARVEST,30828559,229
BOURNES,30828788,229
LHERISSON,30829017,229
BELNAVIS,30829246,229
OWES,30829475,229
BUCKHANON,30829704,229
ISMA,30829933,229
FLUCAS,30830162,229
SAINTPREUX,30830391,229
WHISENTON,30830620,229
LABISSIERE,30830849,229
ADUGYAMFI,30831078,229
AKLILU,30831307,229
OCHOA,30831535,228
PAINTER,30831763,228
MCGOUGH,30831991,228
SOUDER,30832219,228
SIMONTON,30832447,228
DUCLOS,30832675,228
PIER,30832903,228
ROLLINGS,30833131,228
HOWERY,30833359,228
LALL,30833587,228
TEVIS,30833815,228
MARCELL,30834043,228
BLAZE,30834271,228
BRIDGEFORD,30834499,228
AIKINS,30834727,228
BODLEY,30834955,228
BORNER,30835183,228
SOREY,30835411,228
CREECY,30835639,228
OFFER,30835867,228
LENTON,30836095,228
KINNEBREW,30836323,228
RAPLEY,30836551,228
BRISBY,30836779,228
TILLIE,30837007,228
HAMIEL,30837235,228
HORRY,30837463,228
ALAO,30837691,228
SAMB,30837919,228
SHAMSIDDEEN,30838147,228
FERNANDERS,30838375,228
SOWAH,30838603,228
VONNER,30838831,228
ZULU,30839059,228
AGBO,30839287,228
YELLOCK,30839515,228
BARTHELUS,30839743,228
ADEGOKE,30839971,228
PREVIL,30840199,228
APONTE,30840426,227
MATTINGLY,30840653,227
VALLES,30840880,227
SLONE,30841107,227
ROBSON,30841334,227
HILLIS,30841561,227
BRASHEAR,30841788,227
HILBURN,30842015,227
HEDGE,30842242,227
SULLINS,30842469,227
GRIFFEY,30842696,227
DIVINE,30842923,227
LEVIS,30843150,227
HIBLER,30843377,227
KENTON,30843604,227
MANNEY,30843831,227
MORRISETTE,30844058,227
GETTER,30844285,227
GORING,30844512,227
LAYE,30844739,227
REELS,30844966,227
BOGUES,30845193,227
MAMON,30845420,227
MHOON,30845647,227
PORTLEY,30845874,227
HEADSPETH,30846101,227
TUNSON,30846328,227
HURTS,30846555,227
TADEMY,30846782,227
SWARN,30847009,227
BUNCHE,30847236,227
PHILMORE,30847463,227
BOTCHWAY,30847690,227
SOUMAHORO,30847917,227
OYEWOLE,30848144,227
OJUKWU,30848371,227
TOOSON,30848598,227
ACQUAYE,30848825,227
MAKINDE,30849052,227
ENRIQUEZ,30849278,226
MENA,30849504,226
COFFIN,30849730,226
FELL,30849956,226
MARKEY,30850182,226
CASSEL,30850408,226
JARDINE,30850634,226
ESKEW,30850860,226
RAKER,30851086,226
SPURLING,30851312,226
SUMMER,30851538,226
HOSE,30851764,226
FOLSE,30851990,226
FISHBACK,30852216,226
JARREAU,30852442,226
MCLOUD,30852668,226
SATTERTHWAITE,30852894,226
FURLOUGH,30853120,226
FREEMON,30853346,226
GOFFE,30853572,226
ALLSTON,30853798,226
COOPWOOD,30854024,226
LENEAR,30854250,226
RIGMAIDEN,30854476,226
ALEM,30854702,226
BRABOY,30854928,226
ALLICOCK,30855154,226
LIVING,30855380,226
POULARD,30855606,226
GASSAMA,30855832,226
ADEYEYE,30856058,226
ROSALES,30856283,225
FERRER,30856508,225
BABBITT,30856733,225
MCSHANE,30856958,225
BELISLE,30857183,225
ORMSBY,30857408,225
GAREY,30857633,225
LAIN,30857858,225
HASLEY,30858083,225
MCFERRIN,30858308,225
COVERDALE,30858533,225
STODDART,30858758,225
HAMZA,30858983,225
CROSWELL,30859208,225
BASDEO,30859433,225
FORGE,30859658,225
ISADORE,30859883,225
TAMBA,30860108,225
BLAGROVE,30860333,225
AMANUEL,30860558,225
LIGGONS,30860783,225
SACKOR,30861008,225
ANSONG,30861233,225
JUAREZ,30861457,224
RODEN,30861681,224
PINE,30861905,224
BRIDGE,30862129,224
LOOK,30862353,224
ENDSLEY,30862577,224
ARANT,30862801,224
HUGHS,30863025,224
GILCREASE,30863249,224
POU,30863473,224
GOWINS,30863697,224
TAMPLIN,30863921,224
JACOX,30864145,224
BIGLOW,30864369,224
BOLDON,30864593,224
MAKINS,30864817,224
HORNES,30865041,224
TURKS,30865265,224
LUNDI,30865489,224
FIGGERS,30865713,224
DIRIE,30865937,224
GRINNAGE,30866161,224
QUANDER,30866385,224
MINNIEWEATHER,30866609,224
GALLASHAW,30866833,224
FLOMO,30867057,224
MEBRAHTU,30867281,224
BLAGMON,30867505,224
ADETUNJI,30867729,224
DELAROSA,30867952,223
MESSER,30868175,223
SAGER,30868398,223
RICKARD,30868621,223
MILLAR,30868844,223
SYLVIA,30869067,223
HACKMAN,30869290,223
SOILEAU,30869513,223
JETTON,30869736,223
LATTIN,30869959,223
LEGENDRE,30870182,223
COLVARD,30870405,223
HEMPSTEAD,30870628,223
CORDY,30870851,223
BOODRAM,30871074,223
HENRI,30871297,223
GUILBEAUX,30871520,223
JAUDON,30871743,223
WHITTER,30871966,223
AYLER,30872189,223
MUNDLE,30872412,223
TREVILLION,30872635,223
MAPSON,30872858,223
GAMBLES,30873081,223
MCLENNON,30873304,223
TYMES,30873527,223
HADNOTT,30873750,223
SYAS,30873973,223
LESPINASSE,30874196,223
HARISTON,30874419,223
JOLLA,30874642,223
HAULCY,30874865,223
STRUGGS,30875088,223
BUISSERETH,30875311,223
COULANGES,30875534,223
AUGUSTAVE,30875757,223
IBEKWE,30875980,223
OSHODI,30876203,223
OSBURN,30876425,222
QUILLEN,30876647,222
BARRETTE,30876869,222
BLAKELEY,30877091,222
MCNATT,30877313,222
LACOSTE,30877535,222
STELL,30877757,222
TINDLE,30877979,222
MANNERS,30878201,222
DEMAS,30878423,222
ALAN,30878645,222
RATLEY,30878867,222
MURREY,30879089,222
BIFFLE,30879311,222
LIVAS,30879533,222
VERSER,30879755,222
ACEY,30879977,222
RAJI,30880199,222
SERRETTE,30880421,222
FORESTAL,30880643,222
CALLINS,30880865,222
JENERETTE,30881087,222
OKAI,30881309,222
ABDULHAQQ,30881531,222
FLENORY,30881753,222
TOUNKARA,30881975,222
RASHADA,30882197,222
NEUFVILLE,30882419,222
SAINTSURIN,30882641,222
HARDGES,30882863,222
POMPILUS,30883085,222
CARTHENS,30883307,222
CAMPHOR,30883529,222
THEODULE,30883751,222
CHAMPAGNIE,30883973,222
PIERREANTOINE,30884195,222
GOLDSTEIN,30884416,221
CAPPS,30884637,221
MCNALLY,30884858,221
RAPP,30885079,221
KENYON,30885300,221
VIERA,30885521,221
FLORA,30885742,221
BRINKER,30885963,221
LACOMBE,30886184,221
ANSON,30886405,221
LOWTHER,30886626,221
VANNOY,30886847,221
BALMER,30887068,221
CARMEN,30887289,221
ARON,30887510,221
MUIRHEAD,30887731,221
GAMMONS,30887952,221
BRIGNAC,30888173,221
WOOLBRIGHT,30888394,221
MARCHMAN,30888615,221
PARRAMORE,30888836,221
AYO,30889057,221
KNAPPER,30889278,221
SULE,30889499,221
DARITY,30889720,221
POLES,30889941,221
BOODOO,30890162,221
SLEET,30890383,221
DEBROW,30890604,221
BETHA,30890825,221
MCGRIER,30891046,221
OLAJIDE,30891267,221
BUTTON,30891487,220
RALEY,30891707,220
DYKE,30891927,220
MCENTIRE,30892147,220
ONEY,30892367,220
TOON,30892587,220
HOLTZCLAW,30892807,220
STOKELY,30893027,220
EVERY,30893247,220
KENLEY,30893467,220
MILLING,30893687,220
VANDUNK,30893907,220
MOLTON,30894127,220
COMMON,30894347,220
PAULDING,30894567,220
DEJARNETT,30894787,220
BORDES,30895007,220
DUVERNAY,30895227,220
WIDER,30895447,220
LACKLAND,30895667,220
AMBEAU,30895887,220
CIUS,30896107,220
JEMERSON,30896327,220
JEANBART,30896547,220
JEGEDE,30896767,220
TOATLEY,30896987,220
LORISTON,30897207,220
BIENEMY,30897427,220
GALLO,30897646,219
NEGRON,30897865,219
DIBBLE,30898084,219
TILLOTSON,30898303,219
WHISENANT,30898522,219
DANN,30898741,219
CAVIN,30898960,219
LOCKMAN,30899179,219
GAUTIER,30899398,219
MITCHAM,30899617,219
DELPH,30899836,219
BYROM,30900055,219
HURN,30900274,219
BARRS,30900493,219
MUFF,30900712,219
RIALS,30900931,219
SURRENCY,30901150,219
ARBUTHNOT,30901369,219
WALLINGTON,30901588,219
BUNTYN,30901807,219
CHASTEN,30902026,219
KIAH,30902245,219
PIERROT,30902464,219
BEAUVOIR,30902683,219
DEMERSON,30902902,219
BILLOPS,30903121,219
DODOO,30903340,219
JANNEH,30903559,219
ABERRA,30903778,219
AYOOLA,30903997,219
KASSAYE,30904216,219
LAKEW,30904435,219
CARRILLO,30904653,218
KEATING,30904871,218
CINTRON,30905089,218
DUTY,30905307,218
LOWRANCE,30905525,218
HARD,30905743,218
AULTMAN,30905961,218
MINICK,30906179,218
BACKSTROM,30906397,218
NORSWORTHY,30906615,218
EDLER,30906833,218
LUPER,30907051,218
PROCTER,30907269,218
APRIL,30907487,218
YOUSUF,30907705,218
LEMAR,30907923,218
DUPLECHAIN,30908141,218
JEFFERYS,30908359,218
PILSON,30908577,218
CARRY,30908795,218
TISDELL,30909013,218
COWSER,30909231,218
MONCURE,30909449,218
IJAMES,30909667,218
BARCLIFT,30909885,218
LIGGON,30910103,218
DUMAY,30910321,218
HARLEE,30910539,218
TORCHON,30910757,218
WEDLOW,30910975,218
PRESBERRY,30911193,218
BUGGAGE,30911411,218
PEPRAH,30911629,218
OSENI,30911847,218
MABONE,30912065,218
DORELIEN,30912283,218
