name,,black weight
STEINMAN,32743782,5
IYER,32743787,5
STERNBERG,32743792,5
BERGQUIST,32743797,5
BAILON,32743802,5
LAFLAMME,32743807,5
KLINGLER,32743812,5
GHOSH,32743817,5
KAMMERER,32743822,5
WUNDERLICH,32743827,5
URIARTE,32743832,5
REYNAGA,32743837,5
STAAB,32743842,5
SOUKUP,32743847,5
EBNER,32743852,5
SWARTZENTRUBER,32743857,5
SIMONSEN,32743862,5
HARSHBARGER,32743867,5
REBOLLAR,32743872,5
CENDEJAS,32743877,5
BHAKTA,32743882,5
NAUMANN,32743887,5
LACASSE,32743892,5
MORELLO,32743897,5
BELKNAP,32743902,5
STOLZ,32743907,5
CHRONISTER,32743912,5
NEMEC,32743917,5
KOZIOL,32743922,5
MULVIHILL,32743927,5
GENAO,32743932,5
KENSINGER,32743937,5
SWINFORD,32743942,5
OTTINGER,32743947,5
HAWKINSON,32743952,5
ALBAUGH,32743957,5
FROELICH,32743962,5
ASHBAUGH,32743967,5
ESCARENO,32743972,5
TESKE,32743977,5
BUONO,32743982,5
PETROSKY,32743987,5
RUBALCABA,32743992,5
ALDACO,32743997,5
KESTERSON,32744002,5
MAZUREK,32744007,5
WIESNER,32744012,5
KUBIK,32744017,5
LEMASTERS,32744022,5
BUSKIRK,32744027,5
DROST,32744032,5
LOEHR,32744037,5
BANERJEE,32744042,5
MOREJON,32744047,5
LAUFER,32744052,5
FIFIELD,32744057,5
GAXIOLA,32744062,5
FETTERMAN,32744067,5
BUSHONG,32744072,5
WESTLAKE,32744077,5
RUARK,32744082,5
NOVACK,32744087,5
SCANNELL,32744092,5
ORTEGO,32744097,5
IKEDA,32744102,5
RIOUX,32744107,5
MUENCH,32744112,5
DEALBA,32744117,5
DEMUTH,32744122,5
CUTSHALL,32744127,5
HECKLER,32744132,5
MARADIAGA,32744137,5
ENSIGN,32744142,5
MURCIA,32744147,5
IVERSEN,32744152,5
TIERNAN,32744157,5
ENGER,32744162,5
SATTERLEE,32744167,5
BJORKLUND,32744172,5
MARASCO,32744177,5
MANFREDI,32744182,5
PANKRATZ,32744187,5
PREUSS,32744192,5
BEAUPRE,32744197,5
CRANMER,32744202,5
MCANDREWS,32744207,5
RATZLAFF,32744212,5
HEITMANN,32744217,5
DECESARE,32744222,5
LICHTENSTEIN,32744227,5
KOPF,32744232,5
DIGIROLAMO,32744237,5
LUEBKE,32744242,5
MCPEEK,32744247,5
SURFACE,32744252,5
OBERLE,32744257,5
FRIDLEY,32744262,5
STETLER,32744267,5
MICKELSEN,32744272,5
STEFANSKI,32744277,5
BRAUNSTEIN,32744282,5
MOSCA,32744287,5
WESTERVELT,32744292,5
SAKAI,32744297,5
DELAMORA,32744302,5
TORKELSON,32744307,5
REDONDO,32744312,5
JOVEL,32744317,5
HEIDEMAN,32744322,5
KIRCHOFF,32744327,5
SHETTY,32744332,5
QUINTANAR,32744337,5
HERRMAN,32744342,5
CANIZALES,32744347,5
RATHBONE,32744352,5
SUTTERFIELD,32744357,5
PETTENGILL,32744362,5
OBERLANDER,32744367,5
SUNIGA,32744372,5
CUDDY,32744377,5
HOLMSTROM,32744382,5
MANZ,32744387,5
JUHL,32744392,5
AUNG,32744397,5
PILLSBURY,32744402,5
WILTSE,32744407,5
BOSTROM,32744412,5
TIEN,32744417,5
NEIRA,32744422,5
DILBECK,32744427,5
STALCUP,32744432,5
MAJANO,32744437,5
SPRAYBERRY,32744442,5
PERSSON,32744447,5
PULS,32744452,5
STEINHAUER,32744457,5
TEFFT,32744462,5
NEITZEL,32744467,5
APOLINAR,32744472,5
GARCIALOPEZ,32744477,5
GERTZ,32744482,5
SIEFERT,32744487,5
FETTIG,32744492,5
EHRHART,32744497,5
RAASCH,32744502,5
SCHAAL,32744507,5
SUTLIFF,32744512,5
LYBARGER,32744517,5
SHRINER,32744522,5
MARMOL,32744527,5
SCHAIBLE,32744532,5
SCHLICHTING,32744537,5
RETHERFORD,32744542,5
ROSENSTEIN,32744547,5
NAYAK,32744552,5
SALADINO,32744557,5
APEL,32744562,5
DEMASI,32744567,5
SCHWEIGERT,32744572,5
WHITEAKER,32744577,5
KADLEC,32744582,5
GARABEDIAN,32744587,5
GLANCY,32744592,5
RHEIN,32744597,5
ROBIDOUX,32744602,5
THIEME,32744607,5
EISENHART,32744612,5
RONK,32744617,5
BERTOLINI,32744622,5
LESH,32744627,5
FOSSUM,32744632,5
SEEFELDT,32744637,5
MAHNKE,32744642,5
STRANDBERG,32744647,5
DATTA,32744652,5
BALAS,32744657,5
CELENTANO,32744662,5
MULLOY,32744667,5
REISNER,32744672,5
TISCHLER,32744677,5
OCHSNER,32744682,5
CLAFLIN,32744687,5
FICKES,32744692,5
OPPENHEIM,32744697,5
MEROLA,32744702,5
ZEITLER,32744707,5
DANAHER,32744712,5
VILLACORTA,32744717,5
GUIMOND,32744722,5
ETZEL,32744727,5
OBERLIN,32744732,5
DENKER,32744737,5
DELCAMPO,32744742,5
BAIRES,32744747,5
SELZER,32744752,5
LAURO,32744757,5
POBLETE,32744762,5
GALEAS,32744767,5
HIPPLE,32744772,5
YBANEZ,32744777,5
KITTLESON,32744782,5
SCHWINDT,32744787,5
GUTSHALL,32744792,5
SLICK,32744797,5
DEMARTINI,32744802,5
NOWACKI,32744807,5
ANTRIM,32744812,5
BADILLA,32744817,5
SUDOL,32744822,5
WAGAR,32744827,5
SCHMUCK,32744832,5
COSSIO,32744837,5
HOLDRIDGE,32744842,5
CROYLE,32744847,5
TUSSEY,32744852,5
BEAUDETTE,32744857,5
RISK,32744862,5
GUSTAVSON,32744867,5
PATCHEN,32744872,5
RUSTAD,32744877,5
WISNESKI,32744882,5
OVERBAY,32744887,5
MAILLET,32744892,5
DAIGNEAULT,32744897,5
DONNELLAN,32744902,5
TROVATO,32744907,5
SURESH,32744912,5
GROSZ,32744917,5
FEINGOLD,32744922,5
HARROP,32744927,5
DOSCH,32744932,5
HEDGECOCK,32744937,5
SHEVLIN,32744942,5
HEITKAMP,32744947,5
SARINANA,32744952,5
LINTNER,32744957,5
ZERR,32744962,5
GOGUEN,32744967,5
BALDONADO,32744972,5
BUDGE,32744977,5
LOPEZMARTINEZ,32744982,5
ZEPP,32744987,5
SMUCKER,32744992,5
PRIBBLE,32744997,5
BLASI,32745002,5
JOVANOVIC,32745007,5
KOHR,32745012,5
BISCHOF,32745017,5
WEAKLAND,32745022,5
IN,32745027,5
STALVEY,32745032,5
VALDIVIESO,32745037,5
FLEISHMAN,32745042,5
RUUD,32745047,5
CLAVIJO,32745052,5
COENEN,32745057,5
MCGUCKIN,32745062,5
STEFANIK,32745067,5
KONEN,32745072,5
GREANEY,32745077,5
FILIPPONE,32745082,5
EGLI,32745087,5
LUCZAK,32745092,5
SAWTELLE,32745097,5
PULSIFER,32745102,5
KIST,32745107,5
CASSARA,32745112,5
RITER,32745117,5
BUSSIERE,32745122,5
MOLDOVAN,32745127,5
NISWONGER,32745132,5
LALLI,32745137,5
MAIORANO,32745142,5
DAOUST,32745147,5
YEPES,32745152,5
AREHART,32745157,5
BUSHEE,32745162,5
LYND,32745167,5
PRABHU,32745172,5
AUYEUNG,32745177,5
RAK,32745182,5
FOLKERTS,32745187,5
KEHLER,32745192,5
ZECH,32745197,5
DUDASH,32745202,5
SHEFFLER,32745207,5
RYCKMAN,32745212,5
BITZ,32745217,5
PATERNO,32745222,5
MATUSZEWSKI,32745227,5
HINCHEY,32745232,5
FUGITT,32745237,5
BEMENT,32745242,5
DENARDO,32745247,5
RICKE,32745252,5
NEUMEYER,32745257,5
NETH,32745262,5
KLEINHANS,32745267,5
DODGEN,32745272,5
DEPUY,32745277,5
VILLAMAR,32745282,5
KNITTEL,32745287,5
BICKLE,32745292,5
PONCIANO,32745297,5
HULTS,32745302,5
DEPAOLO,32745307,5
KARLS,32745312,5
XING,32745317,5
MANHART,32745322,5
LENZI,32745327,5
KULIKOWSKI,32745332,5
POLHEMUS,32745337,5
ARISTIZABAL,32745342,5
GIZZI,32745347,5
KINGREY,32745352,5
NEMECEK,32745357,5
CULLIGAN,32745362,5
PILEGGI,32745367,5
KLETT,32745372,5
SZAFRANSKI,32745377,5
OBYRNE,32745382,5
MASRI,32745387,5
BEDSOLE,32745392,5
GRUBAUGH,32745397,5
VILLAVERDE,32745402,5
AUNGST,32745407,5
PIZZUTO,32745412,5
ASPLUND,32745417,5
FELBER,32745422,5
MCNITT,32745427,5
CEBULA,32745432,5
WALWORTH,32745437,5
DONDERO,32745442,5
PIETROWSKI,32745447,5
CLAYPOOLE,32745452,5
CYGAN,32745457,5
TURNBAUGH,32745462,5
YELLE,32745467,5
MIGNONE,32745472,5
MUNSCH,32745477,5
GARRIOTT,32745482,5
PACELLI,32745487,5
REHBEIN,32745492,5
SELVIDGE,32745497,5
GOHL,32745502,5
MAMMEN,32745507,5
LACKNER,32745512,5
LESSMAN,32745517,5
KAROL,32745522,5
CHHABRA,32745527,5
KUBACKI,32745532,5
MACEDA,32745537,5
GILTNER,32745542,5
KULPA,32745547,5
PULSIPHER,32745552,5
DENEEN,32745557,5
ZWEIG,32745562,5
CORBEIL,32745567,5
POPPELL,32745572,5
BEECHY,32745577,5
LAGUNES,32745582,5
FREYER,32745587,5
VERMETTE,32745592,5
ZHAN,32745597,5
SMITLEY,32745602,5
OLAVARRIA,32745607,5
ARCILA,32745612,5
KLEBER,32745617,5
BRASCH,32745622,5
SARDINAS,32745627,5
LACROSSE,32745632,5
BUCHHOLTZ,32745637,5
VASTA,32745642,5
BEISEL,32745647,5
MCGETTIGAN,32745652,5
BLANCK,32745657,5
WAGMAN,32745662,5
HARBUCK,32745667,5
KRETSCHMER,32745672,5
BROOKOVER,32745677,5
MAGDA,32745682,5
JASO,32745687,5
DISKIN,32745692,5
GUILLEMETTE,32745697,5
LEMONDS,32745702,5
SHIRAZI,32745707,5
DONADIO,32745712,5
COLGROVE,32745717,5
YAMANE,32745722,5
WORM,32745727,5
PILCH,32745732,5
CARDARELLI,32745737,5
MENNE,32745742,5
TUITE,32745747,5
GRENZ,32745752,5
NEGLEY,32745757,5
MUNYON,32745762,5
MCGLASSON,32745767,5
EKBERG,32745772,5
FRAGALE,32745777,5
POTH,32745782,5
BELZER,32745787,5
BRACKNEY,32745792,5
PAFF,32745797,5
MCDUFFEE,32745802,5
KHOKHAR,32745807,5
DELAWDER,32745812,5
HAMMERSLEY,32745817,5
SARRIA,32745822,5
COVINO,32745827,5
LAUE,32745832,5
RAMIREZLOPEZ,32745837,5
CASTRILLO,32745842,5
MARZEC,32745847,5
HAKIMI,32745852,5
DREISBACH,32745857,5
RAISOR,32745862,5
MANVILLE,32745867,5
SCARDINA,32745872,5
PANCAKE,32745877,5
RATHOD,32745882,5
PEPER,32745887,5
CAPPER,32745892,5
FICHTNER,32745897,5
BRIXEY,32745902,5
GAVER,32745907,5
COLLYER,32745912,5
GUARDINO,32745917,5
HOCHSTEIN,32745922,5
CARIAGA,32745927,5
ELKO,32745932,5
NEMES,32745937,5
ALIOTO,32745942,5
VERBURG,32745947,5
ARTILES,32745952,5
MALIZIA,32745957,5
DAVIGNON,32745962,5
SASSON,32745967,5
SZEKELY,32745972,5
GAFF,32745977,5
PORTNER,32745982,5
OTTESON,32745987,5
IRIARTE,32745992,5
OHLINGER,32745997,5
CAMINO,32746002,5
WARNEKE,32746007,5
SCHWIMMER,32746012,5
CERONE,32746017,5
GHAZARIAN,32746022,5
MCAMIS,32746027,5
PREST,32746032,5
TEJERA,32746037,5
SCISM,32746042,5
POPAL,32746047,5
BRAUNER,32746052,5
MORDEN,32746057,5
GAUCIN,32746062,5
PIETTE,32746067,5
PELZ,32746072,5
ROTHGEB,32746077,5
NORTHCOTT,32746082,5
BELYEA,32746087,5
SOLUM,32746092,5
RUECKERT,32746097,5
ENDRESS,32746102,5
DIBATTISTA,32746107,5
DEBENEDICTIS,32746112,5
FOLINO,32746117,5
FULLAM,32746122,5
GIZA,32746127,5
PIZZA,32746132,5
GORDER,32746137,5
NIEMCZYK,32746142,5
FALVO,32746147,5
BLAHNIK,32746152,5
PFLEGER,32746157,5
FERA,32746162,5
TABBERT,32746167,5
MONCEAUX,32746172,5
DURFEY,32746177,5
GANGEMI,32746182,5
MISURACA,32746187,5
GOOLD,32746192,5
KEEP,32746197,5
KOSKO,32746202,5
PREIS,32746207,5
BOSCHERT,32746212,5
BUSA,32746217,5
BHULLAR,32746222,5
PALAGUACHI,32746227,5
NAZAR,32746232,5
BARGA,32746237,5
EISEMAN,32746242,5
KENISTON,32746247,5
VEILLON,32746252,5
RIJO,32746257,5
SZUCS,32746262,5
FORS,32746267,5
BURKARD,32746272,5
DANIELLO,32746277,5
PESTA,32746282,5
KARLSSON,32746287,5
FIALLO,32746292,5
DIEHM,32746297,5
HAMMEN,32746302,5
ATTARD,32746307,5
TRIMBOLI,32746312,5
SUI,32746317,5
BRANDER,32746322,5
WILTROUT,32746327,5
WENGERT,32746332,5
KOFFLER,32746337,5
HELTZEL,32746342,5
TANSKI,32746347,5
BOGUCKI,32746352,5
MANFRE,32746357,5
CALZADILLA,32746362,5
NGAN,32746367,5
MCNALL,32746372,5
ARONOV,32746377,5
MCENANEY,32746382,5
PAU,32746387,5
PARRELLA,32746392,5
DESHANE,32746397,5
STRENGTH,32746402,5
STANGLE,32746407,5
ANKENY,32746412,5
MARNELL,32746417,5
ADES,32746422,5
DELAHANTY,32746427,5
TREMMEL,32746432,5
MABEE,32746437,5
TAYAG,32746442,5
KULLMAN,32746447,5
PERROTTI,32746452,5
DETERMAN,32746457,5
MCMUNN,32746462,5
BARMAN,32746467,5
SARKER,32746472,5
SCOVILL,32746477,5
RAZ,32746482,5
BLAKESLEY,32746487,5
MUNCEY,32746492,5
SAYAVONG,32746497,5
PANDOLFO,32746502,5
CASSIN,32746507,5
ROHMAN,32746512,5
ELLINGWOOD,32746517,5
ELVIR,32746522,5
BERRIO,32746527,5
TAK,32746532,5
LICKTEIG,32746537,5
VIGNOLA,32746542,5
BEGA,32746547,5
BELLMORE,32746552,5
SINCHI,32746557,5
RAIMONDO,32746562,5
SAGUN,32746567,5
BURMESTER,32746572,5
BOALS,32746577,5
CASTALDI,32746582,5
HAMMERSMITH,32746587,5
TICAS,32746592,5
ROLLMAN,32746597,5
CIMINI,32746602,5
DOHRMANN,32746607,5
BENKERT,32746612,5
ASTOR,32746617,5
LENNING,32746622,5
EXPOSITO,32746627,5
PICKER,32746632,5
PINAL,32746637,5
MCCANNA,32746642,5
BARBERO,32746647,5
YANDLE,32746652,5
SAMPSEL,32746657,5
SANDIEGO,32746662,5
QUINBY,32746667,5
DOLEN,32746672,5
MINSTER,32746677,5
VANDENBURG,32746682,5
PIGMAN,32746687,5
CORIELL,32746692,5
FROSCH,32746697,5
WASSEL,32746702,5
KASHANI,32746707,5
HUSMAN,32746712,5
CLAPHAM,32746717,5
DREXEL,32746722,5
JENS,32746727,5
KUPKA,32746732,5
LECOMTE,32746737,5
MAIMONE,32746742,5
MEDEMA,32746747,5
ANGELI,32746752,5
WANDELL,32746757,5
GARCIAFLORES,32746762,5
COLELLO,32746767,5
ROTMAN,32746772,5
PARDI,32746777,5
NEWVILLE,32746782,5
OJALA,32746787,5
KASSNER,32746792,5
ENGELHARD,32746797,5
DOVEL,32746802,5
MELCHIORRE,32746807,5
HERNANDO,32746812,5
BLACKHURST,32746817,5
WILLDEN,32746822,5
CHEVERE,32746827,5
MUMPER,32746832,5
OHMER,32746837,5
NOLDER,32746842,5
VANDERLINDE,32746847,5
LASER,32746852,5
BONINE,32746857,5
FOGELMAN,32746862,5
MALTOS,32746867,5
GEHRET,32746872,5
HLADIK,32746877,5
FOSSE,32746882,5
FENNIMORE,32746887,5
HENNEBERRY,32746892,5
HUELSKAMP,32746897,5
RATHMANN,32746902,5
SAHLI,32746907,5
WRISTON,32746912,5
GENNA,32746917,5
SHEER,32746922,5
CABREJA,32746927,5
BRUGMAN,32746932,5
SANDINO,32746937,5
HOOT,32746942,5
TOMIC,32746947,5
POLSKY,32746952,5
FOK,32746957,5
FENNELLY,32746962,5
CUTCHER,32746967,5
NILA,32746972,5
KEHM,32746977,5
BISCARDI,32746982,5
ROUTON,32746987,5
PYPER,32746992,5
WASSELL,32746997,5
ROUGHT,32747002,5
NORMILE,32747007,5
GATTA,32747012,5
GUARNERI,32747017,5
MCELHINEY,32747022,5
FOGERTY,32747027,5
DAVERN,32747032,5
FORRER,32747037,5
MAJCHRZAK,32747042,5
ARTH,32747047,5
PELLICANO,32747052,5
EDGETT,32747057,5
KOZLOV,32747062,5
MOUNTZ,32747067,5
MCCLARD,32747072,5
SALINGER,32747077,5
JOSS,32747082,5
RAUEN,32747087,5
FURLAN,32747092,5
STOMBAUGH,32747097,5
ZANOTTI,32747102,5
STRIKE,32747107,5
LAC,32747112,5
SKIFF,32747117,5
KOHLMEIER,32747122,5
GHOBRIAL,32747127,5
STULLER,32747132,5
LAD,32747137,5
RACH,32747142,5
RUFFALO,32747147,5
WONDRA,32747152,5
CLASON,32747157,5
VOTTA,32747162,5
LEADINGHAM,32747167,5
MCCAHILL,32747172,5
ORRICO,32747177,5
WILLEN,32747182,5
ROSENSTEEL,32747187,5
SHAFF,32747192,5
KIRLIN,32747197,5
KLEES,32747202,5
LIV,32747207,5
MASTELLER,32747212,5
RUPARD,32747217,5
HOVERMALE,32747222,5
CARMER,32747227,5
WILENSKY,32747232,5
DEYTON,32747237,5
MILKE,32747242,5
EBBEN,32747247,5
ERMAN,32747252,5
PAULES,32747257,5
TIONGSON,32747262,5
HARTLAUB,32747267,5
CLOWES,32747272,5
MONTEFUSCO,32747277,5
NEAD,32747282,5
MALLIN,32747287,5
HENCH,32747292,5
SAMMIS,32747297,5
MOUNTFORD,32747302,5
LAPOLLA,32747307,5
KUCHINSKI,32747312,5
STENE,32747317,5
DEYOE,32747322,5
CANDO,32747327,5
HALLIN,32747332,5
KALATA,32747337,5
KOCI,32747342,5
CUESTAS,32747347,5
MERFELD,32747352,5
SNEATH,32747357,5
WYETH,32747362,5
BALTER,32747367,5
MARSCH,32747372,5
KEZIAH,32747377,5
POIRRIER,32747382,5
BICKERTON,32747387,5
KOOI,32747392,5
GHAFFARI,32747397,5
DELORBE,32747402,5
MAZZIE,32747407,5
ORAMA,32747412,5
BOHLANDER,32747417,5
PILOTO,32747422,5
FULWIDER,32747427,5
MANNE,32747432,5
BELLEAU,32747437,5
APP,32747442,5
DILAURO,32747447,5
GANGULY,32747452,5
KOFF,32747457,5
MCDIARMID,32747462,5
LOSER,32747467,5
RUMRILL,32747472,5
SENTENO,32747477,5
SEGLER,32747482,5
COCCA,32747487,5
MENEAR,32747492,5
SANDVIK,32747497,5
VASCONEZ,32747502,5
TROPP,32747507,5
BUSHWAY,32747512,5
MCCORT,32747517,5
BETKER,32747522,5
DETER,32747527,5
CALDERIN,32747532,5
LIBMAN,32747537,5
ALBELO,32747542,5
TRAYER,32747547,5
LEPERA,32747552,5
BOLLA,32747557,5
WISNIESKI,32747562,5
GUTZMAN,32747567,5
VANNICE,32747572,5
YANKO,32747577,5
FINDER,32747582,5
ELSBURY,32747587,5
GOYNE,32747592,5
JAGGI,32747597,5
ORICK,32747602,5
ZILLER,32747607,5
BERLAND,32747612,5
BELCOURT,32747617,5
MISA,32747622,5
OMANA,32747627,5
IRONSIDE,32747632,5
WHITSEL,32747637,5
MASCIO,32747642,5
LEZA,32747647,5
SANDEEN,32747652,5
DELILLO,32747657,5
KOUGH,32747662,5
BACCARI,32747667,5
PIETRI,32747672,5
MIESES,32747677,5
SARCHET,32747682,5
SOBERANO,32747687,5
PARSA,32747692,5
CAMINERO,32747697,5
IAMS,32747702,5
LOCKYER,32747707,5
RECUPERO,32747712,5
SIRK,32747717,5
SCHRIMPF,32747722,5
KOCIS,32747727,5
GORI,32747732,5
BRAUCH,32747737,5
BEZANSON,32747742,5
LOSASSO,32747747,5
GORES,32747752,5
FROMMER,32747757,5
OMORI,32747762,5
SPAYD,32747767,5
SCHWEPPE,32747772,5
BERNARDS,32747777,5
BEVERLIN,32747782,5
WESENBERG,32747787,5
GRADILLAS,32747792,5
OHARRA,32747797,5
STARZYK,32747802,5
OMARY,32747807,5
ALMEYDA,32747812,5
SEEBECK,32747817,5
CHIUSANO,32747822,5
URMAN,32747827,5
KILZER,32747832,5
SIVER,32747837,5
BADURA,32747842,5
AMREIN,32747847,5
BANU,32747852,5
HARTSOUGH,32747857,5
YEAKLEY,32747862,5
ROYCROFT,32747867,5
PETH,32747872,5
CATALANOTTO,32747877,5
DETHLOFF,32747882,5
ATHENS,32747887,5
TREON,32747892,5
CAPILLA,32747897,5
BUFFO,32747902,5
OUTMAN,32747907,5
STERNE,32747912,5
ZERON,32747917,5
OSIKA,32747922,5
LARGEN,32747927,5
LAIS,32747932,5
DINOVO,32747937,5
MERANDA,32747942,5
PORTANOVA,32747947,5
STEPHANI,32747952,5
CAGLEY,32747957,5
FARON,32747962,5
ERKER,32747967,5
RAMERO,32747972,5
SHIHADEH,32747977,5
KASZA,32747982,5
FREGEAU,32747987,5
FUNCK,32747992,5
CUSMANO,32747997,5
GRACI,32748002,5
VALAZQUEZ,32748007,5
RUCKEL,32748012,5
RESOR,32748017,5
GLADU,32748022,5
COUPLAND,32748027,5
HETTRICK,32748032,5
PURDIN,32748037,5
SCHLOTT,32748042,5
CASSARO,32748047,5
DORST,32748052,5
DESHLER,32748057,5
BEGUN,32748062,5
WALIA,32748067,5
SEONG,32748072,5
EMARD,32748077,5
BLUNCK,32748082,5
STORMES,32748087,5
ROHRBACK,32748092,5
RUTHVEN,32748097,5
MASSAD,32748102,5
BOGDEN,32748107,5
SCHRADE,32748112,5
FALANGA,32748117,5
MACHI,32748122,5
SINYARD,32748127,5
YOUNGERMAN,32748132,5
GORNIAK,32748137,5
MASLOW,32748142,5
BOROWY,32748147,5
BRAVER,32748152,5
LINDH,32748157,5
BROOKSHIER,32748162,5
BRUSCO,32748167,5
BRAU,32748172,5
BRONKEMA,32748177,5
CHARANIA,32748182,5
CANDEE,32748187,5
LLERA,32748192,5
SEVERA,32748197,5
BABILONIA,32748202,5
WEISENSEL,32748207,5
POH,32748212,5
FILA,32748217,5
BAYDOUN,32748222,5
NEMER,32748227,5
POZNANSKI,32748232,5
RADLER,32748237,5
SHAMSI,32748242,5
BISSEN,32748247,5
LECCESE,32748252,5
MAGLEY,32748257,5
ORGANISTA,32748262,5
SWAPP,32748267,5
LEBAR,32748272,5
BERGEMAN,32748277,5
WAINER,32748282,5
STOUTENBURG,32748287,5
LONGERBEAM,32748292,5
NESSLER,32748297,5
CALLINAN,32748302,5
BIGMAN,32748307,5
TEAGARDEN,32748312,5
CHOVAN,32748317,5
COBERN,32748322,5
PRATA,32748327,5
JIPSON,32748332,5
MARIC,32748337,5
GILGER,32748342,5
CAMPERO,32748347,5
JANKO,32748352,5
TRAMONTANO,32748357,5
SILVANO,32748362,5
ALDEA,32748367,5
KARDELL,32748372,5
DIETEL,32748377,5
REGEHR,32748382,5
EROH,32748387,5
CRISTINA,32748392,5
FATHI,32748397,5
AURE,32748402,5
SCHLECHTER,32748407,5
REVIER,32748412,5
MAMEDOV,32748417,5
HOEG,32748422,5
LACOUTURE,32748427,5
REDDIG,32748432,5
MAZUMDER,32748437,5
PERKOVICH,32748442,5
SIDDOWAY,32748447,5
BUTSCH,32748452,5
CLETO,32748457,5
TOTAH,32748462,5
BIELA,32748467,5
GRANITO,32748472,5
BORELLO,32748477,5
BICKLER,32748482,5
PRUGH,32748487,5
LAWNICZAK,32748492,5
BROE,32748497,5
DEPAULO,32748502,5
GANSEN,32748507,5
KORBER,32748512,5
BELAIRE,32748517,5
CONVILLE,32748522,5
GAVILAN,32748527,5
ANTHIS,32748532,5
KYES,32748537,5
KEITEL,32748542,5
MATSEN,32748547,5
MARTINKA,32748552,5
FRAIM,32748557,5
DECHRISTOPHER,32748562,5
ESKANDER,32748567,5
LETONA,32748572,5
TAUBERT,32748577,5
ALAMOS,32748582,5
RINEHIMER,32748587,5
THABET,32748592,5
GERMANI,32748597,5
LANDENBERGER,32748602,5
AGUALLO,32748607,5
ZEBALLOS,32748612,5
BOLLMANN,32748617,5
WAKIM,32748622,5
KAUSAR,32748627,5
GHAI,32748632,5
SWEDLUND,32748637,5
MELROY,32748642,5
CARRIERO,32748647,5
MCEVER,32748652,5
SHKRELI,32748657,5
HULCE,32748662,5
SALINE,32748667,5
KALAN,32748672,5
HETU,32748677,5
COOGLE,32748682,5
SEDLER,32748687,5
WHALIN,32748692,5
MERRIOTT,32748697,5
GARINGER,32748702,5
FLAVELL,32748707,5
MCCREEDY,32748712,5
LEICHTER,32748717,5
KOTILA,32748722,5
NUSE,32748727,5
SANSEVERINO,32748732,5
PARES,32748737,5
PERCHES,32748742,5
GUTERREZ,32748747,5
STUECK,32748752,5
SABINA,32748757,5
YOM,32748762,5
UDEN,32748767,5
LAGAN,32748772,5
BYL,32748777,5
WOLDEN,32748782,5
TWITE,32748787,5
ESTRELA,32748792,5
GEISERT,32748797,5
MAKINSON,32748802,5
HAGEE,32748807,5
GOETHALS,32748812,5
FABREGAS,32748817,5
CAEZ,32748822,5
BEINE,32748827,5
URREGO,32748832,5
REICHLEY,32748837,5
FLOREN,32748842,5
CAVENDISH,32748847,5
GALINSKY,32748852,5
ABBASSI,32748857,5
CARCIA,32748862,5
PORR,32748867,5
LAWTHER,32748872,5
DUFFELL,32748877,5
DIMARIO,32748882,5
FERG,32748887,5
GLOD,32748892,5
MELLETT,32748897,5
MANGINE,32748902,5
LAWLIS,32748907,5
TATLOCK,32748912,5
RABENOLD,32748917,5
LEVANGIE,32748922,5
LOPERENA,32748927,5
HURTUBISE,32748932,5
GORENFLO,32748937,5
HEYS,32748942,5
KIERAN,32748947,5
HUEBERT,32748952,5
GILBERTO,32748957,5
BASARA,32748962,5
TORONTO,32748967,5
MATSUBARA,32748972,5
HOUG,32748977,5
BUMBAUGH,32748982,5
DESMITH,32748987,5
MCINROY,32748992,5
JARES,32748997,5
KAZA,32749002,5
KODA,32749007,5
SPINELLO,32749012,5
RUSSON,32749017,5
HAYEN,32749022,5
NASSERI,32749027,5
VANDERSLOOT,32749032,5
KOBYLINSKI,32749037,5
DETHLEFS,32749042,5
HERMS,32749047,5
HOGER,32749052,5
KURDI,32749057,5
POINTON,32749062,5
BASSETTI,32749067,5
SARTE,32749072,5
SUDDATH,32749077,5
MOQUETE,32749082,5
CRISTEA,32749087,5
EPPERT,32749092,5
RANTALA,32749097,5
LATCHAW,32749102,5
ESSENBURG,32749107,5
DAPPER,32749112,5
KISSACK,32749117,5
PIET,32749122,5
HARNE,32749127,5
SITZER,32749132,5
ROZSA,32749137,5
LOREK,32749142,5
HARTINGER,32749147,5
ZIPPER,32749152,5
MANZANILLA,32749157,5
GLENNY,32749162,5
LOUKAS,32749167,5
SIMONES,32749172,5
BLEIL,32749177,5
NAG,32749182,5
RAMADANI,32749187,5
DERMAN,32749192,5
RAJOTTE,32749197,5
OLIVIO,32749202,5
BATHE,32749207,5
ANGELICA,32749212,5
PEDDLE,32749217,5
DUIS,32749222,5
DEAZA,32749227,5
GENSKE,32749232,5
HOT,32749237,5
LOTTI,32749242,5
LENN,32749247,5
MCLANAHAN,32749252,5
ROED,32749257,5
FODGE,32749262,5
HAWE,32749267,5
RINGS,32749272,5
WAKEHAM,32749277,5
BRAYER,32749282,5
AMAT,32749287,5
TREST,32749292,5
VONGUNTEN,32749297,5
OHANA,32749302,5
PLACK,32749307,5
HOAGE,32749312,5
HORCH,32749317,5
FLEES,32749322,5
DRACH,32749327,5
BOODY,32749332,5
ROTTLER,32749337,5
NAKHLA,32749342,5
PAES,32749347,5
OSIO,32749352,5
CAAL,32749357,5
ENTWISLE,32749362,5
