Name,,weight
GARLAND,72217320,20579
JEWELL,72237896,20576
HEALY,72258411,20515
SHARPE,72278903,20492
HUTCHINS,72299384,20481
NICHOLAS,72319848,20464
BEATTY,72340304,20456
RUBIN,72360740,20436
REGAN,72381139,20399
DAHL,72401538,20399
FRASER,72421909,20371
DODGE,72442275,20366
QUICK,72462576,20301
BLANTON,72482872,20296
POLLOCK,72503151,20279
RUTLEDGE,72523402,20251
TOMPKINS,72543645,20243
MCKNIGHT,72563887,20242
SHERIDAN,72584099,20212
CORBIN,72604304,20205
LINK,72624501,20197
BURRIS,72644680,20179
HAMMER,72664830,20150
DUBOIS,72684976,20146
COTE,72705103,20127
BOWER,72725229,20126
GUNTER,72745344,20115
GREENWOOD,72765455,20111
CLIFTON,72785556,20101
NIX,72805645,20089
GRACE,72825723,20078
GAGNON,72845792,20069
SHEETS,72865839,20047
GREENBERG,72885755,19916
HAGER,72905668,19913
BENJAMIN,72925573,19905
SINCLAIR,72945463,19890
HATCHER,72965342,19879
MAURER,72985200,19858
CLIFFORD,73005035,19835
GROVE,73024791,19756
GEIGER,73044546,19755
ERWIN,73064292,19746
MANLEY,73084033,19741
METZGER,73103740,19707
BLOCK,73123435,19695
ALFORD,73143113,19678
HOLLEY,73162781,19668
JORGENSEN,73182390,19609
VOSS,73201979,19589
GUY,73221563,19584
TERRELL,73241129,19566
KRUSE,73260687,19558
TALLEY,73280244,19557
BOYCE,73299801,19557
HAND,73319351,19550
DUGAN,73338896,19545
CHILDRESS,73358429,19533
HOYT,73377951,19522
TEAGUE,73397451,19500
CAHILL,73416947,19496
MCELROY,73436417,19470
BUTCHER,73455856,19439
MOSLEY,73475276,19420
PURCELL,73494682,19406
GAMBLE,73514081,19399
STILES,73533479,19398
SHERWOOD,73552876,19397
WALDEN,73572271,19395
LARKIN,73591649,19378
CLEMENT,73611018,19369
DRAPER,73630346,19328
ELMORE,73649673,19327
PHIPPS,73668983,19310
MAYFIELD,73688290,19307
WHITLEY,73707595,19305
CARUSO,73726888,19293
PIPER,73746169,19281
THACKER,73765443,19274
MEADE,73784668,19225
HOLLINGSWORTH,73803882,19214
REECE,73823086,19204
WILLARD,73842277,19191
MCFADDEN,73861466,19189
OHARA,73880655,19189
COKER,73899819,19164
BOWLES,73918971,19152
CORNELL,73938064,19093
DALEY,73957143,19079
SCHAFFER,73976221,19078
DICKEY,73995275,19054
DUNHAM,74014309,19034
MESSER,74033341,19032
HERRON,74052362,19021
NOEL,74071368,19006
PEDERSEN,74090365,18997
ROOT,74109346,18981
FINN,74128300,18954
SWIFT,74147253,18953
AMES,74166201,18948
HINTON,74185129,18928
HERBERT,74204046,18917
KEENAN,74222947,18901
RAMEY,74241839,18892
FERRIS,74260726,18887
POE,74279611,18885
STINSON,74298493,18882
METZ,74317339,18846
WILHELM,74336184,18845
BEAVER,74355023,18839
BARNHART,74373851,18828
STROUD,74392670,18819
FOREMAN,74411486,18816
GAINES,74430298,18812
TOTH,74449076,18778
COYLE,74467837,18761
HOLLIS,74486589,18752
MINER,74505328,18739
BERGERON,74524062,18734
SIZEMORE,74542789,18727
GOMEZ,74561510,18721
BOUCHER,74580198,18688
BILLINGS,74598840,18642
CUMMINS,74617474,18634
TACKETT,74636093,18619
SMART,74654687,18594
FERREIRA,74673250,18563
LOVELL,74691797,18547
CULLEN,74710333,18536
WASHBURN,74728866,18533
KOEHLER,74747383,18517
GRADY,74765871,18488
DICK,74784337,18466
BIGGS,74802798,18461
MCGILL,74821251,18453
ALDRIDGE,74839698,18447
WHALEY,74858144,18446
URBAN,74876589,18445
WOMACK,74894964,18375
GODWIN,74913324,18360
DIAMOND,74931676,18352
BARNARD,74949980,18304
ABRAMS,74968267,18287
DORSEY,74986522,18255
ROUSE,75004775,18253
LEVIN,75023028,18253
YOST,75041277,18249
BROUSSARD,75059522,18245
CREWS,75077763,18241
PAULSON,75095992,18229
LESLIE,75114208,18216
GORE,75132423,18215
SWAN,75150632,18209
WESTON,75168818,18186
CRONIN,75186999,18181
KRAUS,75205172,18173
NOWAK,75223330,18158
BURGER,75241483,18153
MILLIGAN,75259633,18150
PEACOCK,75277782,18149
CONNORS,75295918,18136
ENGLE,75314048,18130
CHRISTIANSEN,75332167,18119
SOUZA,75350284,18117
KENDRICK,75368400,18116
BONNER,75386497,18097
CASTLE,75404575,18078
ROMERO,75422620,18045
DIAZ,75440662,18042
HAGAN,75458696,18034
GIFFORD,75476721,18025
MCNEIL,75494740,18019
DREW,75512749,18009
BOWDEN,75530749,18000
TEMPLE,75548731,17982
CAUDILL,75566696,17965
MAGEE,75584650,17954
CHILDS,75602601,17951
SHIPLEY,75620544,17943
DIEHL,75638461,17917
JACOBSEN,75656347,17886
MCKINLEY,75674222,17875
THOMASON,75692070,17848
HOSKINS,75709915,17845
HOUSER,75727748,17833
MCGRAW,75745577,17829
KILGORE,75763399,17822
GILLIAM,75781209,17810
TIDWELL,75798996,17787
BEYER,75816779,17783
MCCRACKEN,75834561,17782
COULTER,75852339,17778
CROCKER,75870113,17774
LANDIS,75887886,17773
CHAPPELL,75905658,17772
DIETZ,75923393,17735
LOCKHART,75941123,17730
SILVER,75958837,17714
BRAGG,75976546,17709
SPANGLER,75994246,17700
DAVISON,76011937,17691
PLUMMER,76029590,17653
DUVALL,76047243,17653
EDDY,76064842,17599
MCHUGH,76082396,17554
SHELDON,76099944,17548
VICKERS,76117478,17534
YARBROUGH,76134953,17475
LILLY,76152395,17442
GOODRICH,76169837,17442
ERNST,76187274,17437
HEDRICK,76204707,17433
BUNCH,76222117,17410
BOSWELL,76239497,17380
LAND,76256867,17370
KOWALSKI,76274229,17362
NORTH,76291557,17328
PETTIT,76308879,17322
ALLRED,76326197,17318
PEREIRA,76343513,17316
WHITMAN,76360828,17315
LOCKWOOD,76378126,17298
BASSETT,76395408,17282
CRUZ,76412686,17278
GRIGGS,76429964,17278
SADLER,76447210,17246
WISEMAN,76464454,17244
NANCE,76481686,17232
DEAL,76498909,17223
WADDELL,76516130,17221
PUTNAM,76533329,17199
LAYTON,76550527,17198
RAINES,76567724,17197
LEDFORD,76584903,17179
GALLO,76602075,17172
LOTT,76619234,17159
FLAHERTY,76636390,17156
COTTON,76653530,17140
RIZZO,76670668,17138
RAMOS,76687766,17098
OGDEN,76704851,17085
CAPPS,76721922,17071
CARTWRIGHT,76738982,17060
TRIPP,76756040,17058
BERNSTEIN,76773097,17057
ASH,76790150,17053
STACY,76807179,17029
KISER,76824192,17013
VOGT,76841201,17009
MCMULLEN,76858204,17003
RHOADES,76875198,16994
NEELY,76892176,16978
HYATT,76909140,16964
DUNBAR,76926097,16957
PELLETIER,76943032,16935
HANLEY,76959961,16929
BULLARD,76976886,16925
COLVIN,76993811,16925
CARLTON,77010706,16895
MINOR,77027592,16886
GOLD,77044453,16861
THURMAN,77061313,16860
HADLEY,77078168,16855
FORREST,77095013,16845
BERGMAN,77111854,16841
BURKETT,77128683,16829
LATHAM,77145498,16815
WINN,77162297,16799
ALBRECHT,77179065,16768
OMALLEY,77195815,16750
TOBIN,77212562,16747
BUCKNER,77229294,16732
PRYOR,77246024,16730
LAIRD,77262751,16727
BRANDON,77279470,16719
BAUMAN,77296176,16706
SNELL,77312873,16697
MOBLEY,77329567,16694
BRANCH,77346253,16686
GROSSMAN,77362934,16681
DELONG,77379607,16673
COPE,77396268,16661
IVEY,77412928,16660
SWAIN,77429574,16646
TROYER,77446208,16634
VINSON,77462824,16616
HATHAWAY,77479440,16616
FARR,77496053,16613
BATEMAN,77512637,16584
CORCORAN,77529217,16580
NEUMANN,77545791,16574
BLUM,77562351,16560
DILLARD,77578897,16546
KEEN,77595443,16546
WEIR,77611986,16543
SUMNER,77628525,16539
DOTY,77645051,16526
SKAGGS,77661575,16524
SHULTZ,77678089,16514
OKEEFE,77694583,16494
STERLING,77711054,16471
ECKERT,77727516,16462
BENOIT,77743974,16458
MADSEN,77760431,16457
DARLING,77776880,16449
HINSON,77793319,16439
COATES,77809715,16396
ZIMMER,77826110,16395
LEDBETTER,77842480,16370
SCHUSTER,77858850,16370
MCGOVERN,77875211,16361
MOHR,77891535,16324
ABEL,77907827,16292
MANSFIELD,77924087,16260
MEDEIROS,77940326,16239
SHEARER,77956565,16239
CROWDER,77972798,16233
REEDER,77989014,16216
HIRSCH,78005203,16189
ALDRICH,78021390,16187
NAPIER,78037560,16170
HAWLEY,78053717,16157
CARLISLE,78069868,16151
KNUTSON,78086018,16150
ROCK,78102167,16149
CAGLE,78118310,16143
HOFFMANN,78134439,16129
MCCORMACK,78150567,16128
HANKINS,78166688,16121
SCHWAB,78182807,16119
KEATING,78198904,16097
BLAND,78214990,16086
WAITE,78231072,16082
MICHAELS,78247152,16080
BUSCH,78263230,16078
GRECO,78279306,16076
HOFF,78295371,16065
BEAL,78311414,16043
JUDD,78327452,16038
CAVANAUGH,78343466,16014
STORY,78359468,16002
OLIVEIRA,78375460,15992
FITCH,78391437,15977
SCHULTE,78407408,15971
DILL,78423375,15967
SCHRADER,78439342,15967
GUNN,78455300,15958
WYNN,78471255,15955
JOYNER,78487186,15931
MAGUIRE,78503106,15920
BRAND,78519014,15908
GERBER,78534896,15882
MURDOCK,78550766,15870
RICHEY,78566628,15862
FERNANDEZ,78582487,15859
ULRICH,78598341,15854
OAKES,78614189,15848
QUIGLEY,78630025,15836
PRATER,78645846,15821
DASILVA,78661660,15814
KOHLER,78677466,15806
LANDERS,78693271,15805
CATES,78709076,15805
SPAULDING,78724878,15802
GUIDRY,78740645,15767
ROONEY,78756409,15764
MCWILLIAMS,78772150,15741
BAER,78787877,15727
JAMISON,78803581,15704
DARNELL,78819272,15691
SCHILLING,78834952,15680
COON,78850631,15679
HACKETT,78866297,15666
RIVERS,78881943,15646
CONROY,78897588,15645
TRENT,78913227,15639
MADISON,78928864,15637
STOLTZFUS,78944492,15628
KEARNEY,78960114,15622
PAPPAS,78975720,15606
PLATT,78991321,15601
BURKHART,79006916,15595
ADLER,79022490,15574
STAPLETON,79038059,15569
HUTTON,79053623,15564
CRANDALL,79069182,15559
KINCAID,79084739,15557
HARDEN,79100278,15539
PACK,79115806,15528
READ,79131333,15527
JANSEN,79146860,15527
ATWOOD,79162378,15518
BENEDICT,79177894,15516
DUTTON,79193405,15511
CRUM,79208910,15505
CALVERT,79224404,15494
SLAUGHTER,79239895,15491
SEWELL,79255382,15487
OROURKE,79270869,15487
KENNY,79286354,15485
MUNSON,79301836,15482
SHAVER,79317316,15480
THAYER,79332788,15472
ADAIR,79348257,15469
HAY,79363715,15458
GIORDANO,79379173,15458
MAST,79394625,15452
MARCUM,79410045,15420
VANDYKE,79425450,15405
MCCOLLUM,79440830,15380
ROSENTHAL,79456205,15375
SAPP,79471571,15366
FONTENOT,79486933,15362
LIGHT,79502291,15358
SCHREIBER,79517643,15352
WALDRON,79532972,15329
BAUM,79548296,15324
HURD,79563608,15312
TYSON,79578909,15301
DELUCA,79594165,15256
MATTSON,79609413,15248
HENNING,79624655,15242
RADER,79639892,15237
FRIEND,79655128,15236
BRENNER,79670342,15214
SPICER,79685551,15209
DOSS,79700759,15208
LACKEY,79715960,15201
STAUFFER,79731154,15194
BUTTS,79746346,15192
SHOOK,79761532,15186
CODY,79776712,15180
REAGAN,79791891,15179
STANFORD,79807063,15172
GOINS,79822233,15170
DORAN,79837403,15170
ALTMAN,79852569,15166
ROMAN,79867728,15159
MAYES,79882884,15156
LANGFORD,79898035,15151
DOBBS,79913183,15148
CRAIN,79928326,15143
SORENSON,79943451,15125
EDMONDS,79958561,15110
WETZEL,79973669,15108
ROCHE,79988771,15102
LAUGHLIN,80003873,15102
KEENE,80018957,15084
BERMAN,80034039,15082
HONEYCUTT,80049118,15079
SHEFFIELD,80064189,15071
HERNDON,80079243,15054
MCLAIN,80094281,15038
DIETRICH,80109316,15035
MCNALLY,80124344,15028
EUBANKS,80139371,15027
RUSHING,80154381,15010
JEFFRIES,80169368,14987
ERVIN,80184342,14974
KYLE,80199316,14974
SCHWARZ,80214288,14972
THORPE,80229256,14968
DOBSON,80244195,14939
STALEY,80259123,14928
RING,80274044,14921
JARRETT,80288963,14919
BROWNE,80303874,14911
HURT,80318768,14894
SYKES,80333651,14883
SAYLOR,80348530,14879
SANDS,80363406,14876
SCHAEFFER,80378282,14876
MOSHER,80393120,14838
HUGGINS,80407949,14829
GILLIS,80422778,14829
EASTMAN,80437606,14828
JACOB,80452413,14807
GAUTHIER,80467220,14807
AMOS,80482009,14789
WAITERS,80496795,14786
NAGY,80511572,14777
STONER,80526338,14766
POSEY,80541103,14765
CLEARY,80555865,14762
HAUSER,80570623,14758
BURROWS,80585360,14737
FAGAN,80600092,14732
RAINEY,80614807,14715
STREET,80629519,14712
LUNSFORD,80644226,14707
BAIN,80658920,14694
VARNER,80673587,14667
CROCKETT,80688245,14658
MONAHAN,80702903,14658
ROPER,80717558,14655
HENLEY,80732211,14653
OAKLEY,80746859,14648
SAUER,80761505,14646
CHRISTIE,80776150,14645
RIDER,80790765,14615
WHITT,80805379,14614
LACY,80819989,14610
LOMBARDO,80834579,14590
CORNELIUS,80849138,14559
HORVATH,80863696,14558
HANKS,80878243,14547
HUMPHRIES,80892783,14540
CULVER,80907308,14525
CHADWICK,80921820,14512
DENNY,80936331,14511
MOTT,80950814,14483
REDMOND,80965285,14471
HAWK,80979751,14466
RUDOLPH,80994216,14465
REYES,81008676,14460
IRVIN,81023134,14458
HUDDLESTON,81037592,14458
WESTBROOK,81052038,14446
CORNETT,81066477,14439
MORALES,81080912,14435
GROVER,81095291,14379
SPIVEY,81109665,14374
BURNHAM,81124012,14347
CORMIER,81138358,14346
RODRIGUES,81152699,14341
LENTZ,81167014,14315
BRUNNER,81181328,14314
LEONE,81195628,14300
BURKS,81209923,14295
HUSTON,81224218,14295
PARR,81238499,14281
CALL,81252767,14268
MCCORD,81267018,14251
DUFF,81281263,14245
BRYSON,81295506,14243
ORTIZ,81309736,14230
BREWSTER,81323962,14226
MATTINGLY,81338179,14217
TALBOT,81352388,14209
CARMICHAEL,81366584,14196
KERNS,81380774,14190
DOWLING,81394949,14175
BECKMAN,81409124,14175
HUMMEL,81423294,14170
GANNON,81437463,14169
LANIER,81451631,14168
ADAMSON,81465784,14153
THORNE,81479931,14147
ASHBY,81494077,14146
LANGSTON,81508222,14145
HOSTETLER,81522358,14136
PYLE,81536492,14134
FENTON,81550623,14131
LADD,81564748,14125
HOLLIDAY,81578864,14116
COTTRELL,81592980,14116
ARNETT,81607096,14116
ABRAHAM,81621182,14086
HERSHBERGER,81635263,14081
GENTILE,81649334,14071
NUGENT,81663355,14021
BURK,81677368,14013
TIMMONS,81691374,14006
WHITTINGTON,81705373,13999
KEARNS,81719370,13997
QUEEN,81733365,13995
ROWLEY,81747330,13965
COMER,81761278,13948
COE,81775200,13922
AMBROSE,81789121,13921
GRUBB,81803038,13917
SILVERMAN,81816955,13917
CLEMONS,81830865,13910
GABRIEL,81844767,13902
CRAVEN,81858669,13902
MEEHAN,81872561,13892
TILLMAN,81886450,13889
BAUMANN,81900333,13883
UNGER,81914213,13880
CROWELL,81928088,13875
WAGONER,81941963,13875
BLEDSOE,81955828,13865
BETTS,81969684,13856
DEMARCO,81983529,13845
PRESLEY,81997368,13839
WAGGONER,82011206,13838
NAYLOR,82025020,13814
BARTH,82038827,13807
TILLEY,82052629,13802
SKELTON,82066429,13800
COUGHLIN,82080223,13794
NAGEL,82094010,13787
HANNAH,82107796,13786
SYLVESTER,82121582,13786
NEWSOME,82135365,13783
HARMAN,82149147,13782
CONN,82162926,13779
BEEBE,82176705,13779
COREY,82190463,13758
FAY,82204216,13753
JOHN,82217961,13745
DURBIN,82231698,13737
SIMMS,82245430,13732
MEEK,82259148,13718
GOODE,82272856,13708
SOUSA,82286558,13702
LOOMIS,82300260,13702
ROLAND,82313961,13701
STJOHN,82327650,13689
HARE,82341309,13659
ENNIS,82354967,13658
BOUDREAUX,82368624,13657
ROARK,82382279,13655
WOODY,82395925,13646
REARDON,82409554,13629
JEFFERS,82423179,13625
PEDERSON,82436798,13619
LORENZ,82450415,13617
GAGE,82464028,13613
KELLOGG,82477635,13607
WEINER,82491242,13607
ANDERS,82504848,13606
KAMINSKI,82518448,13600
FAUST,82532046,13598
GRANGER,82545640,13594
SCHULER,82559230,13590
TATUM,82572810,13580
OSWALD,82586388,13578
MARCUS,82599952,13564
MCDONNELL,82613495,13543
MELVIN,82627028,13533
WOODALL,82640557,13529
BURR,82654077,13520
FLOOD,82667594,13517
IVERSON,82681108,13514
MICHAUD,82694619,13511
CUTLER,82708126,13507
BRUNER,82721618,13492
POWER,82735093,13475
MOCK,82748559,13466
WHITLOCK,82762022,13463
BAGLEY,82775482,13460
BAUGHMAN,82788929,13447
BLISS,82802370,13441
CASTRO,82815793,13423
OUELLETTE,82829206,13413
BARGER,82842607,13401
GUTIERREZ,82856007,13400
GRUBBS,82869406,13399
LACEY,82882798,13392
HUTSON,82896186,13388
MAIER,82909567,13381
LIND,82922942,13375
LUKE,82936316,13374
HAMLIN,82949681,13365
VERNON,82963042,13361
CORLEY,82976397,13355
STUMP,82989748,13351
MULLIGAN,83003093,13345
GODDARD,83016437,13344
LOMBARDI,83029781,13344
WHITFIELD,83043120,13339
PARIS,83056442,13322
GRUBER,83069760,13318
MOELLER,83083073,13313
PURDY,83096383,13310
MOSELEY,83109682,13299
WILLOUGHBY,83122981,13299
ARNDT,83136278,13297
DEATON,83149572,13294
BURDICK,83162864,13292
RAPP,83176151,13287
FOURNIER,83189435,13284
PRESCOTT,83202709,13274
FOOTE,83215983,13274
DONOHUE,83229239,13256
PERDUE,83242492,13253
NEWCOMB,83255739,13247
STARKEY,83268984,13245
STEARNS,83282226,13242
COVINGTON,83295462,13236
FOSS,83308697,13235
HILLIARD,83321917,13220
ALLEY,83335137,13220
GOMES,83348354,13217
HEIM,83361565,13211
TABOR,83374775,13210
MORELAND,83387968,13193
PRITCHETT,83401159,13191
MAHAN,83414347,13188
PFEIFFER,83427526,13179
PURVIS,83440699,13173
HARMS,83453862,13163
OGLE,83467017,13155
DAIGLE,83480172,13155
BARON,83493317,13145
MCMAHAN,83506460,13143
PRIEST,83519601,13141
STODDARD,83532731,13130
RYDER,83545840,13109
LAY,83558948,13108
GALE,83572056,13108
STRINGER,83585160,13104
RENNER,83598258,13098
WHITTAKER,83611352,13094
KRUGER,83624446,13094
MICHEL,83637516,13070
IRELAND,83650584,13068
TIERNEY,83663613,13029
BARTLEY,83676638,13025
HECK,83689660,13022
HEATON,83702676,13016
BARTHOLOMEW,83715683,13007
HOUGH,83728688,13005
ESTEP,83741687,12999
GUNDERSON,83754685,12998
BYLER,83767675,12990
WEINSTEIN,83780643,12968
CLEMENS,83793604,12961
WELLER,83806554,12950
BEAM,83819500,12946
LAWLER,83832442,12942
THURSTON,83845372,12930
BROWER,83858300,12928
CREECH,83871218,12918
STRAUSS,83884136,12918
TRIMBLE,83897050,12914
GOLDSMITH,83909963,12913
VANHORN,83922875,12912
ABERNATHY,83935775,12900
DEVRIES,83948669,12894
FLINT,83961555,12886
HIGGINBOTHAM,83974437,12882
STUBBS,83987316,12879
BARNEY,84000193,12877
CHASTAIN,84013066,12873
DOW,84025929,12863
HOGUE,84038788,12859
CROUSE,84051643,12855
SMALLWOOD,84064495,12852
CARNES,84077336,12841
MALLOY,84090172,12836
FAIRCHILD,84103000,12828
MORRISSEY,84115813,12813
MAJOR,84128621,12808
CHEEK,84141414,12793
HACKER,84154203,12789
THARP,84166984,12781
SCHERER,84179751,12767
BRANNON,84192517,12766
FERRARA,84205268,12751
ROWELL,84218005,12737
WRAY,84230735,12730
HILLMAN,84243462,12727
GOETZ,84256187,12725
MACKENZIE,84268906,12719
HAMBY,84281624,12718
YOUNGBLOOD,84294325,12701
STARNES,84307025,12700
WILKES,84319720,12695
PAYTON,84332404,12684
BRANTLEY,84345076,12672
WORTHINGTON,84357731,12655
MCGREGOR,84370383,12652
GRIFFITHS,84383030,12647
OVERTON,84395673,12643
GEE,84408295,12622
NOONAN,84420903,12608
GRAF,84433504,12601
BOCK,84446100,12596
CHAVEZ,84458695,12595
WHITING,84471284,12589
MCCARTNEY,84483872,12588
HUMPHREYS,84496451,12579
HOLM,84509026,12575
HERRMANN,84521601,12575
RINEHART,84534173,12572
KAHN,84546725,12552
ISAACS,84559273,12548
ELLSWORTH,84571816,12543
BREEN,84584352,12536
BOUCHARD,84596882,12530
LOVETT,84609409,12527
LEARY,84621935,12526
CHAMPION,84634459,12524
WAHL,84646983,12524
GILLILAND,84659492,12509
RHOADS,84671997,12505
FOUNTAIN,84684498,12501
GIVENS,84696993,12495
MCNULTY,84709471,12478
VITALE,84721949,12478
PRUETT,84734424,12475
SQUIRES,84746895,12471
BACHMAN,84759316,12421
TITUS,84771726,12410
SHIPMAN,84784125,12399
EPSTEIN,84796522,12397
DAMICO,84808917,12395
RUTH,84821307,12390
GRAFF,84833697,12390
STAPLES,84846086,12389
STEWARD,84858470,12384
SMILEY,84870853,12383
MINTON,84883234,12381
EMMONS,84895608,12374
BORDEN,84907978,12370
STCLAIR,84920340,12362
BLANK,84932700,12360
KEENER,84945051,12351
LINCOLN,84957392,12341
MCCAIN,84969724,12332
HERRINGTON,84982051,12327
BALES,84994376,12325
POLK,85006698,12322
RUIZ,85019014,12316
WESTFALL,85031330,12316
HITCHCOCK,85043643,12313
FUCHS,85055956,12313
STRANGE,85068267,12311
BURNETTE,85080574,12307
DOUGLASS,85092869,12295
WILLEY,85105161,12292
TROTTER,85117451,12290
HOPE,85129739,12288
KINSEY,85142026,12287
LEAVITT,85154309,12283
SHANK,85166580,12271
CRUMP,85178837,12257
LUTHER,85191092,12255
DENNISON,85203342,12250
CHENEY,85215580,12238
STALLINGS,85227816,12236
CONDON,85240050,12234
BOLES,85252269,12219
PENDLETON,85264487,12218
MCNEILL,85276702,12215
BAIL,85288917,12215
SEAMAN,85301130,12213
ROWAN,85313340,12210
EBERT,85325545,12205
WHITTEN,85337742,12197
BELANGER,85349939,12197
WISNIEWSKI,85362134,12195
BUSBY,85374299,12165
KELSEY,85386456,12157
SHELLEY,85398613,12157
CHRISTY,85410769,12156
KNOTT,85422924,12155
RUCKER,85435074,12150
STAMPER,85447223,12149
NICKERSON,85459363,12140
KITCHEN,85471503,12140
TRAHAN,85483632,12129
JERNIGAN,85495753,12121
ALVAREZ,85507873,12120
SCHELL,85519993,12120
STEINBERG,85532107,12114
UPTON,85544218,12111
HOOK,85556327,12109
REICH,85568425,12098
CROOK,85580522,12097
FAIR,85592615,12093
WENDT,85604707,12092
BEAVERS,85616794,12087
CARON,85628880,12086
SEITZ,85640963,12083
STOCK,85653037,12074
DEVLIN,85665098,12061
DOWD,85677152,12054
TRIPLETT,85689196,12044
KENYON,85701237,12041
TEMPLETON,85713258,12021
RECTOR,85725257,11999
HOUCK,85737256,11999
BEARDEN,85749253,11997
BRANHAM,85761248,11995
JARRELL,85773242,11994
MORENO,85785234,11992
ROBB,85797223,11989
REES,85809199,11976
GARBER,85821175,11976
DANIELSON,85833141,11966
SNODGRASS,85845105,11964
SAMS,85857061,11956
GANN,85869017,11956
WATT,85880965,11948
MCCLELLAND,85892902,11937
MESSINA,85904834,11932
FINNEY,85916760,11926
BARONE,85928684,11924
FARRAR,85940605,11921
SALISBURY,85952523,11918
DENNEY,85964433,11910
PRATHER,85976334,11901
GIRARD,85988233,11899
PACHECO,86000127,11894
PICKERING,86012019,11892
ASHER,86023909,11890
ADCOCK,86035796,11887
SCHUBERT,86047657,11861
GRABER,86059514,11857
HEIN,86071367,11853
BURROUGHS,86083219,11852
JOLLY,86095057,11838
CURRIE,86106891,11834
PEASE,86118716,11825
VICK,86130535,11819
TROUT,86142351,11816
BOLIN,86154165,11814
CLEVENGER,86165969,11804
BOLLINGER,86177771,11802
JAEGER,86189571,11800
NORWOOD,86201369,11798
WAKEFIELD,86213165,11796
WILES,86224955,11790
WILLETT,86236737,11782
PARISH,86248506,11769
BOURGEOIS,86260274,11768
WINSLOW,86272040,11766
RUDD,86283800,11760
WHIPPLE,86295551,11751
MAIN,86307297,11746
DRUMMOND,86319035,11738
AMATO,86330752,11717
COBURN,86342460,11708
HOOKER,86354157,11697
ARRINGTON,86365853,11696
SATTERFIELD,86377543,11690
BRUBAKER,86389222,11679
DOWELL,86400900,11678
HOBSON,86412577,11677
RUSS,86424252,11675
COATS,86435920,11668
DARBY,86447581,11661
FORRESTER,86459239,11658
WELDON,86470883,11644
LONGO,86482522,11639
NEWBERRY,86494144,11622
BRADEN,86505762,11618
MARTINO,86517378,11616
CARRIER,86528993,11615
EARL,86540588,11595
FARNSWORTH,86552177,11589
LANTZ,86563758,11581
MILLARD,86575333,11575
